,building_id,site_id,primaryspaceusage,sub_primaryspaceusage,sqm,sqft,lat,lng,timezone,electricity,yearbuilt,sqft_bin
627,Rat_education_Tania,Rat,Education,K-12 School,21832.2,235000.0,38.9035039800032,-77.0053494170663,US/Eastern,Yes,2013.0,200001_500000
632,Bear_assembly_Danial,Bear,Entertainment/public assembly,Entertainment/public assembly,7680.3,82670.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2016.0,50001_100000
641,Bear_education_Pattie,Bear,Education,Education,8032.9,86465.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2014.0,50001_100000
643,Bear_lodging_Erick,Bear,Lodging/residential,Lodging/residential,6688.5,71994.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2004.0,50001_100000
657,Bear_education_Lorie,Bear,Education,Education,11212.8,120694.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2012.0,100001_200000
658,Bear_education_Nanette,Bear,Education,Education,6150.5,66203.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2015.0,50001_100000
662,Bear_public_Valorie,Bear,Public services,Public services,17598.2,189425.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1994.0,100001_200000
668,Bear_public_Orville,Bear,Public services,Public services,2700.0,29063.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2004.0,25001_50000
671,Bear_utility_Sidney,Bear,Utility,Utility,2176.9,23432.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1999.0,10001_25000
672,Bear_education_Merrill,Bear,Education,Education,3235.3,34825.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1999.0,25001_50000
678,Bear_assembly_Diana,Bear,Entertainment/public assembly,Entertainment/public assembly,121.2,1305.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1995.0,1001_5000
680,Bear_education_Rebecca,Bear,Education,Education,14279.2,153700.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1990.0,100001_200000
685,Bear_education_Bulah,Bear,Education,Education,20504.0,220703.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2011.0,200001_500000
698,Bear_parking_Gordon,Bear,Parking,Parking,9154.6,98539.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1989.0,50001_100000
706,Bear_education_Alvaro,Bear,Education,Education,10181.1,109588.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1994.0,100001_200000
710,Bear_education_Wilton,Bear,Education,Education,28273.4,304333.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2006.0,200001_500000
713,Bear_education_Zandra,Bear,Education,Education,14372.7,154706.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2009.0,100001_200000
714,Bear_education_Fannie,Bear,Education,Education,10788.0,116121.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1996.0,100001_200000
715,Bear_education_Leonel,Bear,Education,Education,6988.9,75228.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,1993.0,50001_100000
717,Bear_parking_Bruce,Bear,Parking,Parking,28441.3,306140.0,37.87190340000003,-122.26072860000008,US/Pacific,Yes,2007.0,200001_500000
854,Lamb_education_Luz,Lamb,Education,Primary/Secondary Classroom,14474.9,155807.0,51.49783804108846,-3.186245571244898,Europe/London,Yes,2013.0,100001_200000
929,Moose_education_Florence,Moose,Education,College Classroom,26999.9,290625.0,45.4215,-75.6972,US/Eastern,Yes,1995.0,200001_500000
1178,Shrew_office_Sherill,Shrew,Office,Office,18098.0,194805.0,51.49984,-0.124663,Europe/London,Yes,2000.0,100001_200000
1507,Cockatoo_education_Julio,Cockatoo,Education,College Laboratory,9116.1,98125.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2011.0,50001_100000
1508,Cockatoo_education_Brigitte,Cockatoo,Education,College Laboratory,25998.0,279840.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2008.0,200001_500000
1523,Cockatoo_office_Laila,Cockatoo,Office,Office,10254.6,110380.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1985.0,100001_200000
1526,Cockatoo_education_Melanie,Cockatoo,Education,College Classroom,3240.0,34875.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1993.0,25001_50000
1527,Cockatoo_education_Janet,Cockatoo,Education,College Laboratory,29946.4,322341.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1995.0,200001_500000
1528,Cockatoo_education_Eunice,Cockatoo,Education,College Laboratory,12195.5,131271.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2010.0,100001_200000
1530,Cockatoo_education_Flora,Cockatoo,Education,College Laboratory,13913.3,149762.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2004.0,100001_200000
1540,Cockatoo_assembly_Heath,Cockatoo,Entertainment/public assembly,Theater,10361.5,111530.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1988.0,100001_200000
1553,Cockatoo_education_Evangeline,Cockatoo,Education,College Classroom,9795.1,105434.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2014.0,100001_200000
1557,Cockatoo_education_Nelda,Cockatoo,Education,College Laboratory,6930.5,74599.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1984.0,50001_100000
1558,Cockatoo_education_Tyler,Cockatoo,Education,College Laboratory,19928.2,214505.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1990.0,200001_500000
1560,Cockatoo_education_Terrence,Cockatoo,Education,College Laboratory,18954.9,204029.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2010.0,200001_500000
1573,Cockatoo_assembly_Valencia,Cockatoo,Entertainment/public assembly,Gymnasium,14112.0,151900.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1990.0,100001_200000
1574,Cockatoo_assembly_Genoveva,Cockatoo,Entertainment/public assembly,Gymnasium,1519.1,16351.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2002.0,10001_25000
1583,Cockatoo_lodging_Josephine,Cockatoo,Lodging/residential,Dormitory,7287.1,78438.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2004.0,50001_100000
1584,Cockatoo_lodging_Tessie,Cockatoo,Lodging/residential,Dormitory,15727.5,169290.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2006.0,100001_200000
1585,Cockatoo_lodging_Kyle,Cockatoo,Lodging/residential,Dormitory,13275.9,142901.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2007.0,100001_200000
1586,Cockatoo_lodging_Lynne,Cockatoo,Lodging/residential,Dormitory,12683.3,136522.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2005.0,100001_200000
1587,Cockatoo_lodging_Raphael,Cockatoo,Lodging/residential,Dormitory,7724.0,83141.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2006.0,50001_100000
1588,Cockatoo_assembly_Griselda,Cockatoo,Entertainment/public assembly,Community Center,2671.9,28760.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2007.0,25001_50000
1590,Cockatoo_office_Lorraine,Cockatoo,Office,Office,1070.6,11524.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1994.0,10001_25000
1605,Cockatoo_utility_Kimiko,Cockatoo,Utility,Services Plant,378.2,4071.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1990.0,1001_5000
1609,Cockatoo_education_Julia,Cockatoo,Education,College Classroom,3758.9,40461.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2002.0,25001_50000
1610,Cockatoo_office_Ada,Cockatoo,Office,Office,4952.0,53303.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1981.0,50001_100000
1611,Cockatoo_public_Shad,Cockatoo,Public services,Library,10345.7,111360.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2000.0,100001_200000
1618,Cockatoo_education_Marva,Cockatoo,Education,College Classroom,10123.7,108971.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1990.0,100001_200000
1620,Cockatoo_lodging_Elvia,Cockatoo,Lodging/residential,Hotel,13962.8,150294.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1987.0,100001_200000
1622,Cockatoo_public_Chiquita,Cockatoo,Public services,Library,9247.7,99541.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1993.0,50001_100000
1626,Cockatoo_assembly_Mimi,Cockatoo,Entertainment/public assembly,Gymnasium,1046.6,11265.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,1997.0,10001_25000
1627,Cockatoo_lodging_Jimmie,Cockatoo,Lodging/residential,Dormitory,2766.2,29775.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2001.0,25001_50000
1628,Cockatoo_office_Margaret,Cockatoo,Office,Office,8572.3,92271.0,42.45983685925793,-76.4852915864667,US/Eastern,Yes,2001.0,50001_100000
1629,Mouse_health_Modesto,Mouse,Healthcare,Hospital,17993.0,193675.0,51.52193899999999,-0.120069,Europe/London,Yes,1994.0,100001_200000
1630,Mouse_health_Justin,Mouse,Healthcare,Hospital,17735.0,190898.0,51.52193899999999,-0.120069,Europe/London,Yes,2012.0,100001_200000
1634,Mouse_lodging_Vicente,Mouse,Lodging/residential,Hotel,3489.0,37555.0,51.52193899999999,-0.120069,Europe/London,Yes,2006.0,25001_50000
1635,Mouse_science_Micheal,Mouse,Technology/science,Laboratory,5931.0,63841.0,51.52193899999999,-0.120069,Europe/London,Yes,1996.0,50001_100000
