timestamp,Fox_assembly_Cathy,Fox_assembly_Boyce,Fox_assembly_Dixie,Cockatoo_assembly_Heath,Cockatoo_assembly_Valencia
2016-05-19 12:00:00,65.84,351.55,117.48,127.2,56.475
2016-05-19 13:00:00,65.31,361.53,126.82,138.525,56.875
2016-05-19 14:00:00,64.78,400.56,120.32,126.175,54.075
2016-05-19 15:00:00,64.66,390.44,112.8,128.325,55.325
2016-05-19 16:00:00,63.08,355.18,98.23,121.55,54.0
2016-05-19 17:00:00,58.57,341.12,79.81,121.65,50.2
2016-05-19 18:00:00,54.8,356.61,57.4,146.075,47.825
2016-05-19 19:00:00,56.27,301.69,49.15,132.25,47.8
2016-05-19 20:00:00,58.13,298.64,38.31,136.5,46.325
2016-05-19 21:00:00,59.01,291.16,32.32,136.725,24.425
2016-05-19 22:00:00,47.22,258.37,18.9,122.6,25.675
2016-05-19 23:00:00,43.17,209.38,16.43,120.5,17.3
2016-05-20 00:00:00,36.78,262.75,15.96,52.625,17.425
2016-05-20 01:00:00,35.18,272.22,15.9,52.625,18.6
2016-05-20 02:00:00,35.74,256.88,16.47,52.575,17.375
2016-05-20 03:00:00,34.45,253.98,15.81,116.325,23.7
2016-05-20 04:00:00,33.56,258.39,30.22,122.45,26.7
2016-05-20 05:00:00,38.2,261.94,15.81,127.625,30.8
2016-05-20 06:00:00,51.66,282.94,17.06,118.7,41.2
2016-05-20 07:00:00,56.68,323.91,30.0,128.025,46.375
2016-05-20 08:00:00,60.15,327.55,57.47,111.625,48.85
2016-05-20 09:00:00,61.0,360.34,81.8,121.175,51.075
2016-05-20 10:00:00,63.62,342.1,103.59,129.1,52.85
2016-05-20 11:00:00,68.06,382.35,112.5,122.9,51.4
2016-05-20 12:00:00,69.11,364.0,137.35,121.375,49.975
2016-05-20 13:00:00,68.26,350.16,155.93,223.275,50.625
2016-05-20 14:00:00,69.15,348.99,138.8,226.025,50.175
2016-05-20 15:00:00,66.44,346.5,129.5,221.2,49.4
2016-05-20 16:00:00,62.28,339.99,115.43,216.825,49.85
2016-05-20 17:00:00,56.62,330.67,96.03,217.75,49.65
2016-05-20 18:00:00,53.67,293.01,70.62,210.0,49.9
2016-05-20 19:00:00,55.0,269.2,51.4,206.45,48.5
2016-05-20 20:00:00,57.09,267.18,43.59,209.6,43.75
2016-05-20 21:00:00,57.53,262.59,38.39,210.525,26.025
2016-05-20 22:00:00,48.77,240.49,21.22,201.925,28.375
2016-05-20 23:00:00,44.49,195.47,16.49,181.425,19.775
2016-05-21 00:00:00,36.47,247.5,17.03,70.35,18.875
2016-05-21 01:00:00,35.42,250.34,15.76,54.425,17.6
2016-05-21 02:00:00,35.67,243.2,15.72,47.675,17.6
2016-05-21 03:00:00,36.17,245.3,15.77,124.275,17.9
2016-05-21 04:00:00,34.92,242.44,15.88,129.6,19.025
2016-05-21 05:00:00,47.41,238.53,15.84,131.575,22.9
2016-05-21 06:00:00,49.1,238.32,17.98,125.05,22.825
2016-05-21 07:00:00,48.34,250.56,30.01,195.175,23.7
2016-05-21 08:00:00,47.83,264.09,59.42,170.85,23.975
2016-05-21 09:00:00,47.65,272.56,150.24,193.15,23.9
2016-05-21 10:00:00,55.55,279.05,181.12,192.25,27.425
2016-05-21 11:00:00,61.77,280.64,195.99,196.675,26.85
2016-05-21 12:00:00,62.11,286.0,201.7,207.125,26.625
2016-05-21 13:00:00,61.78,282.6,204.13,204.9,27.95
2016-05-21 14:00:00,61.32,281.78,166.4,208.45,26.85
2016-05-21 15:00:00,61.02,283.6,128.85,213.525,27.25
2016-05-21 16:00:00,61.13,278.99,102.48,180.025,25.5
2016-05-21 17:00:00,57.08,274.8,87.44,199.5,25.9
2016-05-21 18:00:00,55.57,265.52,58.31,200.875,26.425
2016-05-21 19:00:00,56.95,254.87,39.91,203.1,25.7
2016-05-21 20:00:00,58.99,255.78,31.39,195.675,29.9
2016-05-21 21:00:00,59.14,251.06,27.29,197.8,28.4
2016-05-21 22:00:00,47.69,232.74,18.35,167.525,29.55
2016-05-21 23:00:00,43.96,194.29,16.28,200.925,20.875
2016-05-22 00:00:00,36.11,245.01,16.35,73.925,19.975
2016-05-22 01:00:00,34.43,249.94,16.53,56.5,20.15
2016-05-22 02:00:00,34.09,241.76,16.09,52.8,19.25
2016-05-22 03:00:00,34.56,240.93,15.86,131.775,19.825
2016-05-22 04:00:00,34.42,239.17,15.85,134.525,19.525
2016-05-22 05:00:00,39.54,233.54,15.95,135.375,24.475
2016-05-22 06:00:00,46.26,230.97,17.32,129.45,26.0
2016-05-22 07:00:00,48.08,240.88,29.07,130.4,25.1
2016-05-22 08:00:00,47.71,252.61,48.45,127.0,24.85
2016-05-22 09:00:00,47.35,253.0,68.38,164.1,25.6
2016-05-22 10:00:00,54.67,254.22,88.31,195.05,25.55
2016-05-22 11:00:00,56.71,256.91,102.7,164.2,26.375
2016-05-22 12:00:00,56.62,259.85,110.11,201.7,25.95
2016-05-22 13:00:00,55.78,266.72,113.05,198.375,44.675
2016-05-22 14:00:00,54.59,276.22,111.15,212.8,50.45
2016-05-22 15:00:00,54.3,274.16,102.0,211.275,50.9
2016-05-22 16:00:00,54.58,271.37,88.2,210.925,48.55
2016-05-22 17:00:00,43.12,268.99,67.41,206.65,50.5
2016-05-22 18:00:00,38.95,265.37,43.54,183.875,42.625
2016-05-22 19:00:00,41.78,260.3,31.54,198.225,42.75
2016-05-22 20:00:00,43.16,267.33,27.1,197.275,43.225
2016-05-22 21:00:00,43.8,261.92,25.35,207.7,43.15
2016-05-22 22:00:00,43.78,236.48,18.68,205.65,45.325
2016-05-22 23:00:00,43.91,193.88,15.89,200.9,42.2
2016-05-23 00:00:00,27.33,185.06,11.84,74.075,42.2
2016-05-23 01:00:00,8.51,189.72,11.98,58.275,41.9
2016-05-23 02:00:00,,,,56.475,41.575
2016-05-23 03:00:00,8.45,60.49,3.93,134.725,49.1
2016-05-23 04:00:00,8.39,59.26,3.98,136.075,50.6
2016-05-23 05:00:00,37.02,243.42,16.13,135.625,56.5
2016-05-23 06:00:00,51.87,261.13,17.47,141.65,47.675
2016-05-23 07:00:00,56.97,279.09,29.21,106.55,50.925
2016-05-23 08:00:00,61.33,302.95,102.98,151.2,52.4
2016-05-23 09:00:00,62.47,330.68,139.92,197.9,41.95
2016-05-23 10:00:00,64.84,387.5,164.65,191.65,37.9
2016-05-23 11:00:00,64.8,383.92,129.43,185.425,39.025
2016-05-23 12:00:00,62.64,383.36,111.67,200.525,36.95
2016-05-23 13:00:00,62.79,356.06,116.68,215.875,51.85
2016-05-23 14:00:00,60.95,355.27,112.5,208.925,55.725
2016-05-23 15:00:00,60.86,393.01,104.28,210.575,54.025
2016-05-23 16:00:00,62.26,386.51,89.16,213.6,54.075
2016-05-23 17:00:00,55.61,333.33,67.56,203.775,52.75
2016-05-23 18:00:00,54.65,306.08,45.71,200.25,49.75
2016-05-23 19:00:00,56.09,300.6,34.12,200.85,48.95
2016-05-23 20:00:00,59.4,276.81,28.0,193.225,44.45
2016-05-23 21:00:00,60.08,271.42,26.58,198.3,27.725
2016-05-23 22:00:00,48.05,245.06,17.6,196.85,27.875
2016-05-23 23:00:00,44.45,202.02,15.84,192.725,20.7
2016-05-24 00:00:00,38.22,251.65,15.96,71.625,18.925
2016-05-24 01:00:00,35.65,259.28,15.76,49.7,17.925
2016-05-24 02:00:00,38.09,242.73,15.87,47.45,18.625
2016-05-24 03:00:00,36.09,239.68,16.84,147.9,18.5
2016-05-24 04:00:00,34.58,247.5,36.4,165.05,37.225
2016-05-24 05:00:00,39.4,251.74,16.51,121.1,50.85
2016-05-24 06:00:00,52.71,268.54,17.69,115.1,49.475
2016-05-24 07:00:00,59.33,285.11,55.85,135.075,47.775
2016-05-24 08:00:00,63.42,311.79,46.04,181.875,43.475
2016-05-24 09:00:00,66.94,331.38,65.66,192.1,51.275
2016-05-24 10:00:00,66.46,349.3,89.93,194.475,54.025
2016-05-24 11:00:00,67.09,392.96,100.6,196.7,38.975
2016-05-24 12:00:00,67.4,348.36,111.19,201.2,32.175
2016-05-24 13:00:00,65.66,349.27,115.5,204.95,28.775
2016-05-24 14:00:00,64.56,380.2,110.52,207.225,30.6
2016-05-24 15:00:00,65.24,390.85,102.79,205.0,31.025
2016-05-24 16:00:00,63.43,344.73,89.98,212.375,30.325
2016-05-24 17:00:00,56.72,329.74,66.74,202.5,30.0
2016-05-24 18:00:00,55.21,301.69,45.55,197.2,28.0
2016-05-24 19:00:00,57.79,285.24,33.66,200.475,26.5
2016-05-24 20:00:00,61.32,279.33,28.86,194.075,26.875
2016-05-24 21:00:00,60.81,277.26,26.37,197.65,27.825
2016-05-24 22:00:00,49.51,245.47,17.52,193.7,25.275
2016-05-24 23:00:00,45.05,202.27,16.04,189.025,18.65
2016-05-25 00:00:00,38.79,252.48,15.92,70.775,18.925
2016-05-25 01:00:00,37.24,267.04,15.83,49.075,18.5
2016-05-25 02:00:00,36.55,251.1,15.95,48.95,17.15
2016-05-25 03:00:00,35.81,236.89,15.94,148.95,23.85
2016-05-25 04:00:00,34.86,255.01,32.02,167.725,44.925
2016-05-25 05:00:00,38.23,246.75,16.56,124.275,54.925
2016-05-25 06:00:00,52.58,262.88,18.23,117.275,47.975
2016-05-25 07:00:00,57.66,277.97,45.69,125.1,47.95
2016-05-25 08:00:00,62.25,363.72,47.04,189.45,50.25
2016-05-25 09:00:00,66.76,384.61,61.66,195.425,46.875
2016-05-25 10:00:00,65.62,355.67,87.43,207.025,28.45
2016-05-25 11:00:00,67.78,352.42,102.48,202.375,26.925
2016-05-25 12:00:00,66.72,350.53,172.58,213.225,27.375
2016-05-25 13:00:00,67.44,354.99,185.77,204.55,28.8
2016-05-25 14:00:00,66.84,388.15,185.31,206.775,27.775
2016-05-25 15:00:00,67.52,354.14,152.64,207.975,27.025
2016-05-25 16:00:00,66.41,346.24,91.15,221.85,27.1
2016-05-25 17:00:00,58.01,328.57,74.02,202.875,25.625
2016-05-25 18:00:00,54.35,296.29,55.62,203.75,23.55
2016-05-25 19:00:00,55.85,269.36,40.48,208.275,23.35
2016-05-25 20:00:00,60.32,265.39,32.43,203.05,23.7
2016-05-25 21:00:00,60.92,259.89,27.48,208.6,24.5
2016-05-25 22:00:00,47.42,234.19,17.74,204.875,26.825
2016-05-25 23:00:00,42.05,193.84,16.05,209.7,19.425
2016-05-26 00:00:00,35.82,243.19,15.9,80.275,17.65
2016-05-26 01:00:00,33.91,252.91,15.94,53.975,17.7
2016-05-26 02:00:00,34.17,240.13,15.83,49.55,17.675
2016-05-26 03:00:00,34.22,235.13,25.58,182.425,17.95
2016-05-26 04:00:00,33.7,248.43,31.86,198.625,32.775
2016-05-26 05:00:00,37.08,251.69,16.02,202.95,52.4
2016-05-26 06:00:00,51.34,263.74,17.92,183.85,52.475
2016-05-26 07:00:00,56.92,299.66,81.67,157.375,51.225
2016-05-26 08:00:00,62.54,309.17,127.15,209.8,42.95
2016-05-26 09:00:00,65.0,352.27,151.84,207.175,26.4
2016-05-26 10:00:00,64.87,336.07,172.04,212.05,28.625
2016-05-26 11:00:00,65.99,342.59,188.71,210.6,28.25
2016-05-26 12:00:00,66.31,341.38,197.46,213.825,29.95
2016-05-26 13:00:00,67.83,342.05,201.72,213.05,29.3
2016-05-26 14:00:00,70.19,352.47,126.51,213.675,28.55
2016-05-26 15:00:00,68.46,390.01,183.72,214.25,30.575
2016-05-26 16:00:00,66.93,362.97,103.56,216.2,30.225
2016-05-26 17:00:00,59.68,319.65,68.78,213.8,26.75
2016-05-26 18:00:00,55.27,295.62,46.84,221.35,24.975
2016-05-26 19:00:00,56.92,280.68,35.03,216.025,24.325
2016-05-26 20:00:00,59.71,267.4,29.96,210.825,25.025
2016-05-26 21:00:00,60.32,262.29,26.83,215.875,26.325
2016-05-26 22:00:00,46.44,239.05,18.77,215.3,28.075
2016-05-26 23:00:00,42.5,195.73,16.06,213.225,19.925
2016-05-27 00:00:00,36.46,155.48,12.22,76.675,19.625
2016-05-27 01:00:00,34.4,213.67,16.5,51.2,18.725
2016-05-27 02:00:00,34.74,207.57,15.86,48.925,18.8
2016-05-27 03:00:00,33.79,211.17,15.96,193.475,26.675
2016-05-27 04:00:00,33.85,248.07,30.13,218.925,48.4
2016-05-27 05:00:00,38.47,255.86,15.99,218.925,63.175
2016-05-27 06:00:00,52.12,278.72,17.73,212.425,33.2
2016-05-27 07:00:00,57.18,290.45,28.7,207.375,25.075
2016-05-27 08:00:00,62.18,321.64,46.68,210.175,27.4
2016-05-27 09:00:00,65.17,342.57,63.82,218.175,27.2
2016-05-27 10:00:00,64.61,354.33,86.9,222.175,28.225
2016-05-27 11:00:00,69.55,370.86,155.92,240.0,28.4
2016-05-27 12:00:00,67.81,374.65,163.02,251.2,29.0
2016-05-27 13:00:00,69.74,356.8,205.42,253.45,27.7
2016-05-27 14:00:00,68.39,355.44,205.24,237.725,27.6
2016-05-27 15:00:00,69.83,350.26,198.1,228.325,27.675
2016-05-27 16:00:00,68.62,342.42,185.85,224.175,25.975
2016-05-27 17:00:00,61.35,321.75,166.8,226.65,25.15
2016-05-27 18:00:00,58.61,288.97,144.92,228.65,27.1
2016-05-27 19:00:00,59.61,270.8,47.59,229.2,26.55
2016-05-27 20:00:00,60.2,268.36,37.42,223.4,30.225
2016-05-27 21:00:00,61.68,263.21,31.21,230.575,29.3
2016-05-27 22:00:00,50.75,241.29,19.63,229.1,29.65
2016-05-27 23:00:00,47.07,197.85,15.92,220.325,21.775
2016-05-28 00:00:00,44.24,173.93,15.79,76.275,19.725
2016-05-28 01:00:00,43.94,167.76,15.57,48.675,20.05
2016-05-28 02:00:00,44.25,168.08,15.87,45.45,19.4
2016-05-28 03:00:00,44.28,174.07,15.91,196.525,20.5
2016-05-28 04:00:00,44.29,203.6,15.76,219.95,20.1
2016-05-28 05:00:00,50.66,251.41,15.86,220.15,26.75
2016-05-28 06:00:00,51.28,249.4,17.55,210.95,25.525
2016-05-28 07:00:00,50.7,264.67,28.7,208.775,26.775
2016-05-28 08:00:00,50.74,268.98,44.98,216.75,25.525
2016-05-28 09:00:00,51.5,282.05,69.69,217.65,25.075
2016-05-28 10:00:00,60.14,291.24,93.36,230.15,24.6
2016-05-28 11:00:00,65.7,289.44,116.19,231.275,25.175
2016-05-28 12:00:00,66.1,287.71,125.59,227.825,27.875
2016-05-28 13:00:00,64.19,293.2,131.94,231.35,28.4
2016-05-28 14:00:00,63.29,294.81,133.24,229.1,28.7
2016-05-28 15:00:00,63.33,291.81,124.12,228.1,27.65
2016-05-28 16:00:00,62.24,291.48,110.76,222.275,26.625
2016-05-28 17:00:00,58.69,287.29,88.3,225.35,27.85
2016-05-28 18:00:00,56.46,286.41,68.92,228.575,27.425
2016-05-28 19:00:00,57.4,285.35,52.62,229.25,28.1
2016-05-28 20:00:00,59.02,280.43,42.75,224.1,25.45
2016-05-28 21:00:00,59.4,270.27,38.61,229.6,28.075
2016-05-28 22:00:00,48.76,247.04,21.87,229.45,28.85
2016-05-28 23:00:00,45.93,194.38,16.16,228.675,21.225
2016-05-29 00:00:00,43.69,176.13,15.97,76.15,20.9
2016-05-29 01:00:00,43.17,173.57,15.94,46.275,20.375
2016-05-29 02:00:00,43.49,171.64,16.85,50.975,18.95
2016-05-29 03:00:00,43.53,176.3,16.0,204.3,18.65
2016-05-29 04:00:00,43.42,206.62,15.99,232.55,19.75
2016-05-29 05:00:00,43.13,265.96,15.96,234.575,28.7
2016-05-29 06:00:00,48.28,264.63,17.61,226.0,26.425
2016-05-29 07:00:00,50.44,263.22,29.12,226.3,26.675
2016-05-29 08:00:00,50.16,271.86,52.26,227.425,25.825
2016-05-29 09:00:00,49.81,273.79,75.16,230.075,27.525
2016-05-29 10:00:00,55.5,279.31,98.8,244.15,26.0
2016-05-29 11:00:00,57.8,276.25,117.82,241.95,35.35
2016-05-29 12:00:00,57.3,281.14,127.42,247.7,56.625
2016-05-29 13:00:00,56.65,286.14,132.61,248.275,54.875
2016-05-29 14:00:00,56.56,289.32,132.15,236.075,54.825
2016-05-29 15:00:00,56.3,286.55,125.36,232.25,51.825
2016-05-29 16:00:00,55.94,280.69,113.07,223.075,53.825
2016-05-29 17:00:00,45.06,283.09,92.91,214.85,54.2
2016-05-29 18:00:00,41.45,281.75,71.27,216.875,46.175
2016-05-29 19:00:00,42.44,278.4,52.42,220.35,48.05
2016-05-29 20:00:00,44.42,278.35,44.12,220.925,47.4
2016-05-29 21:00:00,44.7,263.13,37.58,222.6,49.9
2016-05-29 22:00:00,45.48,239.43,20.46,222.275,47.9
2016-05-29 23:00:00,46.72,193.28,16.34,228.35,48.875
2016-05-30 00:00:00,33.01,133.9,12.58,75.3,46.3
2016-05-30 01:00:00,43.27,171.41,15.96,48.375,47.1
2016-05-30 02:00:00,43.44,171.24,16.01,45.8,47.05
2016-05-30 03:00:00,43.88,170.19,16.01,43.975,53.225
2016-05-30 04:00:00,43.61,169.96,16.94,44.725,55.2
2016-05-30 05:00:00,32.35,124.81,11.91,42.125,60.575
2016-05-30 06:00:00,41.66,174.52,17.68,37.45,56.425
2016-05-30 07:00:00,41.17,223.18,29.4,36.85,56.425
2016-05-30 08:00:00,41.41,251.55,47.43,35.5,52.925
2016-05-30 09:00:00,40.9,251.44,70.82,34.7,52.5
2016-05-30 10:00:00,40.8,263.3,90.74,34.7,52.55
2016-05-30 11:00:00,39.23,264.32,109.11,33.25,52.575
2016-05-30 12:00:00,38.93,265.27,119.57,34.05,51.775
2016-05-30 13:00:00,38.79,275.88,125.86,33.175,52.8
2016-05-30 14:00:00,38.5,260.74,120.94,38.925,53.525
2016-05-30 15:00:00,38.83,259.74,110.3,34.725,51.3
2016-05-30 16:00:00,38.41,260.25,98.84,35.125,50.65
2016-05-30 17:00:00,38.03,261.64,77.47,36.7,51.875
2016-05-30 18:00:00,38.58,260.62,55.16,43.75,51.075
2016-05-30 19:00:00,39.41,260.43,40.31,38.275,52.6
2016-05-30 20:00:00,41.01,250.36,33.95,37.15,51.6
2016-05-30 21:00:00,42.46,203.05,28.24,47.0,54.2
2016-05-30 22:00:00,42.87,185.87,17.94,46.75,54.15
2016-05-30 23:00:00,42.93,181.31,15.87,46.575,47.175
2016-05-31 00:00:00,42.83,181.94,15.94,50.925,46.7
2016-05-31 01:00:00,43.12,181.51,15.91,46.0,45.875
2016-05-31 02:00:00,43.11,180.17,15.76,45.125,46.15
2016-05-31 03:00:00,43.29,185.77,16.92,45.525,45.6
2016-05-31 04:00:00,43.2,225.32,80.32,44.75,47.2
2016-05-31 05:00:00,42.79,277.66,37.29,42.9,57.65
2016-05-31 06:00:00,54.85,301.14,17.55,90.25,56.0
2016-05-31 07:00:00,62.72,325.23,91.05,200.95,41.8
2016-05-31 08:00:00,63.36,365.63,137.61,200.925,27.725
2016-05-31 09:00:00,65.63,349.39,162.17,203.65,29.175
2016-05-31 10:00:00,62.97,372.04,188.81,207.35,30.125
2016-05-31 11:00:00,61.15,407.51,204.44,210.35,33.05
2016-05-31 12:00:00,59.23,378.16,214.19,221.325,31.425
2016-05-31 13:00:00,59.45,427.19,216.9,232.2,30.525
2016-05-31 14:00:00,58.59,419.37,212.32,224.45,31.825
2016-05-31 15:00:00,58.09,395.47,203.53,226.275,31.825
2016-05-31 16:00:00,57.2,374.16,190.35,220.1,29.925
2016-05-31 17:00:00,53.38,365.32,176.33,79.4,28.7
2016-05-31 18:00:00,53.34,356.18,135.76,52.95,26.85
2016-05-31 19:00:00,54.69,355.57,67.15,55.875,27.55
2016-05-31 20:00:00,57.17,318.02,56.72,55.25,27.725
2016-05-31 21:00:00,59.35,307.34,44.88,63.15,29.125
2016-05-31 22:00:00,45.57,273.55,22.18,64.3,29.9
2016-05-31 23:00:00,41.45,216.86,16.05,62.725,21.875
2016-06-01 00:00:00,40.84,194.61,15.99,63.65,20.4
2016-06-01 01:00:00,40.72,189.91,15.95,62.175,20.7
2016-06-01 02:00:00,41.13,186.83,15.88,61.975,20.7
2016-06-01 03:00:00,40.45,189.25,15.94,61.4,28.15
2016-06-01 04:00:00,40.35,229.57,46.9,62.0,49.425
2016-06-01 05:00:00,39.3,281.28,16.05,59.2,62.275
2016-06-01 06:00:00,51.23,314.12,29.37,89.95,57.15
2016-06-01 07:00:00,58.75,381.42,97.92,202.55,43.625
2016-06-01 08:00:00,59.82,390.06,80.88,199.275,29.05
2016-06-01 09:00:00,60.09,357.57,87.4,196.1,32.525
2016-06-01 10:00:00,59.9,367.53,110.0,196.8,33.625
2016-06-01 11:00:00,59.42,377.31,183.02,199.75,33.375
2016-06-01 12:00:00,59.43,374.62,216.79,212.25,41.125
2016-06-01 13:00:00,60.83,379.05,217.4,214.1,60.9
2016-06-01 14:00:00,60.62,427.63,214.16,224.125,59.925
2016-06-01 15:00:00,58.97,407.5,207.65,226.625,58.05
2016-06-01 16:00:00,58.98,365.89,196.08,228.45,59.6
2016-06-01 17:00:00,54.76,350.58,179.75,63.0333,57.5667
2016-06-01 18:00:00,53.52,349.16,165.84,37.45,56.275
2016-06-01 19:00:00,54.86,292.33,161.0,40.05,55.375
2016-06-01 20:00:00,56.26,296.8,158.14,39.875,57.425
2016-06-01 21:00:00,56.39,284.24,148.85,47.525,56.775
2016-06-01 22:00:00,43.59,256.37,36.98,52.55,58.45
2016-06-01 23:00:00,40.23,201.38,17.54,47.875,51.575
2016-06-02 00:00:00,39.64,138.5,13.02,47.8,46.95
2016-06-02 01:00:00,40.72,133.12,12.92,46.225,46.575
2016-06-02 02:00:00,41.44,171.78,17.32,45.35,47.775
2016-06-02 03:00:00,40.95,178.28,17.27,46.725,47.475
2016-06-02 04:00:00,40.01,217.08,91.7,46.675,50.3
2016-06-02 05:00:00,38.93,271.21,66.15,44.65,58.275
2016-06-02 06:00:00,51.31,294.24,102.71,97.15,49.425
2016-06-02 07:00:00,57.15,333.2,128.24,217.375,30.075
2016-06-02 08:00:00,58.84,324.26,154.82,213.575,30.35
2016-06-02 09:00:00,59.44,339.5,187.5,208.75,31.775
2016-06-02 10:00:00,60.04,345.92,206.5,215.625,32.5
2016-06-02 11:00:00,59.25,365.25,214.11,220.35,33.375
2016-06-02 12:00:00,59.72,376.58,191.44,231.625,31.525
2016-06-02 13:00:00,58.45,375.79,218.45,221.425,32.1
2016-06-02 14:00:00,59.58,376.12,215.97,221.125,31.7
2016-06-02 15:00:00,59.43,414.25,220.24,228.75,32.4
2016-06-02 16:00:00,58.0,378.85,209.48,223.175,30.575
2016-06-02 17:00:00,52.67,352.91,193.18,79.05,28.25
2016-06-02 18:00:00,52.77,338.73,179.38,41.425,28.55
2016-06-02 19:00:00,53.75,323.05,171.01,42.55,26.925
2016-06-02 20:00:00,55.44,316.07,161.19,39.175,26.525
2016-06-02 21:00:00,56.27,301.14,87.23,48.05,27.65
2016-06-02 22:00:00,44.65,265.7,29.16,47.975,27.4
2016-06-02 23:00:00,39.57,208.62,17.8,46.975,21.7
2016-06-03 00:00:00,38.72,190.4,17.77,46.125,17.95
2016-06-03 01:00:00,39.01,182.24,17.79,46.575,17.525
2016-06-03 02:00:00,40.06,181.66,17.64,45.825,18.1
2016-06-03 03:00:00,41.02,188.18,31.55,45.125,25.275
2016-06-03 04:00:00,39.51,224.02,95.49,45.85,26.375
2016-06-03 05:00:00,38.8,278.74,38.7,45.325,33.225
2016-06-03 06:00:00,50.83,305.63,31.27,101.75,27.175
2016-06-03 07:00:00,56.99,348.95,89.67,223.25,26.85
2016-06-03 08:00:00,58.65,376.36,160.99,233.4,25.275
2016-06-03 09:00:00,58.36,397.56,189.92,246.5,29.175
2016-06-03 10:00:00,59.23,387.44,207.48,229.35,31.55
2016-06-03 11:00:00,58.72,378.38,214.64,232.075,32.575
2016-06-03 12:00:00,58.27,387.0,219.9,232.725,28.175
2016-06-03 13:00:00,58.05,383.44,230.2,231.975,30.175
2016-06-03 14:00:00,58.52,405.23,230.78,228.6,29.25
2016-06-03 15:00:00,58.89,413.85,223.84,229.275,29.175
2016-06-03 16:00:00,58.27,427.83,212.48,227.65,30.525
2016-06-03 17:00:00,53.53,366.22,197.05,80.775,29.125
2016-06-03 18:00:00,52.07,379.02,183.69,47.975,30.2
2016-06-03 19:00:00,53.19,322.49,177.45,50.6,28.7
2016-06-03 20:00:00,54.92,320.84,140.06,51.7,29.2
2016-06-03 21:00:00,55.52,300.43,106.47,57.1,30.075
2016-06-03 22:00:00,45.84,238.35,35.68,56.15,31.225
2016-06-03 23:00:00,42.17,0.0,18.14,56.775,24.05
2016-06-04 00:00:00,37.99,0.0,17.9,61.375,20.95
2016-06-04 01:00:00,37.65,0.0,17.91,56.95,21.625
2016-06-04 02:00:00,37.87,0.0,17.79,56.5,21.875
2016-06-04 03:00:00,38.43,0.0,17.8,56.325,21.025
2016-06-04 04:00:00,37.79,0.0,17.61,55.875,20.8
2016-06-04 05:00:00,45.82,0.0,43.13,54.5,28.725
2016-06-04 06:00:00,45.07,0.0,127.93,49.325,27.975
2016-06-04 07:00:00,43.7,0.0,144.45,50.275,28.775
2016-06-04 08:00:00,43.37,0.0,171.57,49.025,28.1
2016-06-04 09:00:00,43.34,0.0,197.75,49.625,27.55
2016-06-04 10:00:00,50.37,0.0,211.53,49.1,29.425
2016-06-04 11:00:00,52.46,0.0,217.62,54.2,32.65
2016-06-04 12:00:00,52.6,0.0,231.96,49.275,33.95
2016-06-04 13:00:00,52.26,0.0,234.22,48.725,29.7
2016-06-04 14:00:00,52.22,0.0,230.86,52.025,30.425
2016-06-04 15:00:00,52.69,0.0,230.33,53.325,28.85
2016-06-04 16:00:00,52.36,0.0,221.38,56.325,28.975
2016-06-04 17:00:00,52.29,0.0,204.08,54.7,29.175
2016-06-04 18:00:00,52.61,0.0,190.5,55.625,31.675
2016-06-04 19:00:00,53.36,0.0,110.62,55.175,30.25
2016-06-04 20:00:00,54.57,0.0,100.16,53.75,30.8
2016-06-04 21:00:00,55.26,0.0,83.92,59.4,30.3
2016-06-04 22:00:00,44.02,0.0,32.68,58.775,33.225
2016-06-04 23:00:00,40.06,0.0,17.08,57.75,25.125
2016-06-05 00:00:00,37.78,0.0,16.69,58.15,23.15
2016-06-05 01:00:00,37.5,0.0,16.57,57.25,22.775
2016-06-05 02:00:00,37.88,0.0,16.46,58.15,21.75
2016-06-05 03:00:00,37.98,0.0,16.21,56.05,22.425
2016-06-05 04:00:00,39.62,0.0,16.09,56.5,22.675
2016-06-05 05:00:00,39.26,0.0,15.97,55.575,30.125
2016-06-05 06:00:00,44.21,0.0,36.35,49.975,31.725
2016-06-05 07:00:00,46.41,0.0,72.91,50.275,30.6
2016-06-05 08:00:00,44.11,0.0,164.59,55.525,29.875
2016-06-05 09:00:00,43.62,0.0,188.87,49.7,32.225
2016-06-05 10:00:00,49.81,0.0,195.44,50.075,31.4
2016-06-05 11:00:00,52.41,0.0,215.67,51.075,31.075
2016-06-05 12:00:00,52.38,0.0,218.97,50.075,29.6
2016-06-05 13:00:00,52.03,0.0,218.76,48.925,28.9
2016-06-05 14:00:00,52.52,0.0,218.21,50.55,28.6
2016-06-05 15:00:00,52.17,0.0,222.37,49.075,27.8
2016-06-05 16:00:00,53.06,0.0,210.52,49.5,29.6
2016-06-05 17:00:00,40.97,0.0,195.23,49.6,30.55
2016-06-05 18:00:00,37.76,0.0,181.27,49.95,20.225
2016-06-05 19:00:00,38.89,0.0,176.91,52.8,20.175
2016-06-05 20:00:00,40.34,0.0,174.69,52.7,21.725
2016-06-05 21:00:00,40.59,0.0,105.78,56.15,22.25
2016-06-05 22:00:00,40.15,0.0,36.58,58.125,22.975
2016-06-05 23:00:00,40.13,0.0,18.09,59.3,22.05
2016-06-06 00:00:00,38.15,0.0,20.09,56.1,22.225
2016-06-06 01:00:00,37.55,0.0,17.05,56.45,21.65
