timestamp,Panther_office_Catherine,Panther_office_Lauretta,Panther_office_Karla,Panther_office_Ruthie,Panther_office_Shauna,Panther_office_Clementine,Robin_office_Serena,Fox_office_Brandy,Rat_office_Loyd
2016-04-24 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.6,10.49,35.14
2016-04-24 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,19.9,10.4,33.54
2016-04-24 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.39,33.53
2016-04-24 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.1,11.36,34.89
2016-04-24 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,21.5,10.55,35.9
2016-04-24 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.5,10.55,36.46
2016-04-24 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.5,10.66,36.12
2016-04-24 08:00:00,0.0,0.0,0.0,0.0,0.0,14.1627,24.5,11.1,34.68
2016-04-24 09:00:00,0.0,0.0,0.0,0.0,0.0,14.6428,26.0,16.74,33.15
2016-04-24 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.9,16.18,34.55
2016-04-24 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.1,15.92,36.07
2016-04-24 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.8,18.78,34.66
2016-04-24 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.6,22.31,36.13
2016-04-24 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.8,17.94,37.4
2016-04-24 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.1,13.97,37.27
2016-04-24 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.9,12.37,40.17
2016-04-24 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.5,11.66,40.36
2016-04-24 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.7,11.66,35.52
2016-04-24 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,21.5,10.82,36.36
2016-04-24 20:00:00,0.0,0.0,0.0,0.0,0.0,13.6826,21.1,11.54,34.25
2016-04-24 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.8,10.55,39.6
2016-04-24 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.8,10.5,39.16
2016-04-24 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.4,10.55,44.63
2016-04-25 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,22.9,11.44,39.53
2016-04-25 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,21.5,10.45,35.85
2016-04-25 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,21.5,10.45,31.42
2016-04-25 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,21.4,10.56,33.72
2016-04-25 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.5,10.97,36.49
2016-04-25 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,37.1,10.62,35.7
2016-04-25 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.3,26.49,38.51
2016-04-25 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.2,36.89,47.35
2016-04-25 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,55.5,43.17,58.52
2016-04-25 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,60.9,42.64,59.44
2016-04-25 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,63.7,45.38,61.58
2016-04-25 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,60.8,44.58,63.57
2016-04-25 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,62.6,46.9,69.1
2016-04-25 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,62.3,44.02,72.45
2016-04-25 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,63.0,46.24,73.12
2016-04-25 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.9,40.98,71.94
2016-04-25 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,58.5,42.79,69.0
2016-04-25 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,45.9,35.8,64.29
2016-04-25 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,35.6,28.95,63.78
2016-04-25 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.11,60.42
2016-04-25 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.2,11.01,57.82
2016-04-25 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.3,13.41,56.97
2016-04-25 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.5,15.6,53.57
2016-04-25 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.4,11.14,53.8
2016-04-26 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.2,10.49,46.62
2016-04-26 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.3,10.59,43.96
2016-04-26 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.3,9.9,40.51
2016-04-26 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,23.4,9.84,39.56
2016-04-26 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.6,10.76,38.08
2016-04-26 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.3,9.99,39.98
2016-04-26 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.0,18.55,41.31
2016-04-26 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.2,26.2,52.45
2016-04-26 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,49.7,32.34,68.2
2016-04-26 09:00:00,0.0,0.0,0.0,0.0,0.0,19.4438,53.6,35.12,70.99
2016-04-26 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,54.5,36.62,76.82
2016-04-26 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,56.0,40.91,77.53
2016-04-26 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,56.7,44.66,80.13
2016-04-26 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,57.7,45.57,77.95
2016-04-26 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,56.9,46.33,81.21
2016-04-26 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,56.3,44.77,81.65
2016-04-26 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,53.6,43.71,81.67
2016-04-26 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.9,38.57,72.79
2016-04-26 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.6,30.79,69.52
2016-04-26 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.4,16.9,62.71
2016-04-26 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.08,46.29
2016-04-26 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.9,10.85,49.97
2016-04-26 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.0,10.54,54.66
2016-04-26 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.1,10.9,55.89
2016-04-27 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.4,11.06,52.63
2016-04-27 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.1,10.26,47.58
2016-04-27 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.9,14.85,46.41
2016-04-27 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.3,15.76,41.94
2016-04-27 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.8,11.55,36.54
2016-04-27 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,40.5,12.21,37.15
2016-04-27 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.0,18.44,39.35
2016-04-27 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.7,25.91,49.31
2016-04-27 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,59.7,37.26,65.55
2016-04-27 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.3,37.95,67.73
2016-04-27 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.5,42.37,71.98
2016-04-27 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.7,42.56,77.41
2016-04-27 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.4,42.99,72.55
2016-04-27 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.0,41.93,74.25
2016-04-27 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,63.9,44.65,75.09
2016-04-27 15:00:00,0.0,0.0,0.0,0.0,0.0,17.0433,60.9,44.0,73.74
2016-04-27 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,58.8,42.3,68.78
2016-04-27 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,49.0,39.27,58.2
2016-04-27 18:00:00,0.0,0.0,0.0,0.0,0.0,0.9822,43.0,32.67,55.41
2016-04-27 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,41.0,19.27,53.73
2016-04-27 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.6,10.96,50.44
2016-04-27 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.2,10.56,47.9
2016-04-27 22:00:00,0.0,0.0,0.0,0.0,0.0,13.6826,31.5,10.4,50.01
2016-04-27 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.6,14.16,46.98
2016-04-28 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.5,16.64,44.88
2016-04-28 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.3,13.41,36.77
2016-04-28 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.6,12.58,38.4
2016-04-28 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.7,12.25,38.26
2016-04-28 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.2,11.36,39.49
2016-04-28 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.9,11.24,38.9
2016-04-28 06:00:00,0.0,0.0,0.0,0.0,0.0,12.7224,45.8,21.51,38.84
2016-04-28 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,51.3,27.33,49.86
2016-04-28 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,57.6,31.46,63.85
2016-04-28 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,62.4,36.41,68.1
2016-04-28 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.0,40.86,68.66
2016-04-28 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.4,42.66,77.45
2016-04-28 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.3,42.95,74.63
2016-04-28 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.0,42.32,71.96
2016-04-28 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,63.0,42.43,72.73
2016-04-28 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.9,41.9,69.91
2016-04-28 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,56.7,39.48,66.42
2016-04-28 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.2,35.0,57.96
2016-04-28 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.5,28.53,58.67
2016-04-28 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.6,15.55,55.44
2016-04-28 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.4,10.39,51.81
2016-04-28 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.2,10.18,49.93
2016-04-28 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.7,11.14,48.88
2016-04-28 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.0,15.76,43.84
2016-04-29 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.6,14.83,41.15
2016-04-29 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.7,14.95,38.05
2016-04-29 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.0,12.54,36.71
2016-04-29 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.9,11.7,39.55
2016-04-29 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.9,11.65,39.26
2016-04-29 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.1,12.77,40.66
2016-04-29 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.9,18.83,40.47
2016-04-29 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.5,24.44,49.6
2016-04-29 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,56.0,31.88,60.24
2016-04-29 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,60.3,36.15,66.02
2016-04-29 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.5,37.55,69.74
2016-04-29 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.2,38.81,75.7
2016-04-29 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,63.3,39.32,76.87
2016-04-29 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,64.1,40.01,69.79
2016-04-29 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.2,39.76,68.98
2016-04-29 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,57.3,40.62,65.35
2016-04-29 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,55.5,40.0,62.54
2016-04-29 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.3,34.51,56.54
2016-04-29 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,35.0,32.33,57.3
2016-04-29 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.6,17.25,55.58
2016-04-29 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.2,16.33,51.52
2016-04-29 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.3,12.87,51.21
2016-04-29 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.9,12.27,50.3
2016-04-29 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.2,11.24,47.94
2016-04-30 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.4,12.14,42.99
2016-04-30 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.1,11.18,40.24
2016-04-30 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.2,11.16,38.68
2016-04-30 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.0,11.43,41.31
2016-04-30 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.2,12.36,41.22
2016-04-30 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.2,11.29,42.08
2016-04-30 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.3,11.26,41.93
2016-04-30 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.2,12.06,41.58
2016-04-30 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.0,11.52,41.11
2016-04-30 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.1,11.57,39.7
2016-04-30 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.9,11.44,41.01
2016-04-30 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.3,12.34,41.06
2016-04-30 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.47,39.48
2016-04-30 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.2,11.61,42.76
2016-04-30 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.59,42.17
2016-04-30 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.6,12.18,41.02
2016-04-30 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.6,11.2,41.37
2016-04-30 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.1,11.43,40.15
2016-04-30 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.1,11.5,43.7
2016-04-30 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.6,11.7,41.44
2016-04-30 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.5,11.27,41.9
2016-04-30 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.9,11.45,42.08
2016-04-30 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.5,12.21,44.62
2016-04-30 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.8,11.25,44.76
2016-05-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.2,11.51,41.58
2016-05-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.8,11.6,39.23
2016-05-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.3,11.89,38.62
2016-05-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.0,11.38,39.98
2016-05-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.1,11.22,41.34
2016-05-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.1,12.18,41.29
2016-05-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.5,11.34,42.66
2016-05-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.2,11.14,41.36
2016-05-01 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.5,12.2,39.81
2016-05-01 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.2,11.46,38.92
2016-05-01 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.5,11.34,38.89
2016-05-01 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.6,11.71,40.12
2016-05-01 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.7,12.39,39.78
2016-05-01 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.58,40.8
2016-05-01 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.7,11.7,38.03
2016-05-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.7,11.78,40.46
2016-05-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.4,11.62,38.7
2016-05-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,31.4,11.46,41.84
2016-05-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.2,14.09,41.44
2016-05-01 19:00:00,103.161,353.7367,65.3548,237.9737,214.528,116.0561,28.2,11.87,42.96
2016-05-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.2,11.53,41.31
2016-05-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.6,11.29,42.22
2016-05-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.2,11.22,47.15
2016-05-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.0,12.08,44.46
2016-05-02 00:00:00,0.0,0.0,0.0,0.0,0.0,12.2424,27.8,11.26,39.79
2016-05-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.3,11.25,39.72
2016-05-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.2,11.32,39.57
2016-05-02 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.3,5.79,40.08
2016-05-02 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.2,11.45,42.18
2016-05-02 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.4,11.62,41.73
2016-05-02 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.7,20.56,43.09
2016-05-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,32.2,27.97,51.5
2016-05-02 08:00:00,0.0,0.0,0.0,0.0,0.0,15.363,37.3,38.14,62.84
2016-05-02 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.5,41.3,64.46
2016-05-02 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.5,43.18,64.23
2016-05-02 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.5,44.73,63.62
2016-05-02 12:00:00,0.0,0.0,0.0,0.0,0.0,17.2833,38.1,47.2,67.26
2016-05-02 13:00:00,0.0,0.0,0.0,0.0,0.0,18.7236,36.9,46.33,64.96
2016-05-02 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.8,43.91,66.62
2016-05-02 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.8,42.98,66.47
2016-05-02 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.7,44.52,68.04
2016-05-02 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.9,41.81,60.5
2016-05-02 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.5,35.23,56.25
2016-05-02 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.7,20.89,52.89
2016-05-02 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.4,14.96,44.06
2016-05-02 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.6,13.46,43.68
2016-05-02 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.7,12.41,44.15
2016-05-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.5,12.78,48.74
2016-05-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.5,12.04,42.66
2016-05-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.9,12.09,40.32
2016-05-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.5,12.0,36.28
2016-05-03 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,27.6,12.86,36.95
2016-05-03 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.2,11.84,39.48
2016-05-03 05:00:00,0.0,0.0,0.0,0.0,0.0,10.8021,37.3,11.96,41.11
2016-05-03 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.0,23.55,43.67
2016-05-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,48.8,33.69,49.28
2016-05-03 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.7,42.84,64.47
2016-05-03 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.3,45.98,70.68
2016-05-03 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,63.8,48.76,74.56
2016-05-03 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.3,49.03,72.22
2016-05-03 12:00:00,0.0,0.0,0.0,0.0,0.0,2.0804,72.6,50.53,75.57
2016-05-03 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,69.8,47.79,78.7
2016-05-03 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,69.0,49.13,79.26
2016-05-03 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.4,50.17,77.26
2016-05-03 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,61.5,46.31,73.01
2016-05-03 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,44.6,45.84,61.63
2016-05-03 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,34.5,38.53,59.06
2016-05-03 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.1,22.24,57.33
2016-05-03 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,26.9,17.25,46.61
2016-05-03 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.2,12.37,45.37
2016-05-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.4,12.35,45.43
2016-05-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.1,11.54,47.44
2016-05-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,25.7,12.6,42.73
2016-05-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.3,11.75,40.63
2016-05-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.3,11.78,35.53
2016-05-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,24.2,12.46,38.55
2016-05-04 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.5,11.65,38.09
2016-05-04 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,39.8,11.96,38.48
2016-05-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,43.2,24.18,40.04
2016-05-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,46.9,34.35,49.72
2016-05-04 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.3,46.43,66.23
2016-05-04 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,70.6,52.45,68.56
2016-05-04 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,69.1,55.05,67.91
2016-05-04 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.7,56.77,70.53
2016-05-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,66.2,59.59,68.59
2016-05-04 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.7,63.19,67.71
2016-05-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.3,65.51,66.54
2016-05-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.9,63.96,64.43
2016-05-04 16:00:00,0.0,0.0,0.0,0.0,0.0,15.363,63.6,59.69,61.09
2016-05-04 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,49.7,53.06,58.23
2016-05-04 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,42.6,48.1,55.71
2016-05-04 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,36.1,25.92,51.97
2016-05-04 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.5,17.86,48.4
2016-05-04 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.4,17.34,49.43
2016-05-04 22:00:00,0.0,0.0,0.0,0.0,0.0,13.6826,27.6,13.65,45.44
2016-05-04 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.4,13.17,43.34
2016-05-05 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.3,13.89,38.69
2016-05-05 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.0,13.21,34.43
2016-05-05 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.1,13.22,32.29
2016-05-05 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,28.9,13.07,36.31
2016-05-05 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.8,14.01,35.52
2016-05-05 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,38.0,13.34,37.15
2016-05-05 06:00:00,0.0,0.0,0.0,0.0,0.0,12.0023,40.0,28.95,37.65
2016-05-05 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,43.7,35.38,54.11
2016-05-05 08:00:00,0.0,0.0,0.0,0.0,0.0,0.0,62.1,46.35,64.76
2016-05-05 09:00:00,0.0,0.0,0.0,0.0,0.0,0.0,70.4,48.64,72.37
2016-05-05 10:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.7,52.4,74.58
2016-05-05 11:00:00,0.0,0.0,0.0,0.0,0.0,0.0,68.2,55.65,75.0
2016-05-05 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,67.0,51.55,72.73
2016-05-05 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,65.9,57.91,78.78
2016-05-05 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,72.6,58.25,73.8
2016-05-05 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,68.2,56.68,71.01
2016-05-05 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,62.4,55.26,69.89
2016-05-05 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,50.9,52.49,62.61
2016-05-05 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,41.2,44.71,58.29
2016-05-05 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.6,23.84,53.35
