timestamp,Rat_public_Angle,Rat_public_Dalia,Rat_public_Lloyd,Cockatoo_public_Chiquita
2016-03-24 08:00:00,354.56,129.27,66.65,
2016-03-24 09:00:00,368.45,128.46,72.83,
2016-03-24 10:00:00,370.13,131.26,71.75,
2016-03-24 11:00:00,366.29,130.83,75.06,
2016-03-24 12:00:00,361.86,127.66,97.87,
2016-03-24 13:00:00,361.09,132.02,86.21,
2016-03-24 14:00:00,356.12,132.75,90.62,
2016-03-24 15:00:00,341.67,132.3,102.26,
2016-03-24 16:00:00,336.03,129.56,83.42,
2016-03-24 17:00:00,359.41,135.55,114.1,
2016-03-24 18:00:00,368.17,129.94,92.36,
2016-03-24 19:00:00,371.13,131.81,82.16,
2016-03-24 20:00:00,371.9,131.06,87.42,
2016-03-24 21:00:00,345.3,130.16,58.97,
2016-03-24 22:00:00,300.21,131.19,58.57,
2016-03-24 23:00:00,284.6,128.78,54.57,
2016-03-25 00:00:00,282.35,131.2,58.68,
2016-03-25 01:00:00,283.6,127.57,54.95,
2016-03-25 02:00:00,284.21,131.08,56.26,
2016-03-25 03:00:00,284.22,131.45,57.24,
2016-03-25 04:00:00,283.9,129.08,55.06,
2016-03-25 05:00:00,302.33,130.32,58.26,
2016-03-25 06:00:00,334.24,137.23,74.56,
2016-03-25 07:00:00,337.03,137.11,58.73,
2016-03-25 08:00:00,353.34,139.8,64.41,
2016-03-25 09:00:00,363.78,141.75,97.22,
2016-03-25 10:00:00,359.24,144.29,84.35,
2016-03-25 11:00:00,358.82,138.29,79.39,
2016-03-25 12:00:00,348.9,139.93,75.31,
2016-03-25 13:00:00,346.05,141.31,94.59,
2016-03-25 14:00:00,344.51,138.68,89.01,
2016-03-25 15:00:00,332.88,135.44,89.97,
2016-03-25 16:00:00,323.57,137.7,80.78,
2016-03-25 17:00:00,345.5,132.16,85.94,
2016-03-25 18:00:00,354.33,130.13,70.58,
2016-03-25 19:00:00,358.07,128.49,73.21,
2016-03-25 20:00:00,363.94,124.63,64.2,
2016-03-25 21:00:00,330.5,127.18,58.82,
2016-03-25 22:00:00,295.89,127.69,57.23,
2016-03-25 23:00:00,283.11,126.98,57.06,
2016-03-26 00:00:00,282.37,125.08,57.14,
2016-03-26 01:00:00,284.12,127.44,57.11,
2016-03-26 02:00:00,285.6,129.48,57.2,
2016-03-26 03:00:00,286.41,127.87,57.21,
2016-03-26 04:00:00,289.85,128.52,57.48,
2016-03-26 05:00:00,290.37,127.78,57.86,
2016-03-26 06:00:00,290.48,127.59,56.12,
2016-03-26 07:00:00,284.21,126.76,54.96,
2016-03-26 08:00:00,289.31,127.87,55.02,
2016-03-26 09:00:00,317.79,125.74,62.02,
2016-03-26 10:00:00,320.34,124.87,68.38,
2016-03-26 11:00:00,319.34,126.29,70.61,
2016-03-26 12:00:00,322.43,127.55,71.72,
2016-03-26 13:00:00,327.51,126.55,73.25,
2016-03-26 14:00:00,321.17,125.28,73.43,
2016-03-26 15:00:00,318.32,124.63,70.2,
2016-03-26 16:00:00,312.8,125.22,57.4,
2016-03-26 17:00:00,301.78,126.92,55.12,
2016-03-26 18:00:00,311.62,126.59,55.25,
2016-03-26 19:00:00,317.87,126.87,55.92,
2016-03-26 20:00:00,322.09,130.89,55.71,
2016-03-26 21:00:00,320.94,129.69,55.11,
2016-03-26 22:00:00,294.54,130.08,55.09,
2016-03-26 23:00:00,282.26,128.09,55.24,
2016-03-27 00:00:00,281.43,125.81,55.59,
2016-03-27 01:00:00,281.6,126.59,55.65,
2016-03-27 02:00:00,281.83,127.5,55.65,
2016-03-27 03:00:00,282.15,125.88,55.66,
2016-03-27 04:00:00,284.06,123.62,55.63,
2016-03-27 05:00:00,284.68,124.38,55.73,
2016-03-27 06:00:00,285.16,126.86,55.73,
2016-03-27 07:00:00,279.37,119.93,54.72,
2016-03-27 08:00:00,277.51,120.69,54.61,
2016-03-27 09:00:00,298.36,117.88,54.66,
2016-03-27 10:00:00,303.99,117.37,54.64,
2016-03-27 11:00:00,304.59,117.24,54.5,
2016-03-27 12:00:00,305.34,118.01,54.62,
2016-03-27 13:00:00,307.06,118.55,54.37,
2016-03-27 14:00:00,305.62,122.74,54.25,
2016-03-27 15:00:00,306.0,123.82,54.62,
2016-03-27 16:00:00,306.55,122.2,54.58,
2016-03-27 17:00:00,317.33,121.43,54.38,
2016-03-27 18:00:00,313.39,117.89,54.7,
2016-03-27 19:00:00,320.49,123.07,55.51,
2016-03-27 20:00:00,321.25,124.71,55.32,
2016-03-27 21:00:00,319.1,125.54,55.49,
2016-03-27 22:00:00,293.85,126.61,56.14,
2016-03-27 23:00:00,281.01,126.14,56.12,
2016-03-28 00:00:00,280.86,124.33,56.46,
2016-03-28 01:00:00,281.97,125.65,56.33,
2016-03-28 02:00:00,281.55,123.17,56.09,
2016-03-28 03:00:00,282.41,124.07,56.29,
2016-03-28 04:00:00,283.1,125.2,56.01,
2016-03-28 05:00:00,299.32,128.43,55.78,
2016-03-28 06:00:00,327.19,128.93,55.85,
2016-03-28 07:00:00,328.19,129.85,54.92,
2016-03-28 08:00:00,321.41,130.69,63.47,
2016-03-28 09:00:00,327.71,134.73,72.06,
2016-03-28 10:00:00,330.43,135.16,72.03,
2016-03-28 11:00:00,334.99,136.01,71.06,
2016-03-28 12:00:00,330.92,134.77,71.03,
2016-03-28 13:00:00,330.02,132.92,73.32,
2016-03-28 14:00:00,330.08,134.43,73.3,
2016-03-28 15:00:00,325.18,132.43,74.31,
2016-03-28 16:00:00,327.3,132.83,74.69,
2016-03-28 17:00:00,357.31,131.38,74.5,
2016-03-28 18:00:00,368.89,127.26,76.75,
2016-03-28 19:00:00,373.46,129.96,75.57,
2016-03-28 20:00:00,374.53,127.9,70.83,
2016-03-28 21:00:00,345.8,130.88,60.23,
2016-03-28 22:00:00,308.51,129.58,58.35,
2016-03-28 23:00:00,293.3,126.18,57.01,
2016-03-29 00:00:00,295.21,125.84,57.3,
2016-03-29 01:00:00,295.63,123.31,57.01,
2016-03-29 02:00:00,297.34,124.53,57.01,
2016-03-29 03:00:00,299.0,128.03,57.23,
2016-03-29 04:00:00,297.88,127.98,57.07,
2016-03-29 05:00:00,304.57,130.03,56.79,
2016-03-29 06:00:00,330.86,132.91,56.82,
2016-03-29 07:00:00,326.02,132.46,56.08,
2016-03-29 08:00:00,328.78,135.69,65.12,
2016-03-29 09:00:00,333.33,139.09,70.85,
2016-03-29 10:00:00,336.27,142.66,73.55,
2016-03-29 11:00:00,336.39,144.97,72.7,
2016-03-29 12:00:00,331.45,139.23,72.77,
2016-03-29 13:00:00,330.05,137.58,72.09,
2016-03-29 14:00:00,323.76,141.02,72.53,
2016-03-29 15:00:00,321.46,138.52,73.0,
2016-03-29 16:00:00,319.87,137.56,72.3,
2016-03-29 17:00:00,346.5,137.04,72.5,
2016-03-29 18:00:00,355.57,135.03,72.77,
2016-03-29 19:00:00,360.24,138.14,69.12,
2016-03-29 20:00:00,367.26,137.88,63.49,
2016-03-29 21:00:00,333.03,135.87,56.11,
2016-03-29 22:00:00,302.24,136.85,54.98,59.1
2016-03-29 23:00:00,288.39,130.9,55.34,59.625
2016-03-30 00:00:00,290.35,131.01,55.6,60.425
2016-03-30 01:00:00,292.32,129.17,55.63,67.625
2016-03-30 02:00:00,292.77,127.52,55.58,60.35
2016-03-30 03:00:00,293.29,128.01,55.44,58.5
2016-03-30 04:00:00,292.64,127.19,55.57,77.575
2016-03-30 05:00:00,297.67,130.34,55.53,75.775
2016-03-30 06:00:00,321.23,133.98,55.64,79.55
2016-03-30 07:00:00,310.36,138.39,55.28,83.325
2016-03-30 08:00:00,311.63,137.89,60.52,99.925
2016-03-30 09:00:00,310.21,141.66,68.82,105.575
2016-03-30 10:00:00,280.36,140.36,67.93,113.975
2016-03-30 11:00:00,291.71,140.62,68.8,117.75
2016-03-30 12:00:00,289.5,141.81,68.19,121.7
2016-03-30 13:00:00,315.92,141.41,68.43,118.2
2016-03-30 14:00:00,374.06,141.82,67.57,125.925
2016-03-30 15:00:00,377.85,141.57,69.24,144.6
2016-03-30 16:00:00,377.21,136.13,72.92,126.2
2016-03-30 17:00:00,403.31,133.18,72.65,113.325
2016-03-30 18:00:00,414.57,134.57,72.64,97.45
2016-03-30 19:00:00,419.63,130.78,71.4,83.25
2016-03-30 20:00:00,424.43,130.7,65.44,84.475
2016-03-30 21:00:00,399.19,131.11,60.74,78.175
2016-03-30 22:00:00,366.59,130.94,58.1,61.1
2016-03-30 23:00:00,288.54,128.69,58.09,65.725
2016-03-31 00:00:00,286.17,127.3,58.38,65.55
2016-03-31 01:00:00,286.03,128.37,58.06,61.05
2016-03-31 02:00:00,287.57,127.91,58.16,68.65
2016-03-31 03:00:00,286.5,128.2,58.13,62.625
2016-03-31 04:00:00,287.33,127.04,58.17,73.325
2016-03-31 05:00:00,304.58,131.28,57.92,81.125
2016-03-31 06:00:00,337.57,134.05,57.67,80.125
2016-03-31 07:00:00,327.04,132.74,57.38,85.625
2016-03-31 08:00:00,320.36,135.3,63.15,101.975
2016-03-31 09:00:00,325.92,138.6,67.32,105.8
2016-03-31 10:00:00,326.93,137.04,65.61,115.975
2016-03-31 11:00:00,321.57,137.15,65.41,118.75
2016-03-31 12:00:00,316.56,136.05,67.84,129.75
2016-03-31 13:00:00,315.18,135.81,70.68,132.475
2016-03-31 14:00:00,314.74,135.47,70.73,133.725
2016-03-31 15:00:00,315.04,139.37,70.3,128.075
2016-03-31 16:00:00,315.14,136.88,73.23,127.45
2016-03-31 17:00:00,341.12,136.52,74.09,106.0
2016-03-31 18:00:00,355.03,135.1,77.68,95.275
2016-03-31 19:00:00,361.61,132.07,71.52,83.8
2016-03-31 20:00:00,364.47,133.56,69.75,87.875
2016-03-31 21:00:00,345.81,134.13,57.95,76.4
2016-03-31 22:00:00,300.53,130.22,55.57,65.325
2016-03-31 23:00:00,286.68,128.17,54.75,67.8
2016-04-01 00:00:00,286.18,127.91,55.41,66.075
2016-04-01 01:00:00,286.09,127.57,55.06,66.925
2016-04-01 02:00:00,286.8,124.9,55.07,73.225
2016-04-01 03:00:00,286.15,127.05,55.24,66.525
2016-04-01 04:00:00,286.81,127.83,58.84,80.325
2016-04-01 05:00:00,305.1,130.81,54.43,83.5
2016-04-01 06:00:00,344.2,138.52,54.41,84.175
2016-04-01 07:00:00,346.06,131.34,58.91,85.425
2016-04-01 08:00:00,338.44,133.54,60.09,99.2
2016-04-01 09:00:00,328.75,132.3,70.78,109.375
2016-04-01 10:00:00,328.22,132.49,85.93,114.55
2016-04-01 11:00:00,323.03,135.63,73.77,120.725
2016-04-01 12:00:00,317.51,136.0,83.65,131.075
2016-04-01 13:00:00,441.67,133.56,96.19,125.625
2016-04-01 14:00:00,457.21,137.88,88.64,121.975
2016-04-01 15:00:00,448.3,134.51,95.58,122.975
2016-04-01 16:00:00,444.26,138.78,80.17,124.475
2016-04-01 17:00:00,467.87,136.42,96.61,107.7
2016-04-01 18:00:00,484.66,135.42,95.49,74.925
2016-04-01 19:00:00,492.8,129.68,98.03,67.275
2016-04-01 20:00:00,466.56,130.17,70.07,61.25
2016-04-01 21:00:00,417.71,127.56,71.75,63.5
2016-04-01 22:00:00,391.6,128.81,54.38,59.05
2016-04-01 23:00:00,367.49,128.15,52.93,60.075
2016-04-02 00:00:00,367.5,128.59,57.1,63.7
2016-04-02 01:00:00,362.94,126.64,53.43,60.325
2016-04-02 02:00:00,358.16,128.17,53.12,62.55
2016-04-02 03:00:00,354.41,124.39,55.65,63.825
2016-04-02 04:00:00,359.35,124.07,53.18,56.675
2016-04-02 05:00:00,335.93,128.22,54.45,57.725
2016-04-02 06:00:00,321.97,128.19,54.59,62.4
2016-04-02 07:00:00,323.63,125.33,52.82,54.625
2016-04-02 08:00:00,318.38,126.14,52.56,67.025
2016-04-02 09:00:00,357.66,122.43,59.98,68.675
2016-04-02 10:00:00,355.64,123.36,67.27,83.125
2016-04-02 11:00:00,353.07,120.29,73.51,75.575
2016-04-02 12:00:00,361.34,124.21,74.76,80.025
2016-04-02 13:00:00,365.08,123.23,72.48,76.175
2016-04-02 14:00:00,364.86,123.24,70.54,74.325
2016-04-02 15:00:00,366.3,120.63,70.1,78.825
2016-04-02 16:00:00,366.62,121.45,58.24,77.475
2016-04-02 17:00:00,363.37,123.04,60.09,80.4
2016-04-02 18:00:00,365.69,119.97,61.27,67.625
2016-04-02 19:00:00,370.42,126.03,59.85,61.15
2016-04-02 20:00:00,374.19,123.78,60.89,60.575
2016-04-02 21:00:00,370.69,123.68,62.89,60.4
2016-04-02 22:00:00,348.62,123.29,58.38,56.625
2016-04-02 23:00:00,315.01,123.45,58.66,57.975
2016-04-03 00:00:00,237.28,124.21,58.46,59.575
2016-04-03 01:00:00,232.64,122.86,58.97,54.625
2016-04-03 02:00:00,232.17,123.68,58.7,55.775
2016-04-03 03:00:00,231.09,122.0,59.65,60.925
2016-04-03 04:00:00,237.1,123.44,59.47,55.65
2016-04-03 05:00:00,236.01,123.43,59.85,63.1
2016-04-03 06:00:00,233.58,124.85,60.3,79.55
2016-04-03 07:00:00,226.77,122.98,57.06,56.85
2016-04-03 08:00:00,254.28,118.09,55.17,59.15
2016-04-03 09:00:00,254.39,117.42,54.84,62.9
2016-04-03 10:00:00,255.2,119.9,54.61,78.875
2016-04-03 11:00:00,256.25,116.26,54.44,83.25
2016-04-03 12:00:00,254.11,113.95,53.31,78.35
2016-04-03 13:00:00,256.68,116.42,52.04,75.225
2016-04-03 14:00:00,252.2,119.36,51.43,83.25
2016-04-03 15:00:00,245.73,116.91,49.8,85.05
2016-04-03 16:00:00,246.38,117.78,48.99,77.125
2016-04-03 17:00:00,242.47,119.09,48.36,83.3
2016-04-03 18:00:00,250.74,116.29,48.39,80.875
2016-04-03 19:00:00,252.95,118.69,49.41,75.6
2016-04-03 20:00:00,259.25,117.26,49.98,80.725
2016-04-03 21:00:00,259.1,120.1,50.24,80.75
2016-04-03 22:00:00,242.16,119.51,50.14,80.075
2016-04-03 23:00:00,222.75,116.87,49.77,81.225
2016-04-04 00:00:00,222.43,117.22,49.32,75.5
2016-04-04 01:00:00,224.33,117.4,48.49,75.225
2016-04-04 02:00:00,224.33,118.47,48.81,69.35
2016-04-04 03:00:00,223.77,119.5,48.63,58.675
2016-04-04 04:00:00,224.14,119.7,48.56,71.525
2016-04-04 05:00:00,241.2,122.74,48.24,74.575
2016-04-04 06:00:00,288.33,128.67,48.38,75.375
2016-04-04 07:00:00,303.54,128.17,47.52,80.4
2016-04-04 08:00:00,317.24,128.02,53.73,97.8
2016-04-04 09:00:00,335.5,132.43,59.82,96.55
2016-04-04 10:00:00,341.05,134.75,58.89,107.7
2016-04-04 11:00:00,330.1,136.37,63.32,121.1
2016-04-04 12:00:00,313.86,134.59,64.55,111.1
2016-04-04 13:00:00,308.5,137.61,65.56,125.75
2016-04-04 14:00:00,300.94,140.87,65.45,123.95
2016-04-04 15:00:00,301.93,134.58,67.62,127.9
2016-04-04 16:00:00,291.94,133.41,68.76,130.5
2016-04-04 17:00:00,304.03,128.12,73.4,92.85
2016-04-04 18:00:00,323.36,124.67,77.84,85.05
2016-04-04 19:00:00,323.71,128.34,76.82,83.925
2016-04-04 20:00:00,327.57,124.33,70.66,81.75
2016-04-04 21:00:00,294.86,129.8,57.54,83.1
2016-04-04 22:00:00,265.24,125.84,55.02,85.05
2016-04-04 23:00:00,242.42,127.97,55.27,78.9
2016-04-05 00:00:00,247.13,129.81,55.83,80.875
2016-04-05 01:00:00,247.22,127.91,55.72,80.35
2016-04-05 02:00:00,247.81,128.32,52.88,68.65
2016-04-05 03:00:00,247.59,125.3,48.59,55.675
2016-04-05 04:00:00,247.15,126.03,48.45,75.675
2016-04-05 05:00:00,262.97,126.22,48.08,77.0
2016-04-05 06:00:00,299.4,132.59,47.53,80.9
2016-04-05 07:00:00,320.33,135.55,46.96,81.875
2016-04-05 08:00:00,346.92,139.34,52.71,94.75
2016-04-05 09:00:00,351.97,141.27,62.49,113.725
2016-04-05 10:00:00,391.52,140.68,62.88,115.525
2016-04-05 11:00:00,384.75,144.53,62.52,127.25
2016-04-05 12:00:00,397.67,145.1,62.44,123.925
2016-04-05 13:00:00,379.04,143.75,63.71,127.9
2016-04-05 14:00:00,342.57,141.9,63.35,145.825
2016-04-05 15:00:00,336.44,142.23,63.17,131.85
2016-04-05 16:00:00,326.47,132.73,65.39,135.325
2016-04-05 17:00:00,341.01,129.22,64.22,130.125
2016-04-05 18:00:00,358.83,127.33,63.97,95.55
2016-04-05 19:00:00,406.28,127.02,64.4,86.475
2016-04-05 20:00:00,360.67,127.57,54.71,82.0
2016-04-05 21:00:00,334.17,129.6,47.73,86.85
2016-04-05 22:00:00,306.39,130.32,45.96,79.5
2016-04-05 23:00:00,284.05,130.23,45.73,83.25
2016-04-06 00:00:00,283.56,129.49,45.79,80.525
2016-04-06 01:00:00,288.05,127.49,45.78,82.5
2016-04-06 02:00:00,285.41,128.23,45.63,66.125
2016-04-06 03:00:00,286.87,126.49,45.76,60.725
2016-04-06 04:00:00,288.12,126.82,47.43,70.825
2016-04-06 05:00:00,303.05,127.1,49.03,82.575
2016-04-06 06:00:00,349.34,127.93,48.8,78.15
2016-04-06 07:00:00,355.87,135.31,48.2,81.05
2016-04-06 08:00:00,370.19,137.84,54.15,104.3
2016-04-06 09:00:00,380.53,139.29,61.88,113.975
2016-04-06 10:00:00,389.73,139.2,62.73,114.1
2016-04-06 11:00:00,381.85,139.04,60.38,121.3
2016-04-06 12:00:00,359.39,133.94,61.69,123.175
2016-04-06 13:00:00,343.78,134.17,61.69,135.925
2016-04-06 14:00:00,337.6,137.16,63.04,129.4
2016-04-06 15:00:00,334.31,136.41,67.68,132.475
2016-04-06 16:00:00,321.79,130.28,68.29,132.975
2016-04-06 17:00:00,330.61,130.01,68.91,112.625
2016-04-06 18:00:00,352.24,125.7,71.04,94.35
2016-04-06 19:00:00,355.99,126.38,70.77,88.0
2016-04-06 20:00:00,358.35,127.06,65.32,84.25
2016-04-06 21:00:00,330.85,122.75,60.65,84.575
2016-04-06 22:00:00,301.74,125.01,59.0,90.5
2016-04-06 23:00:00,277.51,121.15,58.43,78.15
2016-04-07 00:00:00,,121.54,58.54,85.025
2016-04-07 01:00:00,,120.72,58.5,78.075
2016-04-07 02:00:00,,119.43,58.5,73.4
2016-04-07 03:00:00,,121.4,58.51,57.65
2016-04-07 04:00:00,,121.35,58.32,76.075
2016-04-07 05:00:00,,124.1,58.03,75.55
2016-04-07 06:00:00,,124.57,57.95,87.45
2016-04-07 07:00:00,,131.91,57.16,75.95
2016-04-07 08:00:00,,132.37,58.48,104.9
2016-04-07 09:00:00,,134.22,62.65,110.625
2016-04-07 10:00:00,,132.27,64.66,115.85
2016-04-07 11:00:00,,131.7,64.97,127.55
2016-04-07 12:00:00,,130.81,66.74,136.975
2016-04-07 13:00:00,,131.72,66.3,136.7
2016-04-07 14:00:00,,136.03,66.41,135.7
2016-04-07 15:00:00,,131.99,66.48,136.325
2016-04-07 16:00:00,,125.92,69.26,148.725
2016-04-07 17:00:00,,123.78,70.82,104.525
2016-04-07 18:00:00,,125.18,75.17,90.1
2016-04-07 19:00:00,,125.51,74.0,79.825
2016-04-07 20:00:00,,124.79,63.05,81.375
2016-04-07 21:00:00,,123.13,53.91,87.125
2016-04-07 22:00:00,,122.33,54.03,82.15
2016-04-07 23:00:00,,122.55,53.8,79.625
2016-04-08 00:00:00,,123.9,54.26,82.125
2016-04-08 01:00:00,,122.97,54.2,77.7
2016-04-08 02:00:00,,122.17,54.39,70.4
2016-04-08 03:00:00,,124.32,54.26,62.55
2016-04-08 04:00:00,,124.19,54.08,71.55
2016-04-08 05:00:00,,124.61,54.2,77.35
2016-04-08 06:00:00,,122.93,54.05,79.225
2016-04-08 07:00:00,,133.13,53.69,81.55
2016-04-08 08:00:00,,138.18,56.92,94.675
2016-04-08 09:00:00,,138.04,63.5,107.2
2016-04-08 10:00:00,,135.16,66.38,118.525
2016-04-08 11:00:00,,136.19,69.9,126.25
2016-04-08 12:00:00,,135.94,68.46,123.75
2016-04-08 13:00:00,,133.89,70.06,123.55
2016-04-08 14:00:00,,133.44,71.42,127.375
2016-04-08 15:00:00,,130.54,69.9,123.35
2016-04-08 16:00:00,,128.72,70.17,130.35
2016-04-08 17:00:00,,127.7,70.16,123.5
2016-04-08 18:00:00,,123.97,70.11,92.25
2016-04-08 19:00:00,,122.8,72.13,82.925
2016-04-08 20:00:00,,127.38,67.76,80.75
2016-04-08 21:00:00,,125.49,59.3,82.075
2016-04-08 22:00:00,,126.1,57.52,68.35
2016-04-08 23:00:00,,125.34,57.34,55.45
2016-04-09 00:00:00,,124.61,57.49,59.775
2016-04-09 01:00:00,,126.97,57.74,54.05
2016-04-09 02:00:00,,125.22,57.34,59.15
2016-04-09 03:00:00,,123.61,57.7,55.65
2016-04-09 04:00:00,,124.26,57.77,57.7
2016-04-09 05:00:00,,126.18,57.72,76.5
2016-04-09 06:00:00,,124.74,57.73,79.7
2016-04-09 07:00:00,,122.01,56.97,71.25
2016-04-09 08:00:00,,121.13,57.54,81.025
2016-04-09 09:00:00,,120.64,65.69,82.125
2016-04-09 10:00:00,,120.5,67.97,78.725
2016-04-09 11:00:00,,120.73,68.86,80.65
2016-04-09 12:00:00,,121.8,68.4,83.775
2016-04-09 13:00:00,,119.36,71.21,101.85
2016-04-09 14:00:00,,119.72,70.17,109.275
2016-04-09 15:00:00,,122.31,68.49,110.325
2016-04-09 16:00:00,,120.89,63.3,109.125
2016-04-09 17:00:00,,121.28,63.92,81.4
2016-04-09 18:00:00,,121.78,62.59,80.25
2016-04-09 19:00:00,,123.41,62.38,84.4
2016-04-09 20:00:00,,126.82,63.12,77.925
2016-04-09 21:00:00,,125.79,62.12,81.475
2016-04-09 22:00:00,,125.94,61.59,70.775
2016-04-09 23:00:00,,122.32,64.08,61.125
2016-04-10 00:00:00,,120.78,58.71,58.4
2016-04-10 01:00:00,,120.25,55.17,56.25
2016-04-10 02:00:00,,116.76,53.89,60.925
2016-04-10 03:00:00,,117.53,53.57,65.175
2016-04-10 04:00:00,,114.76,52.79,73.825
2016-04-10 05:00:00,,117.17,52.31,76.275
2016-04-10 06:00:00,,118.01,51.28,68.375
2016-04-10 07:00:00,,114.89,53.67,60.175
2016-04-10 08:00:00,,114.52,55.37,60.025
2016-04-10 09:00:00,,122.55,54.52,67.35
2016-04-10 10:00:00,,118.21,55.58,77.825
2016-04-10 11:00:00,,117.11,54.69,78.575
2016-04-10 12:00:00,,116.4,53.24,79.975
2016-04-10 13:00:00,,117.08,55.26,80.65
2016-04-10 14:00:00,,120.06,55.4,80.3
2016-04-10 15:00:00,,120.25,54.87,83.85
2016-04-10 16:00:00,,121.25,54.17,81.2
2016-04-10 17:00:00,,119.04,55.6,81.975
2016-04-10 18:00:00,,118.46,59.13,81.25
2016-04-10 19:00:00,,120.45,60.81,81.4
2016-04-10 20:00:00,,123.83,58.87,80.55
2016-04-10 21:00:00,,122.47,59.43,79.725
2016-04-10 22:00:00,,122.54,58.29,82.275
2016-04-10 23:00:00,,121.58,56.83,79.95
2016-04-11 00:00:00,,122.94,56.79,80.9
2016-04-11 01:00:00,,122.81,56.7,78.65
2016-04-11 02:00:00,,123.23,56.55,66.85
2016-04-11 03:00:00,,123.37,56.79,57.8
2016-04-11 04:00:00,,123.33,56.75,70.225
2016-04-11 05:00:00,,124.52,56.48,77.9
2016-04-11 06:00:00,,125.19,56.41,78.775
2016-04-11 07:00:00,,131.62,55.59,82.9
2016-04-11 08:00:00,,135.37,61.61,102.0
2016-04-11 09:00:00,,137.19,69.57,119.475
2016-04-11 10:00:00,,138.18,69.01,119.875
2016-04-11 11:00:00,,136.48,69.95,132.325
2016-04-11 12:00:00,,135.87,71.28,122.6
2016-04-11 13:00:00,,135.83,72.22,126.825
2016-04-11 14:00:00,,143.18,72.39,132.95
2016-04-11 15:00:00,,135.69,72.27,135.45
2016-04-11 16:00:00,,131.92,73.49,124.025
2016-04-11 17:00:00,,131.29,71.96,108.95
2016-04-11 18:00:00,,131.28,72.24,102.625
2016-04-11 19:00:00,,125.17,72.52,83.225
2016-04-11 20:00:00,,130.93,68.0,86.025
2016-04-11 21:00:00,,126.85,59.64,85.25
2016-04-11 22:00:00,,130.03,60.27,84.05
2016-04-11 23:00:00,,130.93,58.27,82.8
2016-04-12 00:00:00,,127.01,57.74,79.425
2016-04-12 01:00:00,,127.47,57.64,86.675
2016-04-12 02:00:00,,124.63,57.71,68.775
2016-04-12 03:00:00,,124.6,57.62,58.125
2016-04-12 04:00:00,,122.35,57.48,75.125
2016-04-12 05:00:00,,124.34,57.34,73.575
2016-04-12 06:00:00,,128.46,57.19,72.875
2016-04-12 07:00:00,,130.93,56.41,76.8
2016-04-12 08:00:00,,133.98,60.04,98.075
2016-04-12 09:00:00,,138.28,71.22,114.65
2016-04-12 10:00:00,,136.28,80.61,117.425
2016-04-12 11:00:00,,136.78,73.07,113.275
2016-04-12 12:00:00,,137.2,91.34,136.125
2016-04-12 13:00:00,,138.17,75.15,138.775
2016-04-12 14:00:00,,136.99,82.51,140.4
2016-04-12 15:00:00,,132.74,83.4,127.6
2016-04-12 16:00:00,,131.81,79.97,127.1
2016-04-12 17:00:00,,130.07,86.85,105.4
2016-04-12 18:00:00,,127.03,72.76,91.825
2016-04-12 19:00:00,,126.64,84.34,86.55
2016-04-12 20:00:00,,128.57,65.2,87.1
2016-04-12 21:00:00,,127.49,57.28,83.525
2016-04-12 22:00:00,,127.55,56.42,83.35
2016-04-12 23:00:00,,125.69,56.41,78.075
2016-04-13 00:00:00,,125.21,56.64,84.9
2016-04-13 01:00:00,,126.33,56.85,80.475
2016-04-13 02:00:00,,131.7,57.02,75.675
2016-04-13 03:00:00,,130.95,57.01,58.9
2016-04-13 04:00:00,,128.42,57.05,77.725
2016-04-13 05:00:00,,128.31,56.66,73.775
2016-04-13 06:00:00,,123.96,56.94,84.45
2016-04-13 07:00:00,,132.41,56.31,83.4
2016-04-13 08:00:00,,135.29,60.3,96.975
2016-04-13 09:00:00,,138.28,69.31,115.225
2016-04-13 10:00:00,,136.8,69.68,116.75
2016-04-13 11:00:00,,135.68,70.65,128.95
2016-04-13 12:00:00,,136.25,72.63,123.175
2016-04-13 13:00:00,,135.88,72.83,128.775
2016-04-13 14:00:00,,136.14,73.43,128.85
2016-04-13 15:00:00,,131.97,73.04,137.175
2016-04-13 16:00:00,,128.25,73.89,127.525
2016-04-13 17:00:00,,124.81,75.85,107.1
2016-04-13 18:00:00,,122.34,82.83,85.075
2016-04-13 19:00:00,,123.44,76.92,79.375
2016-04-13 20:00:00,,124.09,69.85,84.2
2016-04-13 21:00:00,,123.53,63.05,84.25
2016-04-13 22:00:00,,125.29,59.31,78.35
2016-04-13 23:00:00,,123.76,57.29,83.575
2016-04-14 00:00:00,,123.91,57.84,84.5
2016-04-14 01:00:00,,121.33,57.86,78.475
2016-04-14 02:00:00,,123.22,57.99,72.05
2016-04-14 03:00:00,,123.06,57.91,56.05
2016-04-14 04:00:00,,124.88,57.77,72.025
2016-04-14 05:00:00,,128.58,57.44,74.85
2016-04-14 06:00:00,,126.01,60.69,75.7
2016-04-14 07:00:00,,128.69,59.97,78.725
2016-04-14 08:00:00,,130.62,65.77,99.375
2016-04-14 09:00:00,,132.32,69.76,103.175
2016-04-14 10:00:00,,132.87,71.02,128.425
2016-04-14 11:00:00,,131.01,70.85,123.3
2016-04-14 12:00:00,,129.17,73.17,121.475
2016-04-14 13:00:00,,130.36,74.69,130.775
2016-04-14 14:00:00,,131.41,96.42,130.55
2016-04-14 15:00:00,,126.93,72.31,135.35
2016-04-14 16:00:00,,124.43,93.59,140.475
2016-04-14 17:00:00,,122.42,85.54,112.45
