timestamp,Rat_office_Adele,Rat_office_Lora,Rat_office_Jill,Rat_office_Avis
2016-02-20 03:00:00,708.95,265.17,472.33,1382.48
2016-02-20 04:00:00,706.63,270.98,396.98,1424.8
2016-02-20 05:00:00,748.38,286.43,428.25,1380.95
2016-02-20 06:00:00,767.63,293.76,489.79,1396.56
2016-02-20 07:00:00,768.64,321.91,520.24,1408.43
2016-02-20 08:00:00,738.47,373.1,511.43,1390.99
2016-02-20 09:00:00,766.16,331.7,508.97,1377.65
2016-02-20 10:00:00,737.18,325.78,394.94,1388.62
2016-02-20 11:00:00,735.01,322.01,417.78,1384.03
2016-02-20 12:00:00,708.23,315.14,418.09,1350.42
2016-02-20 13:00:00,721.6,312.25,403.29,1435.82
2016-02-20 14:00:00,666.32,306.83,424.06,1391.01
2016-02-20 15:00:00,614.68,313.5,416.49,1406.88
2016-02-20 16:00:00,633.8,284.01,403.53,1385.18
2016-02-20 17:00:00,609.05,271.01,397.42,1364.34
2016-02-20 18:00:00,636.38,257.82,396.31,1350.84
2016-02-20 19:00:00,622.17,257.18,388.57,1357.33
2016-02-20 20:00:00,649.67,259.02,420.54,1391.25
2016-02-20 21:00:00,625.35,258.19,385.45,1359.28
2016-02-20 22:00:00,666.33,261.13,385.32,1336.86
2016-02-20 23:00:00,632.16,247.69,385.97,1375.23
2016-02-21 00:00:00,666.82,231.7,391.75,1354.49
2016-02-21 01:00:00,637.78,232.68,445.34,1388.48
2016-02-21 02:00:00,670.0,233.39,378.95,1377.17
2016-02-21 03:00:00,645.39,232.42,379.82,1345.3
2016-02-21 04:00:00,656.54,233.47,378.02,1372.8
2016-02-21 05:00:00,659.97,256.44,377.02,1383.12
2016-02-21 06:00:00,694.51,266.95,374.25,1358.3
2016-02-21 07:00:00,707.81,269.2,376.99,1367.85
2016-02-21 08:00:00,702.58,297.27,373.45,1366.01
2016-02-21 09:00:00,706.26,275.94,376.54,1370.91
2016-02-21 10:00:00,661.04,266.17,386.39,1358.3
2016-02-21 11:00:00,656.53,269.41,378.87,1351.98
2016-02-21 12:00:00,658.13,267.56,385.74,1370.7
2016-02-21 13:00:00,669.51,266.29,378.64,1320.9
2016-02-21 14:00:00,659.34,264.04,380.98,1367.97
2016-02-21 15:00:00,658.51,270.1,379.2,1324.25
2016-02-21 16:00:00,667.52,265.64,374.86,1335.93
2016-02-21 17:00:00,678.41,254.18,423.97,1346.4
2016-02-21 18:00:00,685.23,252.93,392.7,1352.92
2016-02-21 19:00:00,659.69,251.19,391.88,1321.91
2016-02-21 20:00:00,661.0,253.33,389.22,1308.14
2016-02-21 21:00:00,646.79,253.35,384.63,1358.51
2016-02-21 22:00:00,667.54,255.64,381.12,1351.65
2016-02-21 23:00:00,666.46,245.17,382.9,1336.28
2016-02-22 00:00:00,678.53,230.89,377.43,1366.43
2016-02-22 01:00:00,692.81,231.99,385.66,1324.25
2016-02-22 02:00:00,669.66,230.69,384.96,1354.44
2016-02-22 03:00:00,765.26,230.53,381.16,1354.45
2016-02-22 04:00:00,647.36,233.55,382.38,1352.75
2016-02-22 05:00:00,787.86,393.7,398.47,1348.51
2016-02-22 06:00:00,971.66,428.97,508.11,1394.4
2016-02-22 07:00:00,986.1,446.58,1340.94,1399.11
2016-02-22 08:00:00,996.01,504.66,1568.46,1477.85
2016-02-22 09:00:00,1010.07,542.14,1548.52,1394.61
2016-02-22 10:00:00,1002.82,553.8,1533.32,1518.59
2016-02-22 11:00:00,950.09,556.98,1460.99,1313.62
2016-02-22 12:00:00,924.77,577.89,1399.9,870.36
2016-02-22 13:00:00,905.23,575.78,1404.88,835.07
2016-02-22 14:00:00,883.35,585.7,1406.26,839.88
2016-02-22 15:00:00,872.73,576.51,1399.55,881.25
2016-02-22 16:00:00,835.95,558.42,1353.67,871.91
2016-02-22 17:00:00,820.77,553.76,1338.22,864.28
2016-02-22 18:00:00,808.65,533.79,1391.71,819.03
2016-02-22 19:00:00,704.09,369.85,960.68,1194.94
2016-02-22 20:00:00,678.51,278.28,489.14,1397.08
2016-02-22 21:00:00,684.65,266.32,457.09,1377.82
2016-02-22 22:00:00,654.84,255.37,444.27,1357.93
2016-02-22 23:00:00,666.39,227.48,396.11,1338.74
2016-02-23 00:00:00,646.71,211.23,376.22,1324.48
2016-02-23 01:00:00,670.59,209.85,419.57,1330.15
2016-02-23 02:00:00,671.62,213.48,368.71,1332.06
2016-02-23 03:00:00,656.91,212.45,373.06,1322.29
2016-02-23 04:00:00,671.14,210.01,378.88,1319.52
2016-02-23 05:00:00,724.68,298.01,384.23,1314.23
2016-02-23 06:00:00,915.21,366.17,471.45,1785.37
2016-02-23 07:00:00,944.43,431.14,1279.48,1647.24
2016-02-23 08:00:00,963.15,491.01,1576.11,1627.1
2016-02-23 09:00:00,1010.93,542.43,1597.78,1498.34
2016-02-23 10:00:00,1028.09,567.38,1565.98,1638.34
2016-02-23 11:00:00,1002.0,632.18,1527.74,1653.81
2016-02-23 12:00:00,984.55,650.02,1529.46,1690.5
2016-02-23 13:00:00,978.55,654.77,1524.76,1483.1
2016-02-23 14:00:00,988.13,658.79,1539.01,1533.26
2016-02-23 15:00:00,984.73,654.94,1543.62,1522.06
2016-02-23 16:00:00,963.99,654.25,1536.48,1520.28
2016-02-23 17:00:00,964.51,642.67,1539.84,1502.95
2016-02-23 18:00:00,954.64,614.77,1505.41,1453.67
2016-02-23 19:00:00,787.93,478.02,1005.97,1419.01
2016-02-23 20:00:00,738.76,318.33,523.58,1398.72
2016-02-23 21:00:00,713.69,280.87,495.85,1387.47
2016-02-23 22:00:00,700.98,279.38,450.44,1372.87
2016-02-23 23:00:00,696.05,239.83,413.16,1337.49
2016-02-24 00:00:00,704.52,234.44,398.07,1334.2
2016-02-24 01:00:00,714.19,230.91,395.22,1324.14
2016-02-24 02:00:00,712.35,229.69,399.84,1323.68
2016-02-24 03:00:00,698.18,227.9,391.88,1309.72
2016-02-24 04:00:00,695.74,233.45,388.52,1318.17
2016-02-24 05:00:00,774.89,353.34,395.04,1316.51
2016-02-24 06:00:00,942.2,446.61,485.3,1771.61
2016-02-24 07:00:00,975.06,562.39,1316.36,1773.18
2016-02-24 08:00:00,1002.13,622.4,1539.27,1711.27
2016-02-24 09:00:00,1037.86,659.67,1584.43,1431.49
2016-02-24 10:00:00,1039.25,670.2,1547.14,1614.32
2016-02-24 11:00:00,1037.25,667.32,1635.18,1638.6
2016-02-24 12:00:00,986.08,658.2,1621.6,1661.07
2016-02-24 13:00:00,992.1,601.06,1565.83,1635.45
2016-02-24 14:00:00,1001.17,585.71,1562.92,1620.28
2016-02-24 15:00:00,984.83,579.93,1520.67,1562.84
2016-02-24 16:00:00,942.57,577.95,1497.93,1559.06
2016-02-24 17:00:00,952.44,558.65,1475.0,1520.52
2016-02-24 18:00:00,913.11,536.15,1429.77,1645.15
2016-02-24 19:00:00,766.23,362.41,932.24,1509.85
2016-02-24 20:00:00,714.64,283.04,503.41,1449.53
2016-02-24 21:00:00,698.2,262.42,476.1,1457.86
2016-02-24 22:00:00,688.68,251.14,455.49,1467.57
2016-02-24 23:00:00,672.57,219.5,406.01,1443.76
2016-02-25 00:00:00,681.75,204.11,380.84,1404.26
2016-02-25 01:00:00,635.64,195.12,408.47,1433.05
2016-02-25 02:00:00,664.7,200.07,373.79,1415.25
2016-02-25 03:00:00,664.23,197.97,372.97,1428.75
2016-02-25 04:00:00,654.03,199.08,365.42,1448.63
2016-02-25 05:00:00,744.85,283.08,375.72,1418.08
2016-02-25 06:00:00,949.63,379.75,433.3,1456.37
2016-02-25 07:00:00,924.98,518.22,1261.5,1484.39
2016-02-25 08:00:00,939.63,599.91,1537.59,1497.83
2016-02-25 09:00:00,984.39,636.64,1609.09,1586.44
2016-02-25 10:00:00,996.96,664.58,1558.22,1182.54
2016-02-25 11:00:00,949.46,659.48,1527.53,1468.06
2016-02-25 12:00:00,964.33,681.42,1572.26,1727.92
2016-02-25 13:00:00,986.1,675.1,1576.3,1370.27
2016-02-25 14:00:00,959.19,667.38,1551.59,1430.73
2016-02-25 15:00:00,951.67,661.72,1556.44,1483.29
2016-02-25 16:00:00,917.24,665.07,1557.43,1463.12
2016-02-25 17:00:00,918.58,653.9,1564.77,1459.21
2016-02-25 18:00:00,916.65,617.31,1478.54,1420.01
2016-02-25 19:00:00,794.62,450.71,1043.71,1379.72
2016-02-25 20:00:00,744.41,322.17,504.93,1346.44
2016-02-25 21:00:00,675.24,297.71,491.06,1319.01
2016-02-25 22:00:00,715.45,286.79,447.51,1339.81
2016-02-25 23:00:00,667.92,261.2,399.07,1333.73
2016-02-26 00:00:00,733.84,255.22,391.52,1333.22
2016-02-26 01:00:00,691.54,248.34,413.77,1330.9
2016-02-26 02:00:00,731.01,257.56,387.16,1322.93
2016-02-26 03:00:00,688.96,267.94,386.45,1316.18
2016-02-26 04:00:00,734.43,270.7,392.5,1310.44
2016-02-26 05:00:00,802.25,409.18,398.04,1319.99
2016-02-26 06:00:00,965.7,498.7,485.05,1369.94
2016-02-26 07:00:00,978.84,610.63,1472.5,1954.57
2016-02-26 08:00:00,1003.96,646.29,1671.05,1730.21
2016-02-26 09:00:00,1026.33,636.24,1681.42,1783.68
2016-02-26 10:00:00,1032.5,621.26,1641.66,1815.76
2016-02-26 11:00:00,990.84,605.58,1533.11,1940.41
2016-02-26 12:00:00,955.72,614.69,1542.8,2121.73
2016-02-26 13:00:00,954.28,585.1,1586.56,1597.19
2016-02-26 14:00:00,947.96,598.59,1559.56,1725.81
2016-02-26 15:00:00,903.34,596.15,1530.49,1769.05
2016-02-26 16:00:00,869.92,614.89,1437.51,1768.65
2016-02-26 17:00:00,858.94,600.34,1436.42,1879.96
2016-02-26 18:00:00,872.43,581.85,1495.17,1902.94
2016-02-26 19:00:00,753.79,480.07,1064.33,1906.37
2016-02-26 20:00:00,776.31,354.44,536.05,1845.28
2016-02-26 21:00:00,707.03,336.6,482.97,1853.05
2016-02-26 22:00:00,723.72,316.49,429.49,1775.33
2016-02-26 23:00:00,715.18,293.13,403.93,1808.93
2016-02-27 00:00:00,730.92,263.22,384.35,1805.48
2016-02-27 01:00:00,711.57,292.97,448.36,1819.43
2016-02-27 02:00:00,727.28,281.93,386.85,1800.1
2016-02-27 03:00:00,721.46,267.59,384.25,1814.3
2016-02-27 04:00:00,714.43,274.67,386.81,1787.02
2016-02-27 05:00:00,750.93,302.59,385.3,1807.68
2016-02-27 06:00:00,761.05,307.65,383.7,1858.81
2016-02-27 07:00:00,801.54,342.04,384.74,1794.54
2016-02-27 08:00:00,757.34,469.9,379.65,1797.04
2016-02-27 09:00:00,766.2,450.89,388.86,1790.2
2016-02-27 10:00:00,726.45,421.38,380.66,1768.97
2016-02-27 11:00:00,721.97,391.36,382.12,1764.85
2016-02-27 12:00:00,692.91,393.7,384.03,1537.5
2016-02-27 13:00:00,705.67,403.14,385.64,1649.84
2016-02-27 14:00:00,678.8,413.56,385.68,1690.7
2016-02-27 15:00:00,682.35,412.96,382.15,1632.87
2016-02-27 16:00:00,617.73,407.3,380.92,1656.13
2016-02-27 17:00:00,626.11,317.36,367.07,1595.21
2016-02-27 18:00:00,637.8,280.09,384.55,1652.0
2016-02-27 19:00:00,660.97,278.27,384.38,1620.04
2016-02-27 20:00:00,667.74,271.6,380.45,1612.19
2016-02-27 21:00:00,696.48,268.08,372.44,1669.5
2016-02-27 22:00:00,702.76,265.11,372.4,1617.79
2016-02-27 23:00:00,708.78,264.63,373.11,1639.55
2016-02-28 00:00:00,716.01,250.49,383.28,1655.9
2016-02-28 01:00:00,726.76,252.08,462.13,1643.36
2016-02-28 02:00:00,724.31,253.71,381.69,1645.68
2016-02-28 03:00:00,726.06,255.54,380.55,1661.63
2016-02-28 04:00:00,710.15,273.93,374.95,1664.8
2016-02-28 05:00:00,763.73,282.68,376.68,1662.13
2016-02-28 06:00:00,760.18,287.72,377.41,1659.45
2016-02-28 07:00:00,790.54,285.5,376.38,1647.02
2016-02-28 08:00:00,748.4,377.61,369.44,1622.98
2016-02-28 09:00:00,728.6,313.32,369.0,1666.35
2016-02-28 10:00:00,711.59,299.71,372.92,1632.23
2016-02-28 11:00:00,711.6,296.12,368.76,1590.95
2016-02-28 12:00:00,684.74,297.69,375.77,1598.75
2016-02-28 13:00:00,698.16,278.77,365.63,1567.18
2016-02-28 14:00:00,711.9,267.27,368.17,1538.16
2016-02-28 15:00:00,713.77,264.36,373.83,1547.28
2016-02-28 16:00:00,681.87,260.3,379.32,1519.13
2016-02-28 17:00:00,668.01,254.74,382.14,1527.11
2016-02-28 18:00:00,707.76,248.94,371.53,1499.38
2016-02-28 19:00:00,685.36,251.15,366.7,1534.47
2016-02-28 20:00:00,721.19,251.34,363.11,1526.95
2016-02-28 21:00:00,687.5,252.88,362.79,1497.21
2016-02-28 22:00:00,694.49,250.51,366.3,1537.48
2016-02-28 23:00:00,658.47,242.53,364.62,1529.12
2016-02-29 00:00:00,693.18,223.38,364.26,1530.19
2016-02-29 01:00:00,668.28,227.61,363.11,1552.24
2016-02-29 02:00:00,693.92,226.09,361.3,1576.54
2016-02-29 03:00:00,665.75,227.46,359.68,1537.63
2016-02-29 04:00:00,673.8,236.4,359.41,1545.24
2016-02-29 05:00:00,759.82,398.81,373.32,1556.06
2016-02-29 06:00:00,925.91,450.4,472.38,1211.66
2016-02-29 07:00:00,933.56,437.28,1245.08,1321.77
2016-02-29 08:00:00,948.99,479.65,1544.63,1364.93
2016-02-29 09:00:00,991.15,549.75,1563.96,1427.0
2016-02-29 10:00:00,979.46,691.61,1532.45,1483.68
2016-02-29 11:00:00,965.31,731.32,1467.85,1438.24
2016-02-29 12:00:00,940.42,728.23,1399.61,1290.09
2016-02-29 13:00:00,899.92,710.99,1393.88,1399.44
2016-02-29 14:00:00,883.54,702.03,1417.36,1475.21
2016-02-29 15:00:00,849.88,708.92,1374.22,1488.35
2016-02-29 16:00:00,829.01,720.23,1337.05,1494.17
2016-02-29 17:00:00,811.49,531.01,1307.08,1437.95
2016-02-29 18:00:00,785.62,448.93,1327.55,1371.67
2016-02-29 19:00:00,667.26,348.2,929.34,1363.74
2016-02-29 20:00:00,716.78,264.35,499.75,1312.5
2016-02-29 21:00:00,656.83,248.82,473.87,1307.79
2016-02-29 22:00:00,630.05,237.83,443.86,1319.19
2016-02-29 23:00:00,648.65,220.8,392.68,1298.72
2016-03-01 00:00:00,610.45,202.67,371.21,1281.7
2016-03-01 01:00:00,651.96,202.87,370.23,1319.1
2016-03-01 02:00:00,627.45,206.84,372.69,1294.51
2016-03-01 03:00:00,685.57,209.75,373.93,1310.06
2016-03-01 04:00:00,613.92,223.88,368.65,1296.85
2016-03-01 05:00:00,727.91,311.12,375.09,1283.29
2016-03-01 06:00:00,893.7,397.62,452.81,1277.19
2016-03-01 07:00:00,911.17,471.83,1282.98,1309.92
2016-03-01 08:00:00,909.24,499.17,1549.28,1365.58
2016-03-01 09:00:00,903.35,515.82,1505.09,1416.45
2016-03-01 10:00:00,902.76,560.93,1405.94,1478.83
2016-03-01 11:00:00,899.06,556.71,1359.81,1253.36
2016-03-01 12:00:00,891.05,553.56,1412.18,883.24
2016-03-01 13:00:00,887.94,553.04,1415.04,872.08
2016-03-01 14:00:00,897.84,545.68,1351.29,837.88
2016-03-01 15:00:00,877.08,653.68,1315.6,1026.64
2016-03-01 16:00:00,860.54,745.06,1292.01,1520.13
2016-03-01 17:00:00,847.36,710.29,1285.84,1474.73
2016-03-01 18:00:00,834.13,546.22,1264.75,944.74
2016-03-01 19:00:00,746.43,367.76,911.82,1430.5
2016-03-01 20:00:00,689.69,321.08,496.67,1404.82
2016-03-01 21:00:00,649.54,305.32,462.41,1375.61
2016-03-01 22:00:00,627.4,292.15,446.38,1346.56
2016-03-01 23:00:00,627.57,268.92,390.67,1338.54
2016-03-02 00:00:00,629.88,251.13,366.35,1346.86
2016-03-02 01:00:00,627.8,249.65,364.82,1312.05
2016-03-02 02:00:00,630.18,249.36,365.73,1344.91
2016-03-02 03:00:00,627.97,252.14,361.16,1335.99
2016-03-02 04:00:00,622.62,260.99,366.47,1347.64
2016-03-02 05:00:00,675.07,286.2,375.42,1325.16
2016-03-02 06:00:00,834.73,373.25,393.64,1326.03
2016-03-02 07:00:00,839.54,487.81,1095.85,1350.4
2016-03-02 08:00:00,894.2,589.2,1390.89,1402.11
2016-03-02 09:00:00,885.01,612.5,1422.1,1444.34
2016-03-02 10:00:00,903.97,635.99,1338.86,1462.82
2016-03-02 11:00:00,867.99,638.5,1318.54,853.17
2016-03-02 12:00:00,861.56,635.83,1402.38,859.47
2016-03-02 13:00:00,888.46,614.61,1431.94,1389.63
2016-03-02 14:00:00,891.5,617.89,1396.64,1509.63
2016-03-02 15:00:00,848.87,613.3,1346.64,1516.18
2016-03-02 16:00:00,833.94,625.61,1307.1,1704.95
2016-03-02 17:00:00,825.6,610.46,1330.74,1743.57
2016-03-02 18:00:00,816.61,590.87,1354.71,1716.16
2016-03-02 19:00:00,729.25,462.68,984.41,1629.07
2016-03-02 20:00:00,736.84,350.81,547.29,1592.28
2016-03-02 21:00:00,676.95,327.88,478.41,1577.31
2016-03-02 22:00:00,698.25,337.88,446.38,1587.91
2016-03-02 23:00:00,699.28,305.49,396.77,1574.69
2016-03-03 00:00:00,694.63,291.34,384.05,1531.05
2016-03-03 01:00:00,717.36,280.12,423.63,1538.36
2016-03-03 02:00:00,700.15,277.79,382.81,1549.4
2016-03-03 03:00:00,723.6,276.77,378.77,1537.41
2016-03-03 04:00:00,690.98,286.67,379.96,1534.93
2016-03-03 05:00:00,809.79,377.09,393.11,1536.13
2016-03-03 06:00:00,977.32,490.7,471.09,1529.79
2016-03-03 07:00:00,1006.97,601.22,1389.62,1306.02
2016-03-03 08:00:00,1001.12,651.09,1548.51,1388.53
2016-03-03 09:00:00,1002.38,660.77,1536.98,1473.37
2016-03-03 10:00:00,994.69,663.26,1476.08,1518.92
2016-03-03 11:00:00,985.76,668.75,1451.84,1551.54
2016-03-03 12:00:00,955.51,658.88,1384.61,1544.19
2016-03-03 13:00:00,923.82,661.6,1375.09,1554.69
2016-03-03 14:00:00,909.98,662.37,1365.74,1564.13
2016-03-03 15:00:00,891.41,659.96,1344.93,1553.34
2016-03-03 16:00:00,883.82,651.94,1424.68,1938.94
2016-03-03 17:00:00,910.33,661.66,1465.05,1753.28
2016-03-03 18:00:00,907.12,646.67,1486.66,1670.48
2016-03-03 19:00:00,778.14,485.71,1017.25,1643.5
2016-03-03 20:00:00,721.1,359.47,546.86,1587.89
2016-03-03 21:00:00,732.98,338.51,499.12,1610.45
2016-03-03 22:00:00,673.18,324.86,482.58,1566.76
2016-03-03 23:00:00,725.33,290.43,425.46,1571.93
2016-03-04 00:00:00,688.05,278.35,400.42,1556.51
2016-03-04 01:00:00,738.56,284.24,493.69,1566.11
2016-03-04 02:00:00,682.25,282.76,396.31,1575.12
2016-03-04 03:00:00,721.13,284.77,392.55,1549.76
2016-03-04 04:00:00,696.21,294.71,406.82,1565.73
2016-03-04 05:00:00,818.21,403.03,406.88,1535.52
2016-03-04 06:00:00,983.46,519.57,472.37,1657.17
2016-03-04 07:00:00,1001.24,645.4,1427.99,1917.29
2016-03-04 08:00:00,1018.12,675.39,1641.05,1814.09
2016-03-04 09:00:00,1068.4,722.11,1653.26,1858.95
2016-03-04 10:00:00,1086.16,719.42,1661.8,1904.23
2016-03-04 11:00:00,1031.86,693.61,1580.58,1385.1
2016-03-04 12:00:00,1011.79,679.28,1527.3,1499.75
2016-03-04 13:00:00,974.42,677.56,1494.37,1520.92
2016-03-04 14:00:00,962.24,683.8,1493.83,1516.6
2016-03-04 15:00:00,968.01,698.89,1530.12,1512.35
2016-03-04 16:00:00,966.93,678.89,1545.55,1505.06
2016-03-04 17:00:00,962.6,679.76,1541.53,1482.08
2016-03-04 18:00:00,954.66,663.08,1524.03,1442.85
2016-03-04 19:00:00,797.71,527.8,1045.24,1402.9
2016-03-04 20:00:00,727.35,395.4,504.8,1380.22
2016-03-04 21:00:00,705.61,369.19,520.52,1354.46
2016-03-04 22:00:00,685.76,339.96,519.73,1337.55
2016-03-04 23:00:00,709.47,322.62,596.1,1315.77
2016-03-05 00:00:00,696.01,280.47,603.21,1319.73
2016-03-05 01:00:00,712.7,284.84,494.51,1331.14
2016-03-05 02:00:00,712.87,280.26,414.11,1330.33
2016-03-05 03:00:00,722.29,284.68,409.8,1319.06
2016-03-05 04:00:00,703.56,293.05,407.7,1320.26
2016-03-05 05:00:00,722.19,315.69,405.15,1321.58
2016-03-05 06:00:00,763.9,316.35,407.3,1304.29
2016-03-05 07:00:00,745.02,365.14,404.41,1300.97
2016-03-05 08:00:00,773.65,462.5,404.72,1303.71
2016-03-05 09:00:00,730.2,453.69,423.59,1314.14
2016-03-05 10:00:00,761.52,422.42,430.52,1324.12
2016-03-05 11:00:00,707.5,428.17,423.49,1331.88
2016-03-05 12:00:00,725.62,425.39,423.34,1337.1
2016-03-05 13:00:00,689.94,422.89,423.12,1335.6
2016-03-05 14:00:00,709.7,413.01,398.3,1340.88
2016-03-05 15:00:00,666.65,410.46,412.96,1336.36
2016-03-05 16:00:00,665.03,401.89,395.66,1336.87
2016-03-05 17:00:00,641.74,347.86,390.63,1331.38
2016-03-05 18:00:00,701.74,318.42,413.3,1328.94
2016-03-05 19:00:00,703.82,321.96,401.12,1327.91
2016-03-05 20:00:00,714.65,323.62,415.98,1331.57
2016-03-05 21:00:00,720.89,327.94,415.9,1336.94
2016-03-05 22:00:00,715.8,318.87,408.47,1331.23
2016-03-05 23:00:00,723.8,306.76,408.52,1316.67
2016-03-06 00:00:00,719.49,295.66,411.09,1308.09
2016-03-06 01:00:00,732.21,301.33,377.02,1309.41
2016-03-06 02:00:00,722.6,297.03,419.16,1316.53
2016-03-06 03:00:00,732.35,298.57,408.12,1315.2
2016-03-06 04:00:00,713.48,309.71,376.93,1315.89
2016-03-06 05:00:00,739.86,323.94,374.09,1315.31
2016-03-06 06:00:00,767.25,327.72,416.84,1301.61
2016-03-06 07:00:00,772.74,331.73,420.18,1305.89
2016-03-06 08:00:00,780.22,425.11,361.76,1300.45
2016-03-06 09:00:00,735.39,387.11,363.94,1299.2
2016-03-06 10:00:00,767.71,365.55,371.17,1307.82
2016-03-06 11:00:00,727.68,346.43,375.27,1303.48
2016-03-06 12:00:00,702.65,333.33,380.07,1319.64
2016-03-06 13:00:00,698.79,330.37,374.53,1318.31
2016-03-06 14:00:00,686.66,330.58,375.75,1334.15
2016-03-06 15:00:00,691.11,331.63,376.56,1323.58
2016-03-06 16:00:00,643.96,316.93,377.51,1331.19
2016-03-06 17:00:00,639.89,306.16,376.42,1314.82
2016-03-06 18:00:00,644.79,304.31,378.77,1320.49
2016-03-06 19:00:00,675.21,311.71,379.41,748.21
2016-03-06 20:00:00,653.62,318.29,375.59,690.27
2016-03-06 21:00:00,716.45,320.35,379.82,687.15
2016-03-06 22:00:00,671.16,303.83,376.84,688.2
2016-03-06 23:00:00,733.7,302.41,382.41,691.41
2016-03-07 00:00:00,687.06,289.91,399.34,685.18
2016-03-07 01:00:00,741.84,276.78,403.42,680.71
2016-03-07 02:00:00,707.48,274.93,387.89,676.2
2016-03-07 03:00:00,740.19,274.28,383.57,678.86
2016-03-07 04:00:00,700.45,294.23,459.28,672.62
2016-03-07 05:00:00,838.4,524.59,541.99,673.39
2016-03-07 06:00:00,1022.04,651.54,532.95,679.81
2016-03-07 07:00:00,1027.2,652.65,1444.47,1425.76
2016-03-07 08:00:00,1015.81,688.1,1645.21,1997.49
2016-03-07 09:00:00,1016.64,689.86,1598.42,2082.56
2016-03-07 10:00:00,1039.72,688.77,1483.87,2139.05
2016-03-07 11:00:00,998.89,681.33,1431.43,1681.18
2016-03-07 12:00:00,933.68,669.2,1399.49,922.26
2016-03-07 13:00:00,949.42,640.68,1404.97,932.05
2016-03-07 14:00:00,857.35,627.01,1396.84,911.4
2016-03-07 15:00:00,887.94,614.37,1355.89,909.17
2016-03-07 16:00:00,859.65,596.84,1309.84,863.56
2016-03-07 17:00:00,827.23,587.76,1293.24,840.09
2016-03-07 18:00:00,798.23,567.41,1310.7,778.51
2016-03-07 19:00:00,685.09,379.47,917.37,725.51
2016-03-07 20:00:00,661.57,309.05,476.71,701.82
2016-03-07 21:00:00,636.58,293.78,461.33,677.99
2016-03-07 22:00:00,620.28,277.08,452.97,659.21
2016-03-07 23:00:00,631.9,254.7,387.05,649.82
2016-03-08 00:00:00,628.31,246.02,369.63,647.98
2016-03-08 01:00:00,631.14,247.77,365.29,638.33
2016-03-08 02:00:00,650.88,246.77,365.93,635.32
2016-03-08 03:00:00,616.07,248.32,364.9,633.01
2016-03-08 04:00:00,636.24,263.27,369.74,625.12
2016-03-08 05:00:00,671.59,308.78,370.8,621.78
2016-03-08 06:00:00,849.87,375.5,405.65,617.78
2016-03-08 07:00:00,859.06,440.22,1097.13,638.53
2016-03-08 08:00:00,874.58,490.82,1366.6,697.62
2016-03-08 09:00:00,882.42,558.57,1402.39,761.18
2016-03-08 10:00:00,894.46,601.38,1383.99,826.89
2016-03-08 11:00:00,875.27,615.54,1325.52,844.3
2016-03-08 12:00:00,857.32,702.76,1285.78,855.18
2016-03-08 13:00:00,847.77,706.19,1296.74,899.78
2016-03-08 14:00:00,851.87,692.87,1283.48,869.83
2016-03-08 15:00:00,850.72,706.51,1265.25,882.65
2016-03-08 16:00:00,828.68,750.44,1255.22,872.83
2016-03-08 17:00:00,811.98,757.83,1234.43,846.24
2016-03-08 18:00:00,779.14,753.17,1202.22,790.05
2016-03-08 19:00:00,649.91,498.01,1033.53,751.3
2016-03-08 20:00:00,649.29,316.31,800.35,712.65
2016-03-08 21:00:00,611.38,286.91,785.19,702.24
2016-03-08 22:00:00,592.92,273.45,462.34,688.8
2016-03-08 23:00:00,577.37,254.24,399.07,668.17
2016-03-09 00:00:00,581.72,247.12,373.52,678.45
2016-03-09 01:00:00,582.87,245.55,369.28,673.06
2016-03-09 02:00:00,594.75,248.43,370.29,659.75
2016-03-09 03:00:00,578.45,244.58,365.75,668.64
2016-03-09 04:00:00,590.26,264.56,372.32,661.81
2016-03-09 05:00:00,628.13,357.1,369.61,668.28
2016-03-09 06:00:00,778.1,468.01,403.05,670.21
2016-03-09 07:00:00,798.79,595.34,1026.11,692.08
2016-03-09 08:00:00,817.25,624.77,1291.72,753.35
2016-03-09 09:00:00,818.05,689.73,1294.08,814.21
2016-03-09 10:00:00,829.64,739.74,1240.93,884.13
2016-03-09 11:00:00,813.64,758.17,1227.61,899.7
2016-03-09 12:00:00,821.24,791.01,1290.13,900.9
2016-03-09 13:00:00,819.15,799.28,1291.94,914.54
2016-03-09 14:00:00,831.31,794.78,1271.67,868.28
2016-03-09 15:00:00,816.54,802.54,1255.21,818.64
2016-03-09 16:00:00,817.19,803.54,1244.57,846.86
2016-03-09 17:00:00,803.26,787.53,1220.01,846.99
2016-03-09 18:00:00,780.56,763.63,1184.42,801.79
2016-03-09 19:00:00,678.71,501.4,887.15,747.67
2016-03-09 20:00:00,625.06,321.44,537.05,719.21
2016-03-09 21:00:00,606.8,296.3,453.38,708.44
2016-03-09 22:00:00,580.3,276.18,440.58,691.46
2016-03-09 23:00:00,588.22,252.0,388.57,671.95
2016-03-10 00:00:00,583.08,244.18,365.66,681.26
2016-03-10 01:00:00,571.95,245.59,386.37,666.22
2016-03-10 02:00:00,592.63,242.28,364.86,670.41
2016-03-10 03:00:00,589.03,246.13,359.15,674.77
2016-03-10 04:00:00,604.21,259.92,360.41,671.49
2016-03-10 05:00:00,650.26,343.55,371.14,666.15
2016-03-10 06:00:00,762.11,449.46,420.18,665.25
2016-03-10 07:00:00,762.24,575.76,994.49,687.55
