timestamp,Fox_assembly_Gary,Fox_assembly_Christie,Fox_assembly_Leeanne,Rat_assembly_Adolfo,Rat_assembly_Francine,Cockatoo_assembly_Genoveva,Cockatoo_assembly_Mimi
2016-02-10 21:00:00,110.82,21.49,10.59,85.03,50.12,,
2016-02-10 22:00:00,112.2,18.17,11.33,76.8,47.53,,
2016-02-10 23:00:00,98.86,19.86,10.36,70.41,43.27,,
2016-02-11 00:00:00,92.69,16.04,10.79,38.57,42.08,,
2016-02-11 01:00:00,80.53,13.23,9.74,49.5,40.46,,
2016-02-11 02:00:00,77.32,10.99,11.85,39.77,39.99,,
2016-02-11 03:00:00,71.62,7.3,10.06,39.73,39.98,,
2016-02-11 04:00:00,70.77,8.8,9.98,45.66,40.65,,
2016-02-11 05:00:00,71.01,16.83,11.21,50.19,40.66,,
2016-02-11 06:00:00,70.66,8.48,10.16,50.43,40.61,,
2016-02-11 07:00:00,71.07,9.35,12.47,61.21,44.37,,
2016-02-11 08:00:00,75.69,14.34,7.04,47.02,32.09,,
2016-02-11 09:00:00,79.7,19.83,9.65,49.0,31.01,,
2016-02-11 10:00:00,89.76,20.88,10.17,48.44,32.54,,
2016-02-11 11:00:00,90.27,21.28,15.3,45.96,37.38,,
2016-02-11 12:00:00,84.22,21.96,10.65,44.29,37.19,,
2016-02-11 13:00:00,95.56,27.09,8.89,43.81,36.92,,
2016-02-11 14:00:00,100.45,35.18,10.34,38.15,35.91,,
2016-02-11 15:00:00,94.61,33.16,8.93,39.26,36.81,,
2016-02-11 16:00:00,103.44,38.01,13.01,36.13,37.28,,
2016-02-11 17:00:00,92.11,22.55,12.32,50.07,37.99,,
2016-02-11 18:00:00,92.63,17.6,12.34,59.68,47.27,,
2016-02-11 19:00:00,95.63,20.16,13.65,72.11,54.86,,
2016-02-11 20:00:00,88.6,21.25,10.73,83.88,53.35,,
2016-02-11 21:00:00,94.24,22.48,12.14,85.11,52.24,,
2016-02-11 22:00:00,93.2,26.48,10.37,82.92,51.51,,
2016-02-11 23:00:00,91.71,27.61,9.99,79.65,49.03,,
2016-02-12 00:00:00,83.91,26.5,11.41,45.57,47.05,,
2016-02-12 01:00:00,84.48,26.58,10.13,46.99,44.43,,
2016-02-12 02:00:00,76.75,26.23,12.03,46.95,42.62,,
2016-02-12 03:00:00,72.55,25.54,10.91,46.13,42.75,,
2016-02-12 04:00:00,71.92,23.55,10.31,50.33,42.72,,
2016-02-12 05:00:00,74.6,34.15,11.69,49.55,42.62,,
2016-02-12 06:00:00,72.06,31.62,11.01,53.33,42.62,,
2016-02-12 07:00:00,72.66,23.98,11.54,62.95,49.96,,
2016-02-12 08:00:00,73.02,20.26,6.76,52.86,37.31,,
2016-02-12 09:00:00,77.49,17.21,8.16,45.57,36.36,,
2016-02-12 10:00:00,78.13,17.48,11.07,48.5,37.22,,
2016-02-12 11:00:00,93.15,18.14,10.5,42.22,38.07,,
2016-02-12 12:00:00,95.67,20.67,10.83,43.36,37.41,,
2016-02-12 13:00:00,102.46,25.38,8.93,47.46,38.38,,
2016-02-12 14:00:00,93.65,34.19,9.81,47.96,38.11,,
2016-02-12 15:00:00,98.65,34.67,8.89,49.15,37.69,,
2016-02-12 16:00:00,97.86,39.4,12.89,49.82,37.44,,
2016-02-12 17:00:00,93.74,28.52,10.56,63.07,39.33,,
2016-02-12 18:00:00,85.8,14.82,10.86,72.65,48.22,,
2016-02-12 19:00:00,87.4,18.45,11.54,74.02,54.93,,
2016-02-12 20:00:00,90.06,18.33,10.23,79.94,53.38,,
2016-02-12 21:00:00,88.48,22.73,11.72,73.14,52.56,,
2016-02-12 22:00:00,87.08,24.28,10.59,74.0,52.23,,
2016-02-12 23:00:00,80.59,27.16,10.39,72.1,49.85,,
2016-02-13 00:00:00,79.63,26.24,11.82,44.01,47.61,,
2016-02-13 01:00:00,84.29,26.87,11.03,43.23,44.49,,
2016-02-13 02:00:00,75.93,25.45,10.48,44.84,43.53,,
2016-02-13 03:00:00,74.64,24.8,11.45,44.15,43.33,,
2016-02-13 04:00:00,71.1,24.62,10.22,46.46,43.17,,
2016-02-13 05:00:00,68.97,22.37,11.49,49.46,42.74,,
2016-02-13 06:00:00,68.92,21.91,10.83,48.55,42.78,,
2016-02-13 07:00:00,68.92,21.66,11.49,58.65,49.99,,
2016-02-13 08:00:00,68.46,22.92,8.13,45.51,38.06,,
2016-02-13 09:00:00,72.76,18.08,8.66,44.45,35.67,,
2016-02-13 10:00:00,70.73,18.18,10.42,45.7,26.95,,
2016-02-13 11:00:00,77.24,18.63,8.79,43.3,29.45,,
2016-02-13 12:00:00,77.12,19.15,9.78,42.53,30.8,,
2016-02-13 13:00:00,82.3,18.86,9.93,44.71,35.17,,
2016-02-13 14:00:00,103.09,18.94,8.5,44.03,34.68,,
2016-02-13 15:00:00,92.38,17.06,9.59,43.08,34.99,,
2016-02-13 16:00:00,83.25,19.42,11.35,44.96,34.3,,
2016-02-13 17:00:00,91.87,18.8,12.76,66.6,30.72,,
2016-02-13 18:00:00,85.99,19.77,12.65,81.56,38.37,,
2016-02-13 19:00:00,86.92,21.37,11.59,82.84,47.97,,
2016-02-13 20:00:00,91.67,21.89,11.05,93.76,48.37,,
2016-02-13 21:00:00,90.8,23.23,9.87,94.63,48.9,,
2016-02-13 22:00:00,84.94,24.92,10.11,92.49,48.9,,
2016-02-13 23:00:00,88.85,25.84,10.53,92.13,45.59,,
2016-02-14 00:00:00,95.78,25.27,10.02,54.24,44.42,,
2016-02-14 01:00:00,88.24,26.81,11.08,52.38,42.62,,
2016-02-14 02:00:00,80.91,26.32,9.55,52.46,42.6,,
2016-02-14 03:00:00,71.73,22.33,10.4,52.07,42.88,,
2016-02-14 04:00:00,70.44,22.64,10.07,52.25,42.67,,
2016-02-14 05:00:00,69.45,22.48,9.85,52.62,42.67,,
2016-02-14 06:00:00,69.38,20.41,11.33,53.57,42.69,,
2016-02-14 07:00:00,68.88,17.45,10.11,52.83,42.38,,
2016-02-14 08:00:00,69.0,20.13,7.49,50.13,29.43,,
2016-02-14 09:00:00,73.85,20.41,7.47,49.23,28.9,,
2016-02-14 10:00:00,76.11,24.22,7.21,50.0,28.82,,
2016-02-14 11:00:00,94.17,21.32,8.03,47.28,28.91,,
2016-02-14 12:00:00,89.01,15.05,7.43,45.9,29.01,,
2016-02-14 13:00:00,92.14,31.08,7.35,44.65,29.06,,
2016-02-14 14:00:00,84.44,33.13,8.57,42.21,29.14,,
2016-02-14 15:00:00,84.44,34.39,8.07,42.32,29.18,,
2016-02-14 16:00:00,93.57,15.88,11.17,41.35,29.27,,
2016-02-14 17:00:00,97.13,20.03,10.78,56.01,29.0,,
2016-02-14 18:00:00,96.15,19.89,10.21,66.44,37.71,,
2016-02-14 19:00:00,95.87,20.39,11.0,68.37,49.25,,
2016-02-14 20:00:00,98.97,21.53,9.92,88.23,50.43,,
2016-02-14 21:00:00,92.04,24.77,11.82,93.17,50.52,,
2016-02-14 22:00:00,92.25,26.52,10.17,93.34,50.43,,
2016-02-14 23:00:00,92.66,26.38,10.17,90.55,50.79,,
2016-02-15 00:00:00,101.04,26.25,11.11,51.53,44.85,,
2016-02-15 01:00:00,91.5,25.61,10.21,50.74,42.73,,
2016-02-15 02:00:00,78.67,32.03,12.06,49.51,43.19,,
2016-02-15 03:00:00,72.14,26.95,9.85,51.8,42.72,,
2016-02-15 04:00:00,68.91,23.68,10.63,50.16,42.52,,
2016-02-15 05:00:00,68.91,22.08,11.19,49.77,42.89,,
2016-02-15 06:00:00,68.37,24.58,9.81,50.02,42.92,,
2016-02-15 07:00:00,69.22,38.93,10.91,49.25,42.71,,
2016-02-15 08:00:00,71.08,25.21,7.35,47.9,30.69,,
2016-02-15 09:00:00,72.14,22.85,8.01,46.98,29.26,,
2016-02-15 10:00:00,82.61,24.38,11.94,42.84,28.63,,
2016-02-15 11:00:00,88.27,17.71,12.64,46.56,28.34,,
2016-02-15 12:00:00,96.06,16.07,15.27,45.4,28.23,,
2016-02-15 13:00:00,91.12,17.99,8.23,44.02,27.97,,
2016-02-15 14:00:00,94.55,18.58,10.96,45.65,28.12,,
2016-02-15 15:00:00,85.24,17.04,9.58,41.68,27.73,,
2016-02-15 16:00:00,86.58,17.44,13.28,45.68,28.04,,
2016-02-15 17:00:00,91.25,18.65,12.42,59.86,27.88,,
2016-02-15 18:00:00,100.78,17.34,13.78,66.43,37.08,,
2016-02-15 19:00:00,95.79,19.6,10.3,77.62,46.37,,
2016-02-15 20:00:00,99.69,20.57,11.67,89.68,46.56,,
2016-02-15 21:00:00,101.99,22.1,10.28,90.26,47.88,,
2016-02-15 22:00:00,99.11,25.79,10.24,91.54,48.7,,
2016-02-15 23:00:00,89.93,28.04,11.73,76.79,48.02,,
2016-02-16 00:00:00,80.48,25.13,12.03,49.58,46.87,,
2016-02-16 01:00:00,76.65,27.67,11.71,45.52,43.69,,
2016-02-16 02:00:00,78.27,26.34,10.93,45.91,41.97,,
2016-02-16 03:00:00,69.21,25.38,11.96,48.93,42.06,,
2016-02-16 04:00:00,73.71,28.9,10.94,46.13,42.42,,
2016-02-16 05:00:00,69.18,35.65,12.73,49.41,42.18,,
2016-02-16 06:00:00,67.91,25.87,10.8,45.68,47.5,,
2016-02-16 07:00:00,68.79,24.82,10.27,51.84,47.59,,
2016-02-16 08:00:00,72.15,22.65,8.22,39.73,36.42,,
2016-02-16 09:00:00,81.55,19.51,7.57,40.79,35.24,,
2016-02-16 10:00:00,85.44,17.51,12.32,42.11,35.27,,
2016-02-16 11:00:00,94.93,15.89,9.47,44.46,37.19,,
2016-02-16 12:00:00,81.91,18.15,11.78,52.92,37.5,,
2016-02-16 13:00:00,89.5,18.07,9.37,51.72,37.69,,
2016-02-16 14:00:00,91.09,18.64,9.52,52.71,38.92,,
2016-02-16 15:00:00,89.0,17.12,7.55,50.29,38.85,,
2016-02-16 16:00:00,104.05,19.62,12.19,50.21,38.82,,
2016-02-16 17:00:00,103.54,16.8,10.23,62.91,38.91,,
2016-02-16 18:00:00,95.23,19.96,12.31,68.11,46.14,,
2016-02-16 19:00:00,95.98,20.02,10.41,68.35,54.87,,
2016-02-16 20:00:00,99.56,21.81,10.32,77.3,53.82,,
2016-02-16 21:00:00,94.02,23.6,12.01,78.49,51.31,,
2016-02-16 22:00:00,91.7,26.37,10.28,77.19,48.43,,
2016-02-16 23:00:00,89.27,26.41,11.38,73.77,45.78,,
2016-02-17 00:00:00,92.93,25.64,10.1,37.03,44.38,,
2016-02-17 01:00:00,77.35,26.23,11.85,39.41,41.6,,
2016-02-17 02:00:00,72.15,25.76,10.97,36.18,41.48,,
2016-02-17 03:00:00,68.38,24.48,11.62,36.11,41.45,,
2016-02-17 04:00:00,68.07,36.1,11.2,39.1,40.8,,
2016-02-17 05:00:00,67.47,32.23,10.4,37.74,40.76,,
2016-02-17 06:00:00,67.84,25.8,11.99,38.15,41.05,,
2016-02-17 07:00:00,69.25,24.66,9.85,50.67,45.43,,
2016-02-17 08:00:00,73.42,21.04,8.32,51.73,33.61,,
2016-02-17 09:00:00,74.94,15.64,10.18,54.85,32.21,,
2016-02-17 10:00:00,79.01,15.7,9.91,50.96,31.59,,
2016-02-17 11:00:00,88.79,16.96,12.05,51.51,35.96,,
2016-02-17 12:00:00,85.71,19.04,13.77,48.37,35.88,,
2016-02-17 13:00:00,91.29,22.73,8.24,48.17,35.75,,
2016-02-17 14:00:00,92.27,34.59,9.76,47.08,36.12,,
2016-02-17 15:00:00,93.4,33.24,8.32,48.42,36.17,,
2016-02-17 16:00:00,89.66,32.3,11.86,47.7,36.41,,
2016-02-17 17:00:00,93.99,20.68,12.96,58.77,36.58,,
2016-02-17 18:00:00,101.95,16.18,12.42,67.63,44.95,,
2016-02-17 19:00:00,92.47,19.0,13.84,69.56,52.87,,
2016-02-17 20:00:00,88.2,19.95,13.32,78.25,53.05,,
2016-02-17 21:00:00,99.07,22.41,12.92,80.61,52.09,,
2016-02-17 22:00:00,109.06,25.46,10.6,80.21,49.94,,
2016-02-17 23:00:00,100.06,26.66,9.96,79.16,44.51,,
2016-02-18 00:00:00,87.16,26.62,11.73,37.84,42.49,,
2016-02-18 01:00:00,81.94,26.09,9.83,36.16,41.15,,
2016-02-18 02:00:00,73.52,25.4,11.06,36.03,41.47,,
2016-02-18 03:00:00,71.36,25.29,10.08,35.97,41.52,,
2016-02-18 04:00:00,72.45,32.29,9.5,37.44,41.45,,
2016-02-18 05:00:00,72.65,34.31,10.79,37.45,41.38,,
2016-02-18 06:00:00,71.1,28.65,9.91,42.93,42.69,,
2016-02-18 07:00:00,71.87,12.73,10.97,52.52,44.67,,
2016-02-18 08:00:00,72.96,16.81,8.29,50.44,32.08,,
2016-02-18 09:00:00,75.43,18.28,9.72,50.79,32.53,,
2016-02-18 10:00:00,80.43,20.33,10.37,51.04,33.13,,
2016-02-18 11:00:00,80.97,20.41,11.52,49.99,38.3,,
2016-02-18 12:00:00,104.25,20.28,13.92,48.98,38.26,,
2016-02-18 13:00:00,82.56,23.16,9.1,50.56,38.9,,
2016-02-18 14:00:00,88.51,34.75,9.78,49.39,38.77,,
2016-02-18 15:00:00,100.15,33.2,8.87,47.46,38.23,,
2016-02-18 16:00:00,86.38,32.34,12.72,48.22,38.58,,
2016-02-18 17:00:00,89.5,18.3,11.08,61.08,39.26,,
2016-02-18 18:00:00,101.47,18.63,12.24,69.78,46.04,,
2016-02-18 19:00:00,102.3,21.88,12.79,71.64,54.62,,
2016-02-18 20:00:00,96.39,21.93,10.99,79.74,54.2,,
2016-02-18 21:00:00,102.06,24.26,11.66,81.39,52.0,,
2016-02-18 22:00:00,89.27,26.35,10.87,80.41,47.69,,
2016-02-18 23:00:00,94.65,27.25,11.2,74.36,43.76,,
2016-02-19 00:00:00,81.09,25.93,11.04,41.04,43.4,,
2016-02-19 01:00:00,77.32,26.85,10.69,37.82,41.12,,
2016-02-19 02:00:00,73.09,28.78,9.98,40.93,41.26,,
2016-02-19 03:00:00,71.25,35.04,11.62,37.63,40.65,,
2016-02-19 04:00:00,69.89,26.74,10.04,39.36,40.61,,
2016-02-19 05:00:00,69.48,28.48,11.43,40.44,40.75,,
2016-02-19 06:00:00,69.94,24.73,10.92,38.99,41.76,,
2016-02-19 07:00:00,69.64,25.65,10.24,51.84,44.11,,
2016-02-19 08:00:00,75.87,24.87,9.08,38.88,31.01,,
2016-02-19 09:00:00,72.87,22.28,10.1,41.16,27.05,,
2016-02-19 10:00:00,75.27,21.82,12.04,39.62,27.54,,
2016-02-19 11:00:00,91.81,19.25,19.73,38.37,32.27,,
2016-02-19 12:00:00,87.87,20.56,9.43,41.08,33.83,,
2016-02-19 13:00:00,87.31,22.14,10.14,40.87,33.81,,
2016-02-19 14:00:00,96.48,33.96,9.09,36.0,33.1,,
2016-02-19 15:00:00,106.82,33.47,9.25,36.7,32.88,,
2016-02-19 16:00:00,98.14,31.66,13.55,35.11,35.47,,
2016-02-19 17:00:00,92.39,29.83,10.84,57.66,36.75,,
2016-02-19 18:00:00,93.22,18.1,12.54,66.28,44.63,,
2016-02-19 19:00:00,87.3,20.55,10.61,69.03,53.62,,
2016-02-19 20:00:00,86.95,19.93,10.33,79.25,52.35,,
2016-02-19 21:00:00,86.25,24.24,12.98,70.43,50.71,,
2016-02-19 22:00:00,81.32,24.88,10.34,68.08,50.06,,
2016-02-19 23:00:00,84.17,25.0,11.73,67.24,45.84,,
2016-02-20 00:00:00,87.6,25.6,10.15,38.19,42.75,,
2016-02-20 01:00:00,81.46,24.26,10.92,37.22,40.77,,
2016-02-20 02:00:00,76.37,25.01,11.72,36.05,40.66,,
2016-02-20 03:00:00,71.96,23.7,10.38,33.51,40.66,,
2016-02-20 04:00:00,67.65,22.08,12.08,35.06,40.6,,
2016-02-20 05:00:00,67.35,23.42,11.12,37.33,40.72,,
2016-02-20 06:00:00,66.8,18.55,10.16,34.25,40.54,,
2016-02-20 07:00:00,66.62,19.59,11.53,45.43,44.17,,
2016-02-20 08:00:00,67.32,22.01,8.16,32.88,32.26,,
2016-02-20 09:00:00,67.77,20.65,8.33,30.13,30.93,,
2016-02-20 10:00:00,79.34,22.83,9.67,30.26,33.32,,
2016-02-20 11:00:00,73.06,13.25,7.91,29.78,35.34,,
2016-02-20 12:00:00,82.52,14.94,7.63,29.47,35.29,,
2016-02-20 13:00:00,88.82,15.99,8.26,28.38,34.96,,
2016-02-20 14:00:00,96.8,15.71,7.39,29.15,36.24,,
2016-02-20 15:00:00,101.35,16.45,8.97,27.93,36.39,,
2016-02-20 16:00:00,115.85,17.44,9.74,25.91,34.28,,
2016-02-20 17:00:00,98.02,16.46,10.02,36.73,32.15,,
2016-02-20 18:00:00,92.46,15.58,10.92,46.06,36.39,,
2016-02-20 19:00:00,97.94,19.28,9.86,48.87,45.66,,
2016-02-20 20:00:00,91.29,22.67,9.25,60.54,46.06,,
2016-02-20 21:00:00,93.9,21.71,10.45,57.46,48.32,,
2016-02-20 22:00:00,86.49,26.35,10.46,59.12,48.31,,
2016-02-20 23:00:00,80.4,26.81,9.71,61.24,48.3,,
2016-02-21 00:00:00,99.17,25.89,9.85,28.46,48.3,,
2016-02-21 01:00:00,90.53,26.61,9.36,30.13,46.65,,
2016-02-21 02:00:00,76.75,24.91,10.8,31.65,46.66,,
2016-02-21 03:00:00,72.99,23.64,9.22,27.76,46.72,,
2016-02-21 04:00:00,68.51,23.35,9.48,28.93,46.65,,
2016-02-21 05:00:00,67.38,23.44,10.99,32.55,46.61,,
2016-02-21 06:00:00,66.93,21.62,10.33,28.53,46.51,,
2016-02-21 07:00:00,67.11,20.78,10.35,28.78,44.54,,
2016-02-21 08:00:00,69.22,21.5,7.3,29.26,32.69,,
2016-02-21 09:00:00,70.79,16.7,7.74,23.74,32.05,,
2016-02-21 10:00:00,81.5,17.02,9.47,23.77,32.0,,
2016-02-21 11:00:00,84.63,16.59,9.37,26.2,31.64,,
2016-02-21 12:00:00,90.76,18.19,11.43,24.57,29.35,,
2016-02-21 13:00:00,95.64,32.17,9.44,23.5,29.42,,
2016-02-21 14:00:00,96.46,31.89,8.39,23.94,29.31,,
2016-02-21 15:00:00,91.35,26.86,9.12,25.01,29.46,,
2016-02-21 16:00:00,97.16,18.98,9.96,22.91,29.6,,
2016-02-21 17:00:00,107.95,17.22,10.45,36.63,29.92,,
2016-02-21 18:00:00,95.3,18.96,10.71,50.75,37.86,,
2016-02-21 19:00:00,103.08,22.18,9.77,49.88,45.49,,
2016-02-21 20:00:00,105.2,22.09,11.25,59.57,45.51,,
2016-02-21 21:00:00,100.38,24.95,10.17,60.96,45.62,,
2016-02-21 22:00:00,101.58,24.68,10.04,66.01,45.78,,
2016-02-21 23:00:00,98.04,26.36,11.29,62.15,45.76,,
2016-02-22 00:00:00,95.9,25.86,9.59,34.09,45.82,,
2016-02-22 01:00:00,84.64,26.12,9.9,35.45,44.19,,
2016-02-22 02:00:00,82.93,24.07,11.23,33.42,44.15,,
2016-02-22 03:00:00,74.74,22.53,9.53,34.5,44.1,,
2016-02-22 04:00:00,76.07,34.01,10.4,36.9,44.08,,
2016-02-22 05:00:00,69.39,34.93,11.39,35.64,43.96,,
2016-02-22 06:00:00,68.36,24.86,9.6,37.6,43.91,,
2016-02-22 07:00:00,72.32,20.0,11.78,38.3,41.78,,
2016-02-22 08:00:00,72.96,22.37,6.97,33.82,30.77,,
2016-02-22 09:00:00,74.75,20.52,8.31,37.99,29.88,,
2016-02-22 10:00:00,79.14,18.51,9.96,37.68,31.0,,
2016-02-22 11:00:00,95.81,15.51,11.98,35.07,35.58,,
2016-02-22 12:00:00,90.09,17.59,14.16,34.37,35.36,,
2016-02-22 13:00:00,91.69,16.79,9.73,32.44,34.54,,
2016-02-22 14:00:00,92.7,16.13,9.87,35.59,34.91,,
2016-02-22 15:00:00,87.61,17.9,8.54,33.4,35.22,,
2016-02-22 16:00:00,89.06,16.4,11.08,34.09,34.81,,
2016-02-22 17:00:00,107.94,19.32,10.72,44.72,35.48,,
2016-02-22 18:00:00,97.4,18.13,11.79,61.45,42.5,,
2016-02-22 19:00:00,94.04,22.57,11.42,69.84,54.42,,
2016-02-22 20:00:00,91.85,21.36,10.35,76.54,54.17,,
2016-02-22 21:00:00,99.12,21.32,11.24,73.64,51.77,,
2016-02-22 22:00:00,103.8,34.01,10.4,74.83,49.0,,
2016-02-22 23:00:00,102.73,22.66,10.8,67.97,46.1,,
2016-02-23 00:00:00,95.2,23.55,11.57,33.91,45.59,,
2016-02-23 01:00:00,82.51,25.81,9.66,31.9,42.56,,
2016-02-23 02:00:00,78.12,25.94,10.31,33.2,42.15,,
2016-02-23 03:00:00,71.88,26.7,10.72,31.5,42.0,,
2016-02-23 04:00:00,71.91,22.23,9.81,34.22,41.95,,
2016-02-23 05:00:00,69.95,26.5,9.9,34.79,41.8,,
2016-02-23 06:00:00,70.45,28.55,12.4,35.19,42.0,,
2016-02-23 07:00:00,71.06,18.59,10.01,46.68,44.86,,
2016-02-23 08:00:00,72.72,18.84,9.4,47.38,31.31,,
2016-02-23 09:00:00,73.08,18.25,10.24,51.26,27.2,,
2016-02-23 10:00:00,78.21,12.9,10.5,52.61,28.77,,
2016-02-23 11:00:00,94.71,14.13,11.14,51.01,33.03,,
2016-02-23 12:00:00,108.8,13.55,15.61,50.04,33.26,,
2016-02-23 13:00:00,95.11,13.04,8.74,47.45,33.18,,
2016-02-23 14:00:00,81.44,15.53,10.03,48.8,37.88,,
2016-02-23 15:00:00,85.57,17.16,8.41,45.88,37.63,,
2016-02-23 16:00:00,104.93,19.27,11.59,48.98,37.57,,
2016-02-23 17:00:00,102.78,17.74,12.97,61.31,38.79,,
2016-02-23 18:00:00,97.63,21.27,10.63,68.24,45.91,,
2016-02-23 19:00:00,95.1,24.12,10.62,72.05,55.6,,
2016-02-23 20:00:00,98.14,25.79,12.08,77.91,54.91,,
2016-02-23 21:00:00,100.8,25.11,11.06,80.99,53.25,,
2016-02-23 22:00:00,101.25,26.76,10.35,82.89,50.15,,
2016-02-23 23:00:00,96.51,27.26,11.0,73.93,44.93,,
2016-02-24 00:00:00,88.57,23.1,10.04,39.22,43.75,,
2016-02-24 01:00:00,85.73,20.95,10.76,39.36,41.95,,
2016-02-24 02:00:00,80.88,23.07,10.03,38.57,41.18,,
2016-02-24 03:00:00,72.19,24.02,9.82,37.34,40.88,,
2016-02-24 04:00:00,69.71,28.44,11.08,37.38,40.87,,
2016-02-24 05:00:00,69.34,27.0,10.65,41.3,40.65,,
2016-02-24 06:00:00,69.18,20.67,10.62,38.38,40.6,,
2016-02-24 07:00:00,70.75,16.79,11.23,48.09,44.84,,
2016-02-24 08:00:00,73.2,11.89,7.55,49.66,30.58,,
2016-02-24 09:00:00,75.01,12.11,9.41,46.77,27.51,,
2016-02-24 10:00:00,77.47,11.96,10.79,48.01,28.24,,
2016-02-24 11:00:00,99.87,19.48,9.99,47.1,32.81,,
2016-02-24 12:00:00,88.99,28.08,14.6,45.96,36.39,,
2016-02-24 13:00:00,97.59,28.38,8.98,49.42,36.75,,
2016-02-24 14:00:00,96.63,30.06,10.92,52.99,37.35,,
2016-02-24 15:00:00,100.97,29.95,8.76,51.73,37.18,,
2016-02-24 16:00:00,99.01,31.52,12.19,49.0,38.14,,
2016-02-24 17:00:00,102.77,25.71,13.37,57.52,39.7,,
2016-02-24 18:00:00,86.27,18.88,12.26,66.19,47.29,,
2016-02-24 19:00:00,85.28,20.69,12.09,67.2,55.9,,
2016-02-24 20:00:00,90.21,23.85,11.12,75.58,54.93,,
2016-02-24 21:00:00,99.24,24.66,10.23,72.53,50.2,,
2016-02-24 22:00:00,95.79,25.45,11.19,71.78,46.96,,
2016-02-24 23:00:00,103.66,26.73,11.18,65.0,43.96,,
2016-02-25 00:00:00,94.86,26.24,10.27,30.47,43.69,,
2016-02-25 01:00:00,80.38,25.56,11.56,30.43,41.92,,
2016-02-25 02:00:00,74.91,22.63,10.17,29.24,41.24,,
2016-02-25 03:00:00,72.64,23.88,10.14,30.5,41.2,,
2016-02-25 04:00:00,69.83,28.82,11.39,32.46,41.08,,
2016-02-25 05:00:00,68.9,24.37,10.32,31.02,40.96,,
2016-02-25 06:00:00,69.66,19.36,11.25,31.55,41.09,,
2016-02-25 07:00:00,69.58,19.12,10.49,42.85,44.43,,
2016-02-25 08:00:00,70.76,20.66,7.14,40.33,33.35,,
2016-02-25 09:00:00,73.87,17.24,9.24,40.65,27.43,,
2016-02-25 10:00:00,88.85,20.55,9.54,44.36,28.79,,
2016-02-25 11:00:00,79.14,21.51,13.19,42.98,32.11,,
2016-02-25 12:00:00,81.35,22.02,13.01,42.91,32.61,,
2016-02-25 13:00:00,87.03,23.47,9.14,47.44,33.29,,
2016-02-25 14:00:00,90.0,33.5,9.91,48.27,32.69,,
2016-02-25 15:00:00,94.79,32.51,9.33,49.17,35.71,,
2016-02-25 16:00:00,95.62,32.14,10.94,47.0,38.85,,
2016-02-25 17:00:00,89.12,18.38,11.66,61.07,38.64,,
2016-02-25 18:00:00,110.48,16.33,10.69,65.62,44.66,,
2016-02-25 19:00:00,97.36,20.31,11.56,71.65,54.45,,
2016-02-25 20:00:00,97.52,21.83,10.77,81.88,53.45,,
2016-02-25 21:00:00,100.88,23.13,10.71,80.11,51.18,,
2016-02-25 22:00:00,99.24,24.05,12.03,81.79,48.64,,
2016-02-25 23:00:00,92.4,24.68,9.77,76.78,43.89,,
2016-02-26 00:00:00,87.42,25.0,10.13,41.63,42.8,,
2016-02-26 01:00:00,79.43,25.08,10.42,42.28,40.77,,
2016-02-26 02:00:00,76.09,25.35,10.05,40.62,40.79,,
2016-02-26 03:00:00,74.71,24.76,11.06,43.15,40.86,,
2016-02-26 04:00:00,71.91,24.12,9.62,44.57,40.76,,
2016-02-26 05:00:00,70.0,27.42,10.72,42.01,40.83,,
2016-02-26 06:00:00,70.61,25.87,10.93,40.98,41.46,,
2016-02-26 07:00:00,71.63,23.55,10.15,52.9,45.66,,
2016-02-26 08:00:00,73.6,19.87,8.32,54.02,34.56,,
2016-02-26 09:00:00,75.97,19.46,8.29,52.35,31.46,,
2016-02-26 10:00:00,89.74,20.87,8.58,52.61,32.38,,
2016-02-26 11:00:00,95.16,20.77,13.47,52.22,36.95,,
2016-02-26 12:00:00,89.39,19.99,11.27,52.75,37.73,,
2016-02-26 13:00:00,87.77,16.86,9.1,50.4,38.15,,
2016-02-26 14:00:00,90.24,18.62,8.99,49.38,37.88,,
2016-02-26 15:00:00,91.87,15.47,8.48,50.81,37.91,,
2016-02-26 16:00:00,93.8,19.17,9.32,50.64,38.13,,
2016-02-26 17:00:00,107.82,18.07,10.89,62.51,39.17,,
2016-02-26 18:00:00,87.8,17.4,9.87,82.31,44.61,,
2016-02-26 19:00:00,88.71,22.95,11.33,78.67,54.2,,
2016-02-26 20:00:00,90.43,20.67,9.11,74.7,53.7,,
2016-02-26 21:00:00,88.57,22.97,9.3,79.29,50.72,,
2016-02-26 22:00:00,87.42,25.76,10.35,85.59,47.76,,
2016-02-26 23:00:00,83.91,26.03,10.33,79.15,44.49,,
2016-02-27 00:00:00,88.67,26.12,10.41,44.38,42.74,,
2016-02-27 01:00:00,78.04,25.71,9.5,43.92,40.95,,
2016-02-27 02:00:00,76.28,26.36,9.72,43.0,40.89,,
2016-02-27 03:00:00,73.07,25.76,10.65,42.0,40.73,,
2016-02-27 04:00:00,71.89,25.81,9.46,42.04,40.79,,
2016-02-27 05:00:00,70.56,24.82,9.91,43.1,40.7,,
2016-02-27 06:00:00,69.69,22.44,10.44,43.49,40.88,,
2016-02-27 07:00:00,71.04,23.26,9.45,57.03,44.71,,
2016-02-27 08:00:00,70.43,22.9,8.4,41.75,31.31,,
2016-02-27 09:00:00,71.67,21.29,7.52,38.88,29.58,,
