timestamp,Rat_public_Yessenia,Rat_public_Roma,Rat_public_Nelson,Rat_public_Corinne
2016-06-10 03:00:00,133.12,36.44,36.25,26.54
2016-06-10 04:00:00,133.17,36.36,36.03,26.05
2016-06-10 05:00:00,132.55,35.97,35.42,27.22
2016-06-10 06:00:00,148.84,56.11,34.88,27.3
2016-06-10 07:00:00,182.14,73.52,37.3,26.34
2016-06-10 08:00:00,187.81,37.42,43.33,27.52
2016-06-10 09:00:00,187.41,38.62,44.27,26.65
2016-06-10 10:00:00,189.83,56.31,47.98,28.65
2016-06-10 11:00:00,205.54,61.09,46.45,29.72
2016-06-10 12:00:00,200.59,61.65,47.86,29.31
2016-06-10 13:00:00,195.3,63.88,47.3,29.66
2016-06-10 14:00:00,180.85,64.37,47.97,30.73
2016-06-10 15:00:00,184.45,65.75,50.17,32.77
2016-06-10 16:00:00,178.05,64.9,51.44,33.77
2016-06-10 17:00:00,177.74,62.66,49.78,35.11
2016-06-10 18:00:00,178.54,53.8,47.13,36.41
2016-06-10 19:00:00,183.68,48.66,42.77,37.26
2016-06-10 20:00:00,194.92,49.32,42.23,35.81
2016-06-10 21:00:00,190.67,42.46,40.8,35.7
2016-06-10 22:00:00,134.59,38.7,40.84,37.64
2016-06-10 23:00:00,131.72,38.66,39.72,36.48
2016-06-11 00:00:00,130.87,39.32,39.5,32.85
2016-06-11 01:00:00,130.99,38.96,39.19,32.47
2016-06-11 02:00:00,130.09,38.93,38.86,34.41
2016-06-11 03:00:00,132.15,37.06,39.7,31.61
2016-06-11 04:00:00,130.7,36.33,38.35,31.21
2016-06-11 05:00:00,129.39,36.21,38.0,31.25
2016-06-11 06:00:00,152.0,47.02,39.01,34.39
2016-06-11 07:00:00,196.59,40.79,39.31,33.45
2016-06-11 08:00:00,198.84,33.8,42.4,32.38
2016-06-11 09:00:00,208.36,53.35,44.89,35.29
2016-06-11 10:00:00,211.6,66.47,48.71,38.39
2016-06-11 11:00:00,203.91,69.79,51.26,40.21
2016-06-11 12:00:00,199.71,70.78,55.05,42.18
2016-06-11 13:00:00,196.66,75.91,59.83,45.17
2016-06-11 14:00:00,194.08,77.44,59.86,45.33
2016-06-11 15:00:00,212.77,76.65,61.79,47.11
2016-06-11 16:00:00,228.84,75.69,63.0,46.78
2016-06-11 17:00:00,204.92,67.59,61.4,46.96
2016-06-11 18:00:00,193.58,59.9,54.27,48.18
2016-06-11 19:00:00,197.29,54.0,52.41,49.11
2016-06-11 20:00:00,200.86,54.42,52.49,49.4
2016-06-11 21:00:00,197.05,53.37,51.28,48.23
2016-06-11 22:00:00,131.54,39.91,47.19,44.34
2016-06-11 23:00:00,131.45,40.17,46.37,43.71
2016-06-12 00:00:00,130.7,40.13,48.87,41.68
2016-06-12 01:00:00,131.98,40.02,47.17,39.19
2016-06-12 02:00:00,132.78,40.1,44.57,39.08
2016-06-12 03:00:00,135.08,39.77,45.02,37.58
2016-06-12 04:00:00,133.13,39.74,42.66,37.35
2016-06-12 05:00:00,152.08,39.62,42.89,40.04
2016-06-12 06:00:00,161.09,57.33,41.45,43.06
2016-06-12 07:00:00,178.68,72.58,42.41,42.66
2016-06-12 08:00:00,193.56,71.29,43.68,45.85
2016-06-12 09:00:00,208.49,68.36,47.32,47.5
2016-06-12 10:00:00,205.32,66.63,52.84,49.03
2016-06-12 11:00:00,200.81,66.78,53.15,48.41
2016-06-12 12:00:00,200.84,70.02,57.94,49.52
2016-06-12 13:00:00,196.89,76.24,59.58,49.88
2016-06-12 14:00:00,195.04,78.15,62.69,49.58
2016-06-12 15:00:00,195.46,74.84,62.09,49.46
2016-06-12 16:00:00,198.05,68.67,60.21,46.89
2016-06-12 17:00:00,192.89,54.28,55.81,46.33
2016-06-12 18:00:00,191.19,51.24,50.32,44.97
2016-06-12 19:00:00,183.71,48.85,47.69,41.8
2016-06-12 20:00:00,175.71,47.83,43.83,41.08
2016-06-12 21:00:00,177.85,46.97,41.81,40.52
2016-06-12 22:00:00,140.59,38.7,41.13,37.65
2016-06-12 23:00:00,137.0,38.18,40.47,36.48
2016-06-13 00:00:00,131.97,37.77,39.0,37.75
2016-06-13 01:00:00,131.5,37.47,39.41,35.17
2016-06-13 02:00:00,131.57,36.49,37.65,34.72
2016-06-13 03:00:00,129.88,35.79,37.85,33.45
2016-06-13 04:00:00,129.09,35.61,38.16,33.56
2016-06-13 05:00:00,130.88,35.51,35.79,32.52
2016-06-13 06:00:00,147.29,46.51,39.82,32.89
2016-06-13 07:00:00,184.15,47.43,41.27,32.66
2016-06-13 08:00:00,184.8,36.67,44.69,35.11
2016-06-13 09:00:00,185.26,44.77,46.3,34.43
2016-06-13 10:00:00,186.08,61.53,50.95,35.18
2016-06-13 11:00:00,201.35,62.85,49.73,33.51
2016-06-13 12:00:00,200.78,62.3,50.56,34.47
2016-06-13 13:00:00,187.46,62.05,51.11,33.64
2016-06-13 14:00:00,179.0,64.02,50.67,33.33
2016-06-13 15:00:00,161.51,66.08,49.8,35.28
2016-06-13 16:00:00,188.86,67.78,50.73,35.92
2016-06-13 17:00:00,198.03,68.17,52.19,36.1
2016-06-13 18:00:00,201.91,64.62,51.67,37.4
2016-06-13 19:00:00,209.65,62.39,50.26,36.63
2016-06-13 20:00:00,201.62,62.08,48.93,36.84
2016-06-13 21:00:00,190.71,52.47,45.73,37.95
2016-06-13 22:00:00,136.17,38.87,41.06,36.82
2016-06-13 23:00:00,133.46,39.39,40.34,35.91
2016-06-14 00:00:00,130.34,40.77,41.0,34.53
2016-06-14 01:00:00,130.35,38.79,40.03,33.13
2016-06-14 02:00:00,131.05,38.61,39.61,32.24
2016-06-14 03:00:00,130.69,38.69,38.97,33.66
2016-06-14 04:00:00,130.48,36.69,39.26,33.77
2016-06-14 05:00:00,135.86,36.12,37.84,34.08
2016-06-14 06:00:00,156.08,47.18,37.09,32.84
2016-06-14 07:00:00,184.59,52.39,39.83,32.77
2016-06-14 08:00:00,185.23,38.3,44.82,33.49
2016-06-14 09:00:00,187.07,50.53,46.4,32.67
2016-06-14 10:00:00,188.05,60.86,50.34,31.66
2016-06-14 11:00:00,187.1,61.42,49.47,32.38
2016-06-14 12:00:00,191.41,62.71,49.83,29.92
2016-06-14 13:00:00,198.06,63.33,51.45,31.4
2016-06-14 14:00:00,204.14,64.89,52.02,34.34
2016-06-14 15:00:00,208.8,66.26,53.31,36.26
2016-06-14 16:00:00,206.58,66.51,52.23,38.26
2016-06-14 17:00:00,204.34,67.43,53.93,39.55
2016-06-14 18:00:00,202.64,69.15,52.76,39.21
2016-06-14 19:00:00,198.49,62.66,51.83,38.31
2016-06-14 20:00:00,189.05,62.83,49.4,37.34
2016-06-14 21:00:00,176.81,49.63,42.64,37.21
2016-06-14 22:00:00,134.86,38.71,41.01,34.31
2016-06-14 23:00:00,137.77,38.73,39.64,32.98
2016-06-15 00:00:00,136.49,38.94,37.39,32.1
2016-06-15 01:00:00,136.78,38.62,38.68,31.46
2016-06-15 02:00:00,136.69,36.25,38.13,30.27
2016-06-15 03:00:00,138.42,36.44,37.14,30.04
2016-06-15 04:00:00,137.76,36.22,37.82,29.05
2016-06-15 05:00:00,136.94,36.2,36.51,30.99
2016-06-15 06:00:00,155.42,46.97,36.37,32.85
2016-06-15 07:00:00,184.97,52.04,35.63,35.28
2016-06-15 08:00:00,187.8,43.63,41.58,35.05
2016-06-15 09:00:00,193.86,53.17,42.46,35.73
2016-06-15 10:00:00,202.86,60.53,47.99,34.46
2016-06-15 11:00:00,211.04,69.27,48.76,34.45
2016-06-15 12:00:00,208.31,69.1,49.71,35.32
2016-06-15 13:00:00,208.46,70.41,48.83,37.24
2016-06-15 14:00:00,206.7,70.24,53.25,38.87
2016-06-15 15:00:00,207.6,70.17,57.68,39.17
2016-06-15 16:00:00,205.35,71.39,57.9,40.02
2016-06-15 17:00:00,204.35,75.12,56.76,41.82
2016-06-15 18:00:00,201.8,71.64,53.45,40.6
2016-06-15 19:00:00,203.71,67.97,52.14,41.15
2016-06-15 20:00:00,206.54,69.17,51.51,40.27
2016-06-15 21:00:00,203.3,56.84,45.7,41.62
2016-06-15 22:00:00,134.25,39.85,41.46,41.92
2016-06-15 23:00:00,137.72,40.18,40.94,39.61
2016-06-16 00:00:00,152.71,40.12,40.23,38.39
2016-06-16 01:00:00,151.66,39.95,39.65,39.93
2016-06-16 02:00:00,150.06,39.6,39.96,38.23
2016-06-16 03:00:00,154.77,39.53,39.95,37.93
2016-06-16 04:00:00,156.6,36.63,39.42,39.35
2016-06-16 05:00:00,153.44,36.37,37.97,39.41
2016-06-16 06:00:00,168.53,52.39,37.65,40.4
2016-06-16 07:00:00,197.52,53.24,36.96,40.75
2016-06-16 08:00:00,198.36,44.98,36.94,43.05
2016-06-16 09:00:00,205.8,50.06,36.93,39.75
2016-06-16 10:00:00,207.74,48.96,38.56,39.18
2016-06-16 11:00:00,210.76,54.49,39.48,43.05
2016-06-16 12:00:00,209.34,70.94,46.28,45.57
2016-06-16 13:00:00,200.31,74.77,53.37,47.5
2016-06-16 14:00:00,189.61,74.57,56.14,47.47
2016-06-16 15:00:00,188.63,74.42,59.34,47.04
2016-06-16 16:00:00,190.25,76.78,61.05,49.54
2016-06-16 17:00:00,183.27,74.84,59.75,49.48
2016-06-16 18:00:00,185.73,78.86,57.79,48.62
2016-06-16 19:00:00,188.68,74.72,54.19,45.98
2016-06-16 20:00:00,194.76,71.83,50.39,45.18
2016-06-16 21:00:00,193.17,56.13,45.85,44.22
2016-06-16 22:00:00,113.65,12.97,38.03,40.29
2016-06-16 23:00:00,116.77,33.39,35.59,42.02
2016-06-17 00:00:00,127.19,38.89,37.2,38.67
2016-06-17 01:00:00,125.61,38.96,36.25,38.39
2016-06-17 02:00:00,127.73,38.77,36.28,36.26
2016-06-17 03:00:00,128.45,36.76,34.92,36.42
2016-06-17 04:00:00,127.66,35.77,35.04,36.46
2016-06-17 05:00:00,130.02,35.75,35.74,35.62
2016-06-17 06:00:00,147.32,50.68,34.94,34.56
2016-06-17 07:00:00,177.81,68.08,36.76,35.4
2016-06-17 08:00:00,180.38,57.74,39.56,36.91
2016-06-17 09:00:00,181.09,54.33,40.25,33.95
2016-06-17 10:00:00,186.55,55.06,42.84,35.79
2016-06-17 11:00:00,193.36,60.25,47.12,33.41
2016-06-17 12:00:00,206.9,69.59,47.16,35.23
2016-06-17 13:00:00,208.71,69.57,51.51,31.64
2016-06-17 14:00:00,199.73,69.48,52.92,34.71
2016-06-17 15:00:00,179.31,69.85,53.27,34.68
2016-06-17 16:00:00,188.9,68.43,50.37,38.34
2016-06-17 17:00:00,194.6,64.87,48.3,40.96
2016-06-17 18:00:00,198.81,57.6,44.65,41.79
2016-06-17 19:00:00,198.51,55.99,41.27,39.08
2016-06-17 20:00:00,195.52,45.28,39.11,38.51
2016-06-17 21:00:00,189.23,40.95,40.06,37.54
2016-06-17 22:00:00,130.8,16.83,38.13,35.55
2016-06-17 23:00:00,129.12,41.01,37.95,36.19
2016-06-18 00:00:00,132.16,42.27,37.91,36.07
2016-06-18 01:00:00,132.45,43.21,38.17,33.53
2016-06-18 02:00:00,132.69,43.06,38.33,33.27
2016-06-18 03:00:00,133.39,39.78,36.77,34.92
2016-06-18 04:00:00,132.16,35.98,36.41,32.32
2016-06-18 05:00:00,134.35,35.89,35.96,33.72
2016-06-18 06:00:00,151.04,47.37,35.24,32.29
2016-06-18 07:00:00,182.21,42.9,38.97,32.55
2016-06-18 08:00:00,182.88,36.42,43.99,31.43
2016-06-18 09:00:00,186.21,50.35,46.91,32.75
2016-06-18 10:00:00,194.0,63.97,49.79,35.21
2016-06-18 11:00:00,199.56,62.95,51.21,33.08
2016-06-18 12:00:00,205.77,62.01,53.63,36.89
2016-06-18 13:00:00,208.17,63.89,54.39,34.84
2016-06-18 14:00:00,208.36,70.11,54.8,37.41
2016-06-18 15:00:00,208.77,69.78,55.72,35.97
2016-06-18 16:00:00,205.64,67.49,54.95,38.15
2016-06-18 17:00:00,204.33,61.25,54.58,37.71
2016-06-18 18:00:00,197.83,49.53,47.1,39.47
2016-06-18 19:00:00,198.43,49.16,44.35,38.18
2016-06-18 20:00:00,190.26,49.92,41.49,37.12
2016-06-18 21:00:00,187.03,42.66,41.61,36.88
2016-06-18 22:00:00,130.82,41.71,40.7,36.29
2016-06-18 23:00:00,128.45,42.2,39.63,36.09
2016-06-19 00:00:00,127.75,42.47,38.82,35.62
2016-06-19 01:00:00,136.11,42.65,40.19,34.78
2016-06-19 02:00:00,136.05,38.94,38.87,34.19
2016-06-19 03:00:00,135.81,36.17,40.23,34.39
2016-06-19 04:00:00,136.33,35.96,38.99,33.99
2016-06-19 05:00:00,136.36,36.14,39.42,33.98
2016-06-19 06:00:00,150.19,47.05,36.98,34.61
2016-06-19 07:00:00,168.25,41.79,38.53,35.61
2016-06-19 08:00:00,172.46,29.71,41.15,36.17
2016-06-19 09:00:00,188.72,41.93,42.38,35.32
2016-06-19 10:00:00,201.33,60.31,42.99,35.58
2016-06-19 11:00:00,218.84,60.83,46.01,35.08
2016-06-19 12:00:00,216.72,64.1,52.51,34.85
2016-06-19 13:00:00,220.51,64.33,54.8,36.91
2016-06-19 14:00:00,212.39,69.1,58.11,38.16
2016-06-19 15:00:00,211.38,69.64,58.52,39.39
2016-06-19 16:00:00,206.79,66.18,57.53,40.62
2016-06-19 17:00:00,207.45,54.31,53.06,40.1
2016-06-19 18:00:00,205.66,50.2,48.76,39.69
2016-06-19 19:00:00,194.72,50.46,48.53,39.11
2016-06-19 20:00:00,197.08,50.19,43.7,37.47
2016-06-19 21:00:00,197.97,50.22,43.3,36.4
2016-06-19 22:00:00,137.94,42.39,43.25,36.84
2016-06-19 23:00:00,132.03,42.19,41.05,34.6
2016-06-20 00:00:00,131.45,42.91,39.04,34.11
2016-06-20 01:00:00,128.19,42.79,40.86,33.07
2016-06-20 02:00:00,128.96,43.85,38.73,32.04
2016-06-20 03:00:00,129.29,40.26,40.42,30.95
2016-06-20 04:00:00,132.81,35.93,38.69,32.67
2016-06-20 05:00:00,132.59,35.8,38.23,34.87
2016-06-20 06:00:00,151.79,47.39,39.19,35.53
2016-06-20 07:00:00,183.51,42.76,41.14,35.72
2016-06-20 08:00:00,194.91,42.5,47.84,35.95
2016-06-20 09:00:00,200.14,56.08,49.09,39.86
2016-06-20 10:00:00,212.21,65.12,54.99,40.61
2016-06-20 11:00:00,213.43,65.01,57.73,41.11
2016-06-20 12:00:00,209.39,71.14,58.86,41.16
2016-06-20 13:00:00,207.48,68.33,58.74,45.0
2016-06-20 14:00:00,201.81,69.05,60.4,44.14
2016-06-20 15:00:00,201.4,70.9,60.79,45.13
2016-06-20 16:00:00,197.18,70.07,62.05,46.17
2016-06-20 17:00:00,192.7,70.88,61.52,45.94
2016-06-20 18:00:00,188.41,67.81,61.44,46.9
2016-06-20 19:00:00,184.81,68.11,61.86,44.95
2016-06-20 20:00:00,187.29,68.18,58.94,45.16
2016-06-20 21:00:00,187.72,58.74,52.93,44.2
2016-06-20 22:00:00,131.52,46.74,46.9,43.33
2016-06-20 23:00:00,130.91,49.41,47.67,41.07
2016-06-21 00:00:00,132.2,48.69,45.88,41.05
2016-06-21 01:00:00,132.39,48.06,44.01,39.5
2016-06-21 02:00:00,131.45,47.59,44.48,38.28
2016-06-21 03:00:00,131.05,48.27,43.47,38.34
2016-06-21 04:00:00,131.29,47.32,42.83,37.94
2016-06-21 05:00:00,131.61,48.13,42.42,39.88
2016-06-21 06:00:00,150.05,50.9,42.63,41.16
2016-06-21 07:00:00,201.51,51.78,42.66,42.07
2016-06-21 08:00:00,204.75,62.69,50.61,47.56
2016-06-21 09:00:00,205.34,67.51,55.73,47.28
2016-06-21 10:00:00,192.91,71.66,61.81,45.82
2016-06-21 11:00:00,182.24,76.02,63.42,45.43
2016-06-21 12:00:00,184.02,73.83,65.85,47.94
2016-06-21 13:00:00,185.02,76.66,63.51,47.38
2016-06-21 14:00:00,179.54,75.19,59.72,43.34
2016-06-21 15:00:00,187.81,74.61,52.21,43.32
2016-06-21 16:00:00,189.89,74.52,53.95,42.22
2016-06-21 17:00:00,192.83,72.83,53.72,43.02
2016-06-21 18:00:00,196.71,74.72,53.98,41.41
2016-06-21 19:00:00,179.06,73.48,52.92,42.84
2016-06-21 20:00:00,166.3,72.29,52.38,42.99
2016-06-21 21:00:00,185.71,51.86,47.03,42.94
2016-06-21 22:00:00,128.37,44.83,44.14,43.68
2016-06-21 23:00:00,126.66,44.9,41.94,41.78
2016-06-22 00:00:00,126.21,45.15,41.1,40.44
2016-06-22 01:00:00,125.83,44.99,41.64,39.83
2016-06-22 02:00:00,129.7,45.13,40.37,37.19
2016-06-22 03:00:00,131.5,38.45,40.66,38.78
2016-06-22 04:00:00,134.69,36.6,39.42,38.36
2016-06-22 05:00:00,135.3,37.3,39.9,39.74
2016-06-22 06:00:00,154.65,50.4,39.8,37.26
2016-06-22 07:00:00,200.3,55.54,42.56,36.39
2016-06-22 08:00:00,210.82,56.45,46.8,41.03
2016-06-22 09:00:00,212.07,63.07,51.31,40.59
2016-06-22 10:00:00,213.64,67.64,53.06,40.54
2016-06-22 11:00:00,212.54,68.4,52.85,38.37
2016-06-22 12:00:00,209.53,67.54,52.95,38.39
2016-06-22 13:00:00,201.9,65.99,55.01,38.83
2016-06-22 14:00:00,198.51,31.37,55.58,39.12
2016-06-22 15:00:00,196.12,32.08,53.0,39.31
2016-06-22 16:00:00,197.36,53.55,53.38,38.11
2016-06-22 17:00:00,202.15,69.6,51.04,38.46
2016-06-22 18:00:00,205.62,67.74,50.93,38.87
2016-06-22 19:00:00,204.87,69.08,51.31,39.76
2016-06-22 20:00:00,201.65,70.41,50.21,40.23
2016-06-22 21:00:00,194.15,60.51,46.22,40.44
2016-06-22 22:00:00,132.78,42.4,42.95,38.74
2016-06-22 23:00:00,132.11,44.9,42.43,40.25
2016-06-23 00:00:00,144.82,44.83,41.65,40.39
2016-06-23 01:00:00,146.67,44.69,41.01,37.46
2016-06-23 02:00:00,145.7,44.76,40.87,39.58
2016-06-23 03:00:00,146.48,45.17,40.2,37.91
2016-06-23 04:00:00,144.55,44.36,40.56,39.17
2016-06-23 05:00:00,144.91,44.53,40.0,38.54
2016-06-23 06:00:00,164.85,51.45,42.52,36.74
2016-06-23 07:00:00,198.92,55.7,40.44,38.35
2016-06-23 08:00:00,197.01,50.44,38.5,37.79
2016-06-23 09:00:00,202.07,56.28,39.49,40.24
2016-06-23 10:00:00,204.27,55.27,42.02,38.4
2016-06-23 11:00:00,204.98,54.1,38.8,36.62
2016-06-23 12:00:00,207.04,60.23,43.24,38.28
2016-06-23 13:00:00,201.33,73.63,50.46,38.18
2016-06-23 14:00:00,193.99,74.13,50.68,38.11
2016-06-23 15:00:00,190.62,73.29,52.97,39.84
2016-06-23 16:00:00,185.25,72.57,54.55,41.15
2016-06-23 17:00:00,186.01,73.29,54.38,42.95
2016-06-23 18:00:00,192.83,74.23,51.59,42.02
2016-06-23 19:00:00,194.53,72.42,52.47,42.92
2016-06-23 20:00:00,195.73,73.62,51.51,41.94
2016-06-23 21:00:00,195.14,60.21,48.69,42.95
2016-06-23 22:00:00,136.25,28.18,41.67,42.55
2016-06-23 23:00:00,135.14,45.57,42.55,42.24
2016-06-24 00:00:00,133.94,45.7,39.38,39.67
2016-06-24 01:00:00,136.03,45.74,39.94,38.67
2016-06-24 02:00:00,133.28,45.21,37.47,37.49
2016-06-24 03:00:00,131.51,46.33,38.42,36.83
2016-06-24 04:00:00,131.31,42.73,40.64,38.91
2016-06-24 05:00:00,136.18,36.55,38.83,39.37
2016-06-24 06:00:00,157.19,53.29,38.97,39.16
2016-06-24 07:00:00,206.58,56.99,38.84,39.49
2016-06-24 08:00:00,208.26,51.51,43.9,39.6
2016-06-24 09:00:00,194.48,62.62,45.52,42.05
2016-06-24 10:00:00,171.88,75.78,49.61,41.16
2016-06-24 11:00:00,164.16,72.21,52.8,44.66
2016-06-24 12:00:00,188.05,72.32,55.06,47.19
2016-06-24 13:00:00,194.48,72.69,56.96,45.63
2016-06-24 14:00:00,198.23,73.82,54.36,47.56
2016-06-24 15:00:00,204.35,73.83,56.51,46.04
2016-06-24 16:00:00,194.16,72.66,57.24,45.15
2016-06-24 17:00:00,186.58,68.37,56.89,44.9
2016-06-24 18:00:00,186.79,58.32,49.45,44.65
2016-06-24 19:00:00,193.63,57.67,47.22,43.88
2016-06-24 20:00:00,197.52,51.59,41.77,43.08
2016-06-24 21:00:00,197.75,45.44,40.84,42.55
2016-06-24 22:00:00,131.28,45.39,41.26,41.85
2016-06-24 23:00:00,130.26,45.29,39.7,40.56
2016-06-25 00:00:00,129.41,45.08,41.38,40.18
2016-06-25 01:00:00,126.91,45.45,39.73,37.15
2016-06-25 02:00:00,131.29,44.78,38.07,37.66
2016-06-25 03:00:00,134.84,44.55,37.48,37.84
2016-06-25 04:00:00,135.98,37.09,37.82,38.49
2016-06-25 05:00:00,136.58,37.42,39.8,38.94
2016-06-25 06:00:00,156.39,53.86,38.31,37.0
2016-06-25 07:00:00,201.05,55.89,39.98,40.02
2016-06-25 08:00:00,203.47,47.73,42.97,40.93
2016-06-25 09:00:00,207.94,58.16,52.47,42.08
2016-06-25 10:00:00,210.02,70.86,50.41,39.26
2016-06-25 11:00:00,208.67,75.46,54.61,39.12
2016-06-25 12:00:00,207.42,73.41,56.72,38.35
2016-06-25 13:00:00,205.88,74.29,56.01,38.03
2016-06-25 14:00:00,202.52,75.06,55.88,36.91
2016-06-25 15:00:00,200.78,70.18,57.11,40.03
2016-06-25 16:00:00,199.47,68.82,57.87,44.56
2016-06-25 17:00:00,193.38,67.16,55.36,45.83
2016-06-25 18:00:00,191.31,58.27,48.59,45.83
2016-06-25 19:00:00,195.02,52.86,45.56,42.44
2016-06-25 20:00:00,198.1,52.34,43.19,40.93
2016-06-25 21:00:00,196.24,41.08,40.96,39.94
2016-06-25 22:00:00,137.72,25.21,41.74,39.48
2016-06-25 23:00:00,136.47,42.84,40.77,38.39
2016-06-26 00:00:00,133.26,43.0,38.7,36.41
2016-06-26 01:00:00,133.37,43.86,39.7,34.79
2016-06-26 02:00:00,138.82,43.06,39.77,33.84
2016-06-26 03:00:00,139.02,43.4,38.46,34.11
2016-06-26 04:00:00,138.9,40.4,39.03,33.09
2016-06-26 05:00:00,138.39,36.27,38.4,35.9
2016-06-26 06:00:00,151.91,47.68,37.95,38.11
2016-06-26 07:00:00,168.01,34.32,39.65,39.13
2016-06-26 08:00:00,175.5,40.39,41.54,39.87
2016-06-26 09:00:00,206.25,55.85,42.36,38.92
2016-06-26 10:00:00,208.03,59.92,43.05,39.88
2016-06-26 11:00:00,211.15,62.55,46.98,38.61
2016-06-26 12:00:00,211.59,65.84,49.71,39.02
2016-06-26 13:00:00,209.3,68.46,53.8,40.52
2016-06-26 14:00:00,205.87,68.4,55.06,41.35
2016-06-26 15:00:00,199.0,69.43,56.64,39.99
2016-06-26 16:00:00,199.29,65.28,55.7,41.52
2016-06-26 17:00:00,202.79,56.5,50.06,40.9
2016-06-26 18:00:00,198.96,53.91,45.88,41.34
2016-06-26 19:00:00,190.39,51.01,44.83,40.02
2016-06-26 20:00:00,190.03,50.92,41.63,38.89
2016-06-26 21:00:00,184.44,47.89,41.86,37.8
2016-06-26 22:00:00,133.21,42.75,40.01,37.62
2016-06-26 23:00:00,131.48,42.56,39.95,36.68
2016-06-27 00:00:00,131.37,42.93,39.17,33.78
2016-06-27 01:00:00,137.97,42.91,39.54,35.62
2016-06-27 02:00:00,139.07,42.57,38.66,34.6
2016-06-27 03:00:00,138.26,39.38,39.66,35.19
2016-06-27 04:00:00,136.11,35.72,38.72,32.3
2016-06-27 05:00:00,137.75,35.78,38.33,35.3
2016-06-27 06:00:00,155.04,50.47,37.37,35.95
2016-06-27 07:00:00,191.45,55.9,40.45,36.68
2016-06-27 08:00:00,196.36,52.68,45.8,38.52
2016-06-27 09:00:00,207.9,60.93,48.48,38.12
2016-06-27 10:00:00,205.68,67.36,54.14,41.14
2016-06-27 11:00:00,205.49,70.33,57.59,41.16
2016-06-27 12:00:00,201.85,69.0,57.89,43.13
2016-06-27 13:00:00,193.46,71.64,58.7,41.87
2016-06-27 14:00:00,191.48,74.75,61.22,42.4
2016-06-27 15:00:00,192.56,74.87,61.17,41.96
2016-06-27 16:00:00,191.59,75.72,60.45,42.14
2016-06-27 17:00:00,191.97,78.3,59.72,43.19
2016-06-27 18:00:00,191.26,78.92,57.97,43.37
2016-06-27 19:00:00,188.85,80.29,56.1,43.67
2016-06-27 20:00:00,191.46,77.78,55.4,43.89
2016-06-27 21:00:00,194.74,66.96,48.4,43.27
2016-06-27 22:00:00,132.56,44.68,45.43,43.3
2016-06-27 23:00:00,133.45,45.8,42.08,43.02
2016-06-28 00:00:00,132.26,46.49,42.35,41.77
2016-06-28 01:00:00,134.93,45.48,44.54,40.43
2016-06-28 02:00:00,133.37,45.39,40.91,40.17
2016-06-28 03:00:00,133.84,45.91,41.01,40.75
2016-06-28 04:00:00,134.21,45.34,43.79,40.24
2016-06-28 05:00:00,135.15,45.54,43.83,42.03
2016-06-28 06:00:00,159.45,54.84,39.5,42.48
2016-06-28 07:00:00,205.56,61.69,41.66,42.66
2016-06-28 08:00:00,206.95,66.06,46.89,43.7
2016-06-28 09:00:00,209.7,77.0,49.63,42.69
2016-06-28 10:00:00,203.95,77.38,56.58,43.99
2016-06-28 11:00:00,192.4,78.63,58.11,45.21
2016-06-28 12:00:00,195.52,80.76,56.99,45.06
2016-06-28 13:00:00,203.6,78.93,56.37,43.74
2016-06-28 14:00:00,213.56,78.53,59.53,44.66
2016-06-28 15:00:00,219.45,79.01,61.93,46.48
2016-06-28 16:00:00,219.51,83.43,63.47,45.8
2016-06-28 17:00:00,220.2,81.48,62.66,45.22
2016-06-28 18:00:00,204.69,78.78,58.52,46.32
2016-06-28 19:00:00,188.55,78.07,53.07,44.01
2016-06-28 20:00:00,191.96,73.3,49.58,42.89
2016-06-28 21:00:00,191.08,64.71,45.43,39.39
2016-06-28 22:00:00,133.75,44.15,40.81,39.86
2016-06-28 23:00:00,136.24,43.66,39.68,38.79
2016-06-29 00:00:00,139.51,45.46,39.36,35.15
2016-06-29 01:00:00,139.56,43.85,36.97,36.75
2016-06-29 02:00:00,137.94,44.45,38.13,37.04
2016-06-29 03:00:00,137.13,36.67,37.66,35.49
2016-06-29 04:00:00,136.79,36.25,36.86,36.97
2016-06-29 05:00:00,137.62,36.26,36.34,38.05
2016-06-29 06:00:00,158.45,50.18,35.72,37.91
2016-06-29 07:00:00,203.84,53.68,38.83,42.65
2016-06-29 08:00:00,206.2,56.54,47.27,41.59
2016-06-29 09:00:00,210.0,69.14,48.56,41.41
2016-06-29 10:00:00,210.48,74.41,51.61,38.5
2016-06-29 11:00:00,204.99,65.3,54.18,37.06
2016-06-29 12:00:00,201.94,51.79,51.57,37.61
2016-06-29 13:00:00,197.18,62.48,54.99,36.76
2016-06-29 14:00:00,195.31,71.0,55.07,36.97
2016-06-29 15:00:00,194.69,70.52,55.84,38.49
2016-06-29 16:00:00,191.92,69.7,57.29,38.78
2016-06-29 17:00:00,195.09,69.18,54.99,40.23
2016-06-29 18:00:00,193.97,69.79,54.79,40.01
2016-06-29 19:00:00,190.62,69.96,50.5,38.79
2016-06-29 20:00:00,197.78,69.84,47.52,36.03
2016-06-29 21:00:00,192.48,46.07,43.87,37.44
2016-06-29 22:00:00,132.87,37.13,40.25,35.52
2016-06-29 23:00:00,141.16,47.97,39.13,33.89
2016-06-30 00:00:00,152.72,47.58,38.73,31.44
2016-06-30 01:00:00,154.88,47.13,38.06,31.59
2016-06-30 02:00:00,156.17,47.49,37.81,31.84
2016-06-30 03:00:00,155.85,41.79,38.05,31.12
