timestamp,Fox_public_Denny,Bear_public_Orville
2016-06-13 17:00:00,165.06,52.2
2016-06-13 18:00:00,157.11,52.6
2016-06-13 19:00:00,150.67,40.0
2016-06-13 20:00:00,142.11,37.5
2016-06-13 21:00:00,136.8,26.6
2016-06-13 22:00:00,132.35,14.9
2016-06-13 23:00:00,132.8,15.0
2016-06-14 00:00:00,119.22,15.0
2016-06-14 01:00:00,124.17,14.9
2016-06-14 02:00:00,120.5,15.0
2016-06-14 03:00:00,121.56,14.8
2016-06-14 04:00:00,122.64,14.7
2016-06-14 05:00:00,121.54,14.3
2016-06-14 06:00:00,126.05,14.4
2016-06-14 07:00:00,133.17,26.5
2016-06-14 08:00:00,139.46,45.9
2016-06-14 09:00:00,154.38,49.4
2016-06-14 10:00:00,161.41,56.6
2016-06-14 11:00:00,173.55,61.2
2016-06-14 12:00:00,177.89,63.2272
2016-06-14 13:00:00,180.33,63.9
2016-06-14 14:00:00,180.06,64.3
2016-06-14 15:00:00,179.06,62.2
2016-06-14 16:00:00,177.42,63.1
2016-06-14 17:00:00,168.5,59.6
2016-06-14 18:00:00,162.42,52.2
2016-06-14 19:00:00,159.94,40.3
2016-06-14 20:00:00,148.21,37.7
2016-06-14 21:00:00,140.84,26.7
2016-06-14 22:00:00,138.25,15.0
2016-06-14 23:00:00,135.64,14.8
2016-06-15 00:00:00,130.14,15.0
2016-06-15 01:00:00,126.29,14.8
2016-06-15 02:00:00,121.43,14.8
2016-06-15 03:00:00,120.03,14.9
2016-06-15 04:00:00,117.17,14.7
2016-06-15 05:00:00,124.63,14.4
2016-06-15 06:00:00,119.99,14.3
2016-06-15 07:00:00,128.31,26.3
2016-06-15 08:00:00,138.88,45.8
2016-06-15 09:00:00,149.33,47.9
2016-06-15 10:00:00,164.34,48.5
2016-06-15 11:00:00,175.34,53.6
2016-06-15 12:00:00,181.24,55.2
2016-06-15 13:00:00,185.74,55.2415
2016-06-15 14:00:00,183.3,54.7
2016-06-15 15:00:00,183.53,54.0
2016-06-15 16:00:00,179.74,53.3
2016-06-15 17:00:00,169.71,52.8
2016-06-15 18:00:00,159.75,52.7
2016-06-15 19:00:00,153.69,40.9
2016-06-15 20:00:00,149.35,38.0
2016-06-15 21:00:00,142.43,27.5
2016-06-15 22:00:00,140.22,15.9
2016-06-15 23:00:00,136.62,15.7
2016-06-16 00:00:00,130.24,15.8
2016-06-16 01:00:00,127.43,15.7
2016-06-16 02:00:00,118.95,15.8
2016-06-16 03:00:00,119.6,15.8
2016-06-16 04:00:00,118.22,15.6
2016-06-16 05:00:00,119.7,15.4
2016-06-16 06:00:00,122.42,15.3
2016-06-16 07:00:00,130.56,27.2
2016-06-16 08:00:00,148.29,50.5
2016-06-16 09:00:00,157.47,53.2
2016-06-16 10:00:00,165.79,55.4
2016-06-16 11:00:00,174.71,62.9
2016-06-16 12:00:00,178.38,64.0
2016-06-16 13:00:00,183.97,64.7
2016-06-16 14:00:00,183.84,66.5
2016-06-16 15:00:00,188.27,67.5
2016-06-16 16:00:00,186.51,66.3
2016-06-16 17:00:00,175.05,63.7
2016-06-16 18:00:00,167.17,64.0
2016-06-16 19:00:00,160.17,42.8
2016-06-16 20:00:00,149.24,38.0
2016-06-16 21:00:00,141.01,27.5
2016-06-16 22:00:00,141.26,15.7
2016-06-16 23:00:00,133.5,16.1
2016-06-17 00:00:00,128.21,16.0
2016-06-17 01:00:00,131.74,15.9
2016-06-17 02:00:00,122.61,16.0
2016-06-17 03:00:00,118.09,15.9
2016-06-17 04:00:00,119.39,15.7
2016-06-17 05:00:00,119.64,15.7
2016-06-17 06:00:00,120.74,15.4
2016-06-17 07:00:00,131.93,27.5
2016-06-17 08:00:00,145.02,58.4
2016-06-17 09:00:00,156.21,65.8
2016-06-17 10:00:00,169.07,64.1
2016-06-17 11:00:00,171.99,64.5
2016-06-17 12:00:00,180.16,67.0
2016-06-17 13:00:00,186.52,70.7
2016-06-17 14:00:00,187.59,69.3
2016-06-17 15:00:00,190.64,67.9
2016-06-17 16:00:00,183.48,66.4
2016-06-17 17:00:00,176.76,57.6
2016-06-17 18:00:00,168.2,54.5
2016-06-17 19:00:00,163.84,42.4
2016-06-17 20:00:00,154.72,39.4
2016-06-17 21:00:00,143.6,28.6
2016-06-17 22:00:00,140.26,16.9
2016-06-17 23:00:00,133.25,16.6
2016-06-18 00:00:00,129.84,17.168
2016-06-18 01:00:00,131.3,15.6
2016-06-18 02:00:00,118.31,15.7
2016-06-18 03:00:00,119.45,15.7
2016-06-18 04:00:00,119.87,15.7
2016-06-18 05:00:00,120.29,15.4
2016-06-18 06:00:00,117.16,15.2195
2016-06-18 07:00:00,125.95,15.2
2016-06-18 08:00:00,138.5,23.9
2016-06-18 09:00:00,154.68,27.1
2016-06-18 10:00:00,166.34,33.3
2016-06-18 11:00:00,169.98,46.3
2016-06-18 12:00:00,178.3,61.0
2016-06-18 13:00:00,188.58,61.7
2016-06-18 14:00:00,192.48,61.7
2016-06-18 15:00:00,190.54,63.1
2016-06-18 16:00:00,190.93,64.7
2016-06-18 17:00:00,185.02,66.0
2016-06-18 18:00:00,179.42,53.5
2016-06-18 19:00:00,177.94,20.3
2016-06-18 20:00:00,168.34,16.3
2016-06-18 21:00:00,161.7,16.1
2016-06-18 22:00:00,155.99,16.1
2016-06-18 23:00:00,149.21,15.9
2016-06-19 00:00:00,142.54,16.2
2016-06-19 01:00:00,140.06,15.9
2016-06-19 02:00:00,133.38,16.2
2016-06-19 03:00:00,134.55,16.0
2016-06-19 04:00:00,129.96,15.7
2016-06-19 05:00:00,131.66,15.8
2016-06-19 06:00:00,130.02,15.4
2016-06-19 07:00:00,131.43,15.6
2016-06-19 08:00:00,143.13,33.1
2016-06-19 09:00:00,156.32,40.4
2016-06-19 10:00:00,172.55,41.6
2016-06-19 11:00:00,186.09,54.1
2016-06-19 12:00:00,192.08,68.0
2016-06-19 13:00:00,196.96,68.6
2016-06-19 14:00:00,200.24,68.9
2016-06-19 15:00:00,209.78,69.1
2016-06-19 16:00:00,209.48,68.5
2016-06-19 17:00:00,204.02,69.0
2016-06-19 18:00:00,202.87,69.1
2016-06-19 19:00:00,195.64,46.9
2016-06-19 20:00:00,184.36,41.6
2016-06-19 21:00:00,174.84,29.4
2016-06-19 22:00:00,167.05,16.3
2016-06-19 23:00:00,161.63,16.3
2016-06-20 00:00:00,158.83,16.2
2016-06-20 01:00:00,156.31,16.2
2016-06-20 02:00:00,155.15,16.1
2016-06-20 03:00:00,149.66,16.1
2016-06-20 04:00:00,142.23,15.9
2016-06-20 05:00:00,139.93,15.8
2016-06-20 06:00:00,140.6,15.4
2016-06-20 07:00:00,157.3,27.4
2016-06-20 08:00:00,169.22,59.4
2016-06-20 09:00:00,179.15,67.3
2016-06-20 10:00:00,194.12,72.5
2016-06-20 11:00:00,203.09,76.4
2016-06-20 12:00:00,207.8,78.2
2016-06-20 13:00:00,217.16,78.6
2016-06-20 14:00:00,219.17,82.2
2016-06-20 15:00:00,220.17,83.8
2016-06-20 16:00:00,218.49,83.5
2016-06-20 17:00:00,206.86,78.1
2016-06-20 18:00:00,197.0,71.4
2016-06-20 19:00:00,188.45,42.9
2016-06-20 20:00:00,181.95,37.7
2016-06-20 21:00:00,176.46,26.9
2016-06-20 22:00:00,166.81,15.7
2016-06-20 23:00:00,165.03,15.3
2016-06-21 00:00:00,160.28,15.4
2016-06-21 01:00:00,155.72,15.6
2016-06-21 02:00:00,151.42,15.4
2016-06-21 03:00:00,147.33,15.3
2016-06-21 04:00:00,143.74,15.1
2016-06-21 05:00:00,142.46,15.2
2016-06-21 06:00:00,140.44,14.7
2016-06-21 07:00:00,149.29,26.8
2016-06-21 08:00:00,169.42,59.6
2016-06-21 09:00:00,176.82,69.2
2016-06-21 10:00:00,187.48,75.3
2016-06-21 11:00:00,199.95,80.9
2016-06-21 12:00:00,201.53,82.8
2016-06-21 13:00:00,208.84,82.6
2016-06-21 14:00:00,210.56,81.4
2016-06-21 15:00:00,213.6,82.5
2016-06-21 16:00:00,205.57,81.8
2016-06-21 17:00:00,198.87,78.7
2016-06-21 18:00:00,189.62,74.7
2016-06-21 19:00:00,178.62,43.1
2016-06-21 20:00:00,175.43,38.0
2016-06-21 21:00:00,166.64,27.0
2016-06-21 22:00:00,160.99,15.6
2016-06-21 23:00:00,156.68,15.4
2016-06-22 00:00:00,148.99,15.4
2016-06-22 01:00:00,146.08,15.3
2016-06-22 02:00:00,147.77,15.3
2016-06-22 03:00:00,139.22,15.3
2016-06-22 04:00:00,139.68,15.0
2016-06-22 05:00:00,137.38,15.2
2016-06-22 06:00:00,140.19,14.6
2016-06-22 07:00:00,145.49,26.5
2016-06-22 08:00:00,168.3,49.8
2016-06-22 09:00:00,179.4,52.1
2016-06-22 10:00:00,183.61,53.6
2016-06-22 11:00:00,201.38,59.0
2016-06-22 12:00:00,202.96,65.3
2016-06-22 13:00:00,208.91,65.6
2016-06-22 14:00:00,208.89,67.0
2016-06-22 15:00:00,211.97,69.2
2016-06-22 16:00:00,207.56,68.9
2016-06-22 17:00:00,202.19,64.4
2016-06-22 18:00:00,193.32,62.9
2016-06-22 19:00:00,179.38,42.0
2016-06-22 20:00:00,170.61,37.3
2016-06-22 21:00:00,166.88,26.6
2016-06-22 22:00:00,157.49,15.1237
2016-06-22 23:00:00,155.26,15.2
2016-06-23 00:00:00,147.23,15.1
2016-06-23 01:00:00,145.32,14.9
2016-06-23 02:00:00,144.12,15.1
2016-06-23 03:00:00,140.63,14.7
2016-06-23 04:00:00,138.5,14.9
2016-06-23 05:00:00,137.66,14.7
2016-06-23 06:00:00,140.29,14.4
2016-06-23 07:00:00,156.77,26.2
2016-06-23 08:00:00,166.83,47.4
2016-06-23 09:00:00,179.71,54.7
2016-06-23 10:00:00,184.87,62.1
2016-06-23 11:00:00,198.31,66.6
2016-06-23 12:00:00,198.8,71.7
2016-06-23 13:00:00,201.59,73.6
2016-06-23 14:00:00,209.91,79.2
2016-06-23 15:00:00,213.2,81.2
2016-06-23 16:00:00,202.39,82.2
2016-06-23 17:00:00,175.39,79.1
2016-06-23 18:00:00,172.32,70.0
2016-06-23 19:00:00,162.96,43.5
2016-06-23 20:00:00,163.92,36.8
2016-06-23 21:00:00,153.88,26.7
2016-06-23 22:00:00,150.85,15.5
2016-06-23 23:00:00,147.72,15.5
2016-06-24 00:00:00,145.9,15.5
2016-06-24 01:00:00,140.33,15.3
2016-06-24 02:00:00,136.46,15.4
2016-06-24 03:00:00,139.67,15.0
2016-06-24 04:00:00,136.01,15.2
2016-06-24 05:00:00,135.16,15.0
2016-06-24 06:00:00,132.3,14.9
2016-06-24 07:00:00,141.9,26.6
2016-06-24 08:00:00,160.09,47.6
2016-06-24 09:00:00,171.22,55.4
2016-06-24 10:00:00,181.3,60.9
2016-06-24 11:00:00,192.9,63.4
2016-06-24 12:00:00,198.75,66.4
2016-06-24 13:00:00,198.14,71.3
2016-06-24 14:00:00,204.0,75.7
2016-06-24 15:00:00,200.61,77.7
2016-06-24 16:00:00,195.42,78.4
2016-06-24 17:00:00,187.84,79.3022
2016-06-24 18:00:00,182.82,79.0
2016-06-24 19:00:00,173.22,46.3
2016-06-24 20:00:00,172.92,37.9
2016-06-24 21:00:00,161.76,27.1
2016-06-24 22:00:00,151.79,15.4
2016-06-24 23:00:00,149.58,15.6
2016-06-25 00:00:00,140.19,15.3
2016-06-25 01:00:00,138.29,15.5
2016-06-25 02:00:00,137.42,15.2
2016-06-25 03:00:00,139.39,15.4
2016-06-25 04:00:00,137.03,15.1
2016-06-25 05:00:00,134.36,15.1
2016-06-25 06:00:00,132.53,15.0
2016-06-25 07:00:00,134.45,14.8
2016-06-25 08:00:00,148.07,32.5
2016-06-25 09:00:00,151.73,41.6
2016-06-25 10:00:00,161.91,45.0
2016-06-25 11:00:00,166.1,63.7
2016-06-25 12:00:00,176.12,78.8
2016-06-25 13:00:00,181.24,79.6
2016-06-25 14:00:00,183.62,79.9
2016-06-25 15:00:00,186.46,80.0
2016-06-25 16:00:00,183.63,80.7
2016-06-25 17:00:00,179.29,80.1
2016-06-25 18:00:00,178.7,66.3
2016-06-25 19:00:00,171.89,23.3
2016-06-25 20:00:00,162.73,15.4
2016-06-25 21:00:00,161.17,15.4
2016-06-25 22:00:00,154.7,15.4
2016-06-25 23:00:00,148.63,15.5
2016-06-26 00:00:00,141.2,15.2
2016-06-26 01:00:00,143.84,15.4
2016-06-26 02:00:00,143.78,15.2
2016-06-26 03:00:00,140.41,15.2
2016-06-26 04:00:00,142.38,15.2
2016-06-26 05:00:00,139.69,15.0
2016-06-26 06:00:00,139.43,14.6
2016-06-26 07:00:00,137.13,14.9
2016-06-26 08:00:00,147.25,26.1
2016-06-26 09:00:00,149.44,32.9
2016-06-26 10:00:00,148.26,36.6
2016-06-26 11:00:00,154.28,52.7
2016-06-26 12:00:00,158.43,69.7
2016-06-26 13:00:00,160.48,73.2
2016-06-26 14:00:00,168.19,73.4
2016-06-26 15:00:00,170.27,78.5
2016-06-26 16:00:00,170.5,79.9
2016-06-26 17:00:00,165.04,79.4
2016-06-26 18:00:00,164.1,78.7
2016-06-26 19:00:00,163.21,49.1
2016-06-26 20:00:00,163.51,40.7
2016-06-26 21:00:00,160.2,28.2
2016-06-26 22:00:00,152.05,15.6
2016-06-26 23:00:00,150.04,15.5
2016-06-27 00:00:00,144.02,15.3
2016-06-27 01:00:00,140.99,15.5
2016-06-27 02:00:00,142.02,15.4
2016-06-27 03:00:00,141.76,15.2
2016-06-27 04:00:00,139.47,15.1
2016-06-27 05:00:00,140.74,15.0
2016-06-27 06:00:00,154.35,14.6
2016-06-27 07:00:00,163.59,26.9
2016-06-27 08:00:00,175.96,53.2
2016-06-27 09:00:00,196.42,63.3
2016-06-27 10:00:00,203.5,63.7
2016-06-27 11:00:00,210.47,68.4
2016-06-27 12:00:00,230.9,73.7
2016-06-27 13:00:00,222.54,74.0
2016-06-27 14:00:00,207.36,74.6
2016-06-27 15:00:00,205.02,76.9
2016-06-27 16:00:00,202.45,74.3
2016-06-27 17:00:00,192.87,73.4
2016-06-27 18:00:00,187.35,72.4
2016-06-27 19:00:00,183.18,46.7
2016-06-27 20:00:00,173.8,38.0
2016-06-27 21:00:00,168.68,27.0
2016-06-27 22:00:00,158.67,15.7
2016-06-27 23:00:00,159.91,15.7
2016-06-28 00:00:00,154.13,15.4
2016-06-28 01:00:00,156.66,15.6
2016-06-28 02:00:00,153.09,15.5
2016-06-28 03:00:00,151.4,15.6
2016-06-28 04:00:00,152.2,15.0
2016-06-28 05:00:00,151.03,15.6
2016-06-28 06:00:00,155.36,16.2
2016-06-28 07:00:00,165.15,27.9
2016-06-28 08:00:00,179.3,51.8
2016-06-28 09:00:00,186.9,64.9
2016-06-28 10:00:00,197.64,65.5
2016-06-28 11:00:00,201.5,67.6
2016-06-28 12:00:00,200.81,70.5
2016-06-28 13:00:00,204.97,71.6
2016-06-28 14:00:00,206.15,69.9
2016-06-28 15:00:00,208.09,70.5
2016-06-28 16:00:00,207.92,69.8
2016-06-28 17:00:00,195.65,67.8
2016-06-28 18:00:00,192.32,63.6
2016-06-28 19:00:00,187.1,43.2
2016-06-28 20:00:00,177.24,37.5
2016-06-28 21:00:00,167.13,26.7
2016-06-28 22:00:00,165.62,15.4
2016-06-28 23:00:00,163.53,15.3
2016-06-29 00:00:00,153.62,15.0
2016-06-29 01:00:00,146.5,15.4
2016-06-29 02:00:00,146.42,15.1
2016-06-29 03:00:00,145.34,15.2
2016-06-29 04:00:00,143.46,15.0
2016-06-29 05:00:00,142.29,14.8
2016-06-29 06:00:00,145.27,14.6
2016-06-29 07:00:00,158.77,26.4
2016-06-29 08:00:00,174.05,45.3
2016-06-29 09:00:00,194.07,47.1
2016-06-29 10:00:00,198.06,47.4
2016-06-29 11:00:00,198.73,49.1
2016-06-29 12:00:00,199.21,53.8
2016-06-29 13:00:00,199.67,57.6
2016-06-29 14:00:00,201.02,65.3
2016-06-29 15:00:00,205.27,64.7
2016-06-29 16:00:00,201.02,56.6
2016-06-29 17:00:00,195.15,52.2
2016-06-29 18:00:00,186.99,52.8
2016-06-29 19:00:00,176.62,40.6
2016-06-29 20:00:00,172.2,37.3
2016-06-29 21:00:00,156.55,26.5
2016-06-29 22:00:00,140.46,15.2
2016-06-29 23:00:00,139.31,15.3
2016-06-30 00:00:00,138.57,14.9
2016-06-30 01:00:00,136.58,15.0
2016-06-30 02:00:00,137.84,14.8
2016-06-30 03:00:00,135.42,15.0
2016-06-30 04:00:00,133.73,14.8
2016-06-30 05:00:00,132.54,14.8
2016-06-30 06:00:00,137.72,14.4
2016-06-30 07:00:00,141.99,26.4
2016-06-30 08:00:00,149.68,44.6
2016-06-30 09:00:00,157.78,50.5
2016-06-30 10:00:00,162.0,56.4
2016-06-30 11:00:00,173.15,63.9
2016-06-30 12:00:00,177.83,64.2
2016-06-30 13:00:00,177.87,64.0
2016-06-30 14:00:00,188.47,65.9
2016-06-30 15:00:00,181.55,67.2
2016-06-30 16:00:00,176.02,66.1
2016-06-30 17:00:00,170.96,63.9
2016-06-30 18:00:00,154.9,62.9
2016-06-30 19:00:00,145.01,42.6
2016-06-30 20:00:00,147.26,37.1
2016-06-30 21:00:00,144.78,26.7
2016-06-30 22:00:00,142.58,15.1
2016-06-30 23:00:00,142.17,15.2
2016-07-01 00:00:00,139.15,15.1
2016-07-01 01:00:00,138.77,15.1
2016-07-01 02:00:00,138.31,15.0
2016-07-01 03:00:00,142.43,14.9
2016-07-01 04:00:00,137.27,15.1
2016-07-01 05:00:00,138.11,14.8
2016-07-01 06:00:00,135.59,14.5
2016-07-01 07:00:00,142.28,26.6
2016-07-01 08:00:00,147.34,45.4
2016-07-01 09:00:00,151.02,48.4
2016-07-01 10:00:00,150.89,51.1
2016-07-01 11:00:00,176.86,54.2
2016-07-01 12:00:00,185.71,56.1
2016-07-01 13:00:00,187.86,58.0
2016-07-01 14:00:00,190.11,57.0
2016-07-01 15:00:00,187.37,58.6
2016-07-01 16:00:00,185.39,58.7
2016-07-01 17:00:00,170.4,54.5
2016-07-01 18:00:00,145.97,53.6
2016-07-01 19:00:00,155.14,40.4
2016-07-01 20:00:00,153.03,37.2
2016-07-01 21:00:00,153.85,26.3
2016-07-01 22:00:00,145.44,15.0
2016-07-01 23:00:00,143.63,14.9
2016-07-02 00:00:00,139.52,14.9
2016-07-02 01:00:00,140.83,15.1
2016-07-02 02:00:00,139.66,14.9
2016-07-02 03:00:00,138.96,14.8
2016-07-02 04:00:00,138.88,14.8
2016-07-02 05:00:00,138.63,14.7
2016-07-02 06:00:00,139.0,14.8
2016-07-02 07:00:00,140.25,14.3
2016-07-02 08:00:00,141.64,20.0
2016-07-02 09:00:00,152.24,22.1
2016-07-02 10:00:00,170.79,27.2
2016-07-02 11:00:00,174.18,41.4
2016-07-02 12:00:00,184.28,52.7
2016-07-02 13:00:00,176.34,55.4
2016-07-02 14:00:00,186.46,55.3
2016-07-02 15:00:00,176.74,53.3
2016-07-02 16:00:00,186.52,53.9
2016-07-02 17:00:00,170.4,52.7
2016-07-02 18:00:00,175.35,39.8
2016-07-02 19:00:00,160.24,16.7
2016-07-02 20:00:00,155.46,15.0
2016-07-02 21:00:00,149.49,14.7
2016-07-02 22:00:00,145.21,14.8
2016-07-02 23:00:00,148.39,14.9
2016-07-03 00:00:00,147.64,15.0
2016-07-03 01:00:00,145.58,14.8
2016-07-03 02:00:00,145.18,14.9
2016-07-03 03:00:00,142.54,14.8
2016-07-03 04:00:00,137.62,14.7
2016-07-03 05:00:00,138.58,14.5
2016-07-03 06:00:00,135.01,14.7
2016-07-03 07:00:00,136.84,14.3
2016-07-03 08:00:00,145.42,19.6
2016-07-03 09:00:00,152.22,21.5
2016-07-03 10:00:00,168.96,21.4
2016-07-03 11:00:00,173.84,33.3
2016-07-03 12:00:00,182.26,50.0
2016-07-03 13:00:00,185.5,53.3
2016-07-03 14:00:00,184.94,56.4
2016-07-03 15:00:00,184.97,54.4
2016-07-03 16:00:00,177.67,52.3
2016-07-03 17:00:00,180.55,51.8
2016-07-03 18:00:00,175.25,47.8
2016-07-03 19:00:00,166.94,41.4
2016-07-03 20:00:00,167.05,40.1
2016-07-03 21:00:00,156.23,27.6
2016-07-03 22:00:00,152.62,14.8
2016-07-03 23:00:00,154.51,14.8
2016-07-04 00:00:00,144.93,14.8
2016-07-04 01:00:00,142.88,14.7
2016-07-04 02:00:00,144.3,14.9
2016-07-04 03:00:00,107.17,14.6
2016-07-04 04:00:00,138.89,14.6
2016-07-04 05:00:00,137.38,14.7
2016-07-04 06:00:00,139.03,14.4
2016-07-04 07:00:00,139.08,14.1
2016-07-04 08:00:00,144.04,19.5
2016-07-04 09:00:00,156.54,21.5
2016-07-04 10:00:00,176.54,23.4
2016-07-04 11:00:00,174.14,26.5
2016-07-04 12:00:00,185.77,29.5
2016-07-04 13:00:00,187.14,27.9
2016-07-04 14:00:00,186.73,26.7
2016-07-04 15:00:00,187.74,26.1
2016-07-04 16:00:00,187.06,26.6
2016-07-04 17:00:00,182.48,26.3
2016-07-04 18:00:00,175.8,25.2
2016-07-04 19:00:00,170.89,16.5
2016-07-04 20:00:00,166.77,14.6
2016-07-04 21:00:00,160.94,14.6
2016-07-04 22:00:00,154.45,14.7
2016-07-04 23:00:00,151.5,14.7
2016-07-05 00:00:00,147.48,14.8
2016-07-05 01:00:00,140.95,14.5
2016-07-05 02:00:00,137.96,14.9
2016-07-05 03:00:00,140.69,14.6
2016-07-05 04:00:00,134.06,14.6
2016-07-05 05:00:00,136.88,14.5
2016-07-05 06:00:00,135.27,14.2
2016-07-05 07:00:00,141.68,26.0
2016-07-05 08:00:00,157.35,44.3
2016-07-05 09:00:00,169.02,46.8
2016-07-05 10:00:00,180.36,48.0
2016-07-05 11:00:00,191.08,48.4
2016-07-05 12:00:00,199.14,49.7
2016-07-05 13:00:00,199.8,52.6
2016-07-05 14:00:00,201.66,54.3
2016-07-05 15:00:00,202.53,55.6
2016-07-05 16:00:00,198.36,54.9
2016-07-05 17:00:00,192.35,51.4
2016-07-05 18:00:00,181.36,46.3
2016-07-05 19:00:00,173.81,38.5
2016-07-05 20:00:00,170.37,36.8
2016-07-05 21:00:00,160.99,26.0
2016-07-05 22:00:00,157.1,14.7
2016-07-05 23:00:00,155.46,14.7
2016-07-06 00:00:00,150.3,14.7
2016-07-06 01:00:00,145.96,14.6
2016-07-06 02:00:00,143.88,14.7
2016-07-06 03:00:00,138.39,14.7
2016-07-06 04:00:00,132.34,14.5
2016-07-06 05:00:00,134.98,14.5
2016-07-06 06:00:00,135.83,14.3
2016-07-06 07:00:00,142.55,26.2
2016-07-06 08:00:00,157.05,44.7
2016-07-06 09:00:00,171.38,47.3
2016-07-06 10:00:00,182.35,47.0
2016-07-06 11:00:00,207.89,48.7
2016-07-06 12:00:00,205.54,52.4
2016-07-06 13:00:00,206.25,55.3
2016-07-06 14:00:00,208.34,56.4
2016-07-06 15:00:00,219.13,56.2
2016-07-06 16:00:00,211.55,53.4
2016-07-06 17:00:00,209.89,51.5
2016-07-06 18:00:00,196.17,50.2
2016-07-06 19:00:00,186.44,40.1
2016-07-06 20:00:00,161.38,37.4
2016-07-06 21:00:00,156.77,26.5
2016-07-06 22:00:00,149.99,14.8
2016-07-06 23:00:00,148.72,14.7
2016-07-07 00:00:00,141.6,14.8
2016-07-07 01:00:00,138.44,14.6
2016-07-07 02:00:00,136.98,14.7
2016-07-07 03:00:00,134.68,14.7
2016-07-07 04:00:00,133.05,14.5
2016-07-07 05:00:00,132.67,14.5
2016-07-07 06:00:00,153.58,14.4
2016-07-07 07:00:00,165.49,26.1
2016-07-07 08:00:00,169.11,44.7
2016-07-07 09:00:00,176.23,47.1
2016-07-07 10:00:00,184.92,47.2
2016-07-07 11:00:00,188.23,49.5
2016-07-07 12:00:00,194.49,51.8
2016-07-07 13:00:00,200.31,55.7
2016-07-07 14:00:00,201.42,58.1
2016-07-07 15:00:00,203.59,64.4
2016-07-07 16:00:00,198.18,58.1
2016-07-07 17:00:00,190.67,53.4
2016-07-07 18:00:00,185.64,51.3
2016-07-07 19:00:00,170.87,40.4
2016-07-07 20:00:00,162.6,37.6
2016-07-07 21:00:00,153.61,26.5
2016-07-07 22:00:00,150.36,15.7
2016-07-07 23:00:00,151.12,15.1
2016-07-08 00:00:00,140.69,15.3
2016-07-08 01:00:00,139.29,15.1
2016-07-08 02:00:00,140.1,15.2
2016-07-08 03:00:00,134.46,15.2
2016-07-08 04:00:00,133.56,15.1
2016-07-08 05:00:00,136.65,14.9
2016-07-08 06:00:00,135.3,14.7
2016-07-08 07:00:00,142.81,26.7
2016-07-08 08:00:00,158.85,45.8
2016-07-08 09:00:00,172.0,48.0
2016-07-08 10:00:00,182.4,50.0
2016-07-08 11:00:00,191.08,59.7
2016-07-08 12:00:00,195.73,64.4
2016-07-08 13:00:00,201.58,64.9
2016-07-08 14:00:00,199.63,65.5
2016-07-08 15:00:00,201.9,65.6
2016-07-08 16:00:00,200.73,65.3
2016-07-08 17:00:00,190.79,63.4
2016-07-08 18:00:00,182.99,61.1
2016-07-08 19:00:00,176.15,40.8
2016-07-08 20:00:00,171.54,36.9
2016-07-08 21:00:00,165.03,26.4
2016-07-08 22:00:00,158.07,14.9
2016-07-08 23:00:00,157.14,14.9
2016-07-09 00:00:00,152.16,14.9
2016-07-09 01:00:00,148.25,14.7
2016-07-09 02:00:00,141.5,15.0995
2016-07-09 03:00:00,143.1,14.8
2016-07-09 04:00:00,141.22,14.9
2016-07-09 05:00:00,134.43,14.7
2016-07-09 06:00:00,134.56,14.8
2016-07-09 07:00:00,137.12,14.4
2016-07-09 08:00:00,151.89,32.4
2016-07-09 09:00:00,156.18,37.3
2016-07-09 10:00:00,169.48,35.8
2016-07-09 11:00:00,175.87,47.9
2016-07-09 12:00:00,184.94,65.9
2016-07-09 13:00:00,188.25,64.9
2016-07-09 14:00:00,191.48,68.5
2016-07-09 15:00:00,193.02,65.8
2016-07-09 16:00:00,189.08,65.6
2016-07-09 17:00:00,189.28,65.2
2016-07-09 18:00:00,182.22,49.3
2016-07-09 19:00:00,175.63,18.1
2016-07-09 20:00:00,172.67,14.8
2016-07-09 21:00:00,170.74,14.8
2016-07-09 22:00:00,160.79,14.8
2016-07-09 23:00:00,152.74,14.7
2016-07-10 00:00:00,151.75,14.8
2016-07-10 01:00:00,151.61,14.9
2016-07-10 02:00:00,142.22,14.7
2016-07-10 03:00:00,140.0,14.6
2016-07-10 04:00:00,143.39,14.6
2016-07-10 05:00:00,138.63,14.4
2016-07-10 06:00:00,136.91,14.1
2016-07-10 07:00:00,139.65,14.1
2016-07-10 08:00:00,149.25,20.6
2016-07-10 09:00:00,155.92,29.5
2016-07-10 10:00:00,162.81,35.4
2016-07-10 11:00:00,172.47,51.6
2016-07-10 12:00:00,178.16,65.0
2016-07-10 13:00:00,187.35,68.7
2016-07-10 14:00:00,188.57,72.1
2016-07-10 15:00:00,191.01,78.0
2016-07-10 16:00:00,189.76,79.5
2016-07-10 17:00:00,182.53,79.9
2016-07-10 18:00:00,180.03,79.5
2016-07-10 19:00:00,173.27,49.6
2016-07-10 20:00:00,172.07,40.7
2016-07-10 21:00:00,165.66,28.4
2016-07-10 22:00:00,160.38,14.9
2016-07-10 23:00:00,154.11,15.3
2016-07-11 00:00:00,149.3,15.3
2016-07-11 01:00:00,152.15,15.0
2016-07-11 02:00:00,146.71,15.1
2016-07-11 03:00:00,138.9,15.0
2016-07-11 04:00:00,138.57,14.9
2016-07-11 05:00:00,130.55,14.8
2016-07-11 06:00:00,137.44,14.4
2016-07-11 07:00:00,143.75,26.5
2016-07-11 08:00:00,155.04,57.3
2016-07-11 09:00:00,168.37,65.3
