timestamp,Panther_education_Jerome,Panther_education_Quintin,Panther_education_Hugh,Panther_education_Alecia,Panther_education_Vincent,Panther_education_Genevieve,Fox_education_Lilly,Fox_education_Andre,Fox_education_Leota,Fox_education_Yolande,Fox_education_Elvira,Fox_education_Gloria,Fox_education_Nilda,Fox_education_Claude,Rat_education_Willie,Rat_education_Eleonora,Rat_education_Veronica,Bear_education_Rebecca,Bear_education_Lorie,Bear_education_Zandra,Bear_education_Fannie,Bear_education_Alvaro,Lamb_education_Luz,Cockatoo_education_Eunice,Cockatoo_education_Evangeline,Cockatoo_education_Flora,Cockatoo_education_Marva
2016-05-26 23:00:00,463.4894,,603.0764,271.6524,133.9259,260.0502,165.59,405.84,175.11,478.39,198.97,632.0,101.88,956.7,140.18,183.65,113.08,750.7554,339.84,880.75,406.7,428.9785,62.2,289.05,183.2,884.575,101.05
2016-05-27 00:00:00,455.4879,,599.7957,225.2435,137.4265,242.3468,160.61,405.96,121.98,486.04,142.08,469.24,104.13,717.04,139.36,195.29,113.08,742.8799,311.04,874.75,407.375,426.6305,58.2,291.95,178.35,878.275,101.825
2016-05-27 01:00:00,454.1876,,599.3957,215.6416,140.02700000000002,248.848,158.37,393.11,169.71,475.66,182.12,624.14,105.44,962.79,137.0,194.61,109.41,740.0743,299.52,871.75,401.025,423.811,58.9,282.925,177.8,872.375,100.75
2016-05-27 02:00:00,451.9872,,602.6763,215.6416,138.5267,236.7457,170.08,396.39,165.59,483.44,177.41,620.54,99.63,953.8,135.42,178.9,123.45,736.2108,304.1719,866.75,400.0,396.4405,57.8,329.75,171.825,858.875,96.175
2016-05-27 03:00:00,454.9878,,611.558,218.0421,142.5275,245.0473,187.93,384.14,158.7,475.83,214.98,612.05,96.33,954.76,133.78,163.83,152.77,734.7909,300.5136,870.0,398.5,393.6307,65.1,340.8,175.6,907.3,102.9
2016-05-27 04:00:00,452.6874,,607.7573,220.4425,144.4279,239.9463,175.83,391.83,176.69,477.25,219.81,608.89,95.66,942.13,196.8,163.06,256.77,734.8331,305.28,863.25,397.225,386.522,65.5,345.25,173.975,861.55,108.7
2016-05-27 05:00:00,450.4869,,605.8769,226.0436,149.8289,241.7466,181.84,399.71,194.64,472.37,208.1,605.56,95.14,956.67,348.54,171.14,294.72,731.3439,293.76,869.5,393.6008,382.7078,76.1,360.475,178.975,867.175,112.0
2016-05-27 06:00:00,457.6883,,607.4772,306.0591,158.1305,224.9434,198.06,385.86,209.23,492.94,211.1,611.22,110.58,950.95,412.48,338.17,297.42,737.5842,334.08,894.5,394.0,390.7673,69.5,382.4,185.225,877.575,166.2
2016-05-27 07:00:00,457.4883,,616.1589,355.2685,161.6312,234.7453,185.07,425.98,225.22,539.98,220.08,610.84,124.48,963.44,451.66,368.57,311.93,760.4738,351.36,923.25,389.375,400.1907,68.9,405.225,182.825,888.775,166.475
2016-05-27 08:00:00,465.4898,,618.0393,364.0703,160.1309,261.8505,177.88,426.2,238.17,594.36,253.82,617.63,135.91,980.82,504.9,415.94,323.91,802.7766,362.88,951.75,402.175,421.654,164.0,514.925,194.525,885.15,192.35
2016-05-27 09:00:00,480.7928,,625.4807,360.4696,164.8318,274.2529,192.25,439.92,247.21,603.45,272.34,633.3,141.42,1002.76,502.36,444.4,355.75,865.8463,380.16,978.25,416.225,444.4908,183.3,651.775,198.95,910.25,214.3
2016-05-27 10:00:00,500.7966,,639.9635,368.071,162.3313,277.2535,197.38,471.35,256.93,611.19,272.42,648.85,143.34,1011.46,538.75,463.65,326.67,903.2053,385.92,973.0,433.225,468.439,171.9,548.9,208.125,935.25,216.725
2016-05-27 11:00:00,517.1998,,651.0856,369.6713,160.531,280.05400000000003,198.82,505.02,258.27,586.48,261.7,658.2,139.15,1011.91,533.06,477.65,318.54,929.2068,414.72,987.5,525.775,482.5285,184.2,563.625,215.1,928.3,175.525
2016-05-27 12:00:00,525.0013,,635.6027,368.4711,164.5318,280.6542,200.34,485.76,267.12,575.24,272.13,661.83,139.7,1017.54,545.39,488.77,325.23,942.6995,460.8,994.25,590.775,485.5233,189.1,524.575,216.15,943.4,207.325
2016-05-27 13:00:00,517.3999,,626.0008,365.6706,164.7318,282.0544,197.45,484.49,264.28,558.44,260.42,665.33,140.58,1019.61,555.01,489.68,328.48,956.1702,426.24,1006.25,609.4,485.7325,172.7,654.025,212.65,945.25,175.5
2016-05-27 14:00:00,524.0011,,630.2816,350.0676,162.2313,282.0544,201.03,491.14,268.16,584.67,261.1,667.03,142.42,1017.88,536.31,483.67,344.54,951.7239,420.48,977.0,607.65,487.4123,151.9,621.1,216.05,925.375,193.875
2016-05-27 15:00:00,520.2004,,646.6848,334.8646,157.5304,279.654,208.95,484.44,262.51,561.58,255.71,668.3,141.31,1001.86,517.89,475.02,341.18,948.1114,414.72,958.5,607.3,486.1263,119.3,546.625,218.275,997.425,187.5
2016-05-27 16:00:00,516.5997,,648.4051,340.4657,160.3309,278.7538,196.46,459.2,249.01,544.33,247.49,668.72,139.71,974.21,504.79,445.6,320.19,946.0037,391.68,961.0,611.325,482.5185,115.0,505.925,213.725,960.0,170.875
2016-05-27 17:00:00,507.898,,644.7244,332.4642,153.7297,274.453,183.37,446.53,244.52,536.68,228.57,659.71,135.33,969.07,499.91,387.54,311.88,922.9085,426.24,943.5,610.325,476.6053,107.4,463.1,213.35,932.875,140.375
2016-05-27 18:00:00,497.1959,,633.8823,322.4622,154.9299,272.9527,188.0,441.76,230.2,513.99,216.44,653.0,130.06,969.44,484.15,317.06,163.8,895.2774,391.68,938.25,593.125,467.1538,88.5,371.1,204.625,934.7,148.45
2016-05-27 19:00:00,482.6932,,633.4823,317.6613,152.4294,268.2518,193.12,425.26,233.8,500.02,211.72,648.1,130.0,953.54,466.13,308.52,126.28,866.4198,391.68,910.75,573.8104,459.9108,70.6,338.65,195.825,918.05,142.975
2016-05-27 20:00:00,491.4948,,611.9981,310.0598,146.9284,264.8511,180.38,439.04,193.84,491.81,218.13,643.39,114.98,942.76,446.02,303.74,128.04,824.6819,397.44,907.0,553.1951,447.7717,65.9,317.875,192.525,949.075,147.45
2016-05-27 21:00:00,479.7926,,608.0773,329.2635,148.0286,266.8515,179.77,425.66,173.11,487.54,218.53,643.24,104.36,947.77,219.97,269.34,120.93,807.4797,374.4,896.5,542.0835,439.32,69.5,288.875,188.375,923.625,134.3
2016-05-27 22:00:00,477.0921,,608.2774,335.6648,139.2269,265.4512,170.94,404.31,171.8,480.31,213.83,635.08,105.05,945.2,214.07,170.41,116.43,784.1310000000003,357.12,883.25,509.5505,422.9695,70.4,292.4,188.15,949.225,119.975
2016-05-27 23:00:00,472.3912,,610.5978,257.2496,127.3246,260.6503,167.61,396.62,168.28,482.92,197.87,631.41,106.5,944.83,206.32,183.32,116.26,763.3766,357.12,881.75,508.625,423.1888,60.6,290.725,185.475,919.125,114.45
2016-05-28 00:00:00,466.29,,602.5163,217.642,132.0255,238.346,167.31,387.95,156.01,482.22,182.03,618.45,104.05,938.53,239.78,193.08,117.73,764.0994,339.84,877.75,509.7,414.4742,56.8,273.2,175.55,906.85,111.025
2016-05-28 01:00:00,455.4879,,594.8348,230.8446,140.5271,237.1458,166.75,395.57,156.06,472.37,169.81,615.7,106.08,931.8,246.02,190.21,114.7,762.2686,328.32,873.5,491.85,410.929,56.4,281.925,172.65,904.5,110.225
2016-05-28 02:00:00,458.6885,,609.6776,340.4657,137.7266,237.7459,166.3,388.89,153.08,475.48,167.34,615.67,107.19,944.81,240.62,166.21,143.19,755.1010000000001,334.08,874.75,438.65,385.1898,56.7,283.925,172.1,898.275,95.95
2016-05-28 03:00:00,460.7889,,608.1174,321.6621,137.5265,236.2456,166.36,384.93,155.45,480.36,209.74,613.27,106.57,949.0,238.73,159.16,161.87,757.2455,328.32,875.25,403.85,383.3855,55.6,274.95,169.625,906.125,106.225
2016-05-28 04:00:00,456.4881,,605.3168,214.4414,137.1265,238.8461,167.05,383.96,154.4,479.82,210.13,609.6,105.39,942.01,287.53,159.07,160.3,751.5399,311.04,884.25,407.75,383.3227,54.8,281.425,168.0,903.15,94.8
2016-05-28 05:00:00,454.8878,,609.0375,214.0413,144.5279,231.4447,182.86,393.48,153.05,462.88,215.99,607.15,103.29,932.92,380.94,159.57,159.48,748.6574,305.28,882.5,404.325,380.8255,55.9,285.175,172.675,918.65,99.6
2016-05-28 06:00:00,457.4883,,614.2385,306.4591,148.4287,197.4381,199.01,384.87,154.8,483.13,214.52,608.27,113.13,949.09,395.66,167.88,156.68,745.7359,339.84,877.25,401.35,384.2982,58.3,291.45,168.525,882.25,134.0
2016-05-28 07:00:00,457.2882,,611.5980000000001,352.06800000000004,153.0295,212.541,173.52,386.82,154.22,521.91,215.68,608.92,123.73,952.95,398.09,174.68,162.34,758.6594,345.6,879.0,393.45,391.6483,53.0,332.275,168.15,892.4,162.175
2016-05-28 08:00:00,456.9882,,610.7979,341.6659,140.8272,236.9457,170.45,427.54,156.02,535.31,206.19,608.54,124.98,955.14,397.17,178.75,161.15,785.1612,345.6,888.25,434.325,408.2275,54.5,397.1,176.2,894.15,172.8
2016-05-28 09:00:00,454.7878,,612.2781,330.4638,141.7273,238.246,170.53,389.3,197.37,533.13,214.07,615.39,128.88,953.04,426.42,221.51,160.22,825.9288,391.68,906.0,555.55,412.9226,41.5,459.775,181.3,892.725,184.55
2016-05-28 10:00:00,457.5883,,610.1578,341.666,139.4269,241.9467,172.5,396.59,213.52,541.64,208.87,619.06,128.07,944.87,435.58,266.49,163.56,870.7532,408.96,914.25,610.325,416.6065,39.6,412.25,185.45,899.975,205.85
2016-05-28 11:00:00,458.0884,,613.2384,342.4661,140.02700000000002,242.0467,170.93,427.03,215.52,516.87,216.05,625.75,126.21,955.74,442.64,285.23,143.93,886.8209,414.72,907.25,607.525,420.659,41.6,441.05,197.45,877.825,199.925
2016-05-28 12:00:00,462.8893,,613.4784,345.2666,138.7268,245.4474,172.71,430.14,220.47,508.88,210.48,629.92,119.69,946.68,448.03,298.69,144.29,895.1811,414.72,910.0,630.5,425.2455,44.0,426.25,204.45,892.075,186.95
2016-05-28 13:00:00,474.5916,,606.5971,323.6625,139.3269,246.8476,172.49,429.11,213.39,515.87,207.71,628.23,113.43,957.7,458.51,310.71,146.18,889.9825,420.48,910.5,,426.1458,55.9,379.525,202.575,920.325,192.625
2016-05-28 14:00:00,473.5914,,612.3582,307.6594,141.0272,249.8482,173.15,448.99,217.94,508.64,199.41,639.2,111.59,939.11,456.02,316.77,150.84,898.303,437.76,904.8,,433.262,52.1,359.6,198.8,889.775,195.45
2016-05-28 15:00:00,471.0909,,611.9581,312.8604,141.1272,251.0485,174.68,415.28,217.02,502.61,207.02,636.9,112.64,950.78,460.95,312.3,147.21,901.5659,437.76,905.75,,431.1285,35.7,357.025,199.125,979.475,194.625
2016-05-28 16:00:00,473.4914,,608.8775,307.2593,142.7275,255.6493,174.64,421.87,214.97,512.03,203.58,639.68,111.38,933.83,461.26,312.42,151.85,890.6923,420.48,896.0,628.575,433.8592,35.3,369.1,194.75,918.375,168.3
2016-05-28 17:00:00,468.7905,,612.1581,294.8569,143.1276,251.0485,174.07,443.5,212.68,525.11,201.2,642.35,110.5,942.67,453.8,312.41,150.56,886.4962,397.44,898.5,621.825,433.0522,37.9,362.125,190.225,927.85,175.35
2016-05-28 18:00:00,463.5895,,620.5998,300.45799999999997,141.5273,252.6487,174.33,435.66,215.35,502.44,203.45,638.37,110.13,937.73,446.69,261.69,146.35,876.0722,403.2,882.5,607.4528,427.3205,46.8,332.575,194.2,937.65,155.275
2016-05-28 19:00:00,461.7891,,626.7209,298.4576,141.1272,255.6493,175.24,425.32,213.46,500.42,199.75,636.14,114.93,932.71,433.88,203.95,144.07,833.7057,385.92,877.75,575.1967,415.6345,52.4,350.8,183.9,896.05,148.225
2016-05-28 20:00:00,460.1888,,616.3189,301.6582,144.3279,256.3495,177.23,418.24,218.09,495.13,207.31,633.45,104.33,926.31,424.85,203.82,135.44,791.2114,391.68,879.75,532.2711,407.6745,54.0,352.225,192.725,906.425,145.3
2016-05-28 21:00:00,459.4887,,607.7173,324.0625,139.6269,260.9504,174.92,403.26,177.32,484.01,216.24,633.63,100.12,932.51,211.81,203.71,145.11,773.5109,357.12,875.5,513.375,400.8525,62.8,322.9,188.825,924.6,140.925
2016-05-28 22:00:00,459.9888,,611.638,315.6609,137.4265,262.3506,169.14,402.37,157.67,482.25,209.91,633.56,99.91,927.01,208.31,191.34,132.34,755.8604,357.12,878.0,473.2897,399.1313,65.6,302.3,185.2,888.675,117.225
2016-05-28 23:00:00,463.3894,,616.1589,234.4453,123.9239,257.6497,168.55,404.33,162.22,481.09,183.54,626.52,99.07,930.23,199.83,173.18,148.84,761.3708,328.32,881.0,406.8045,400.119,56.6,280.825,182.15,905.525,113.525
2016-05-29 00:00:00,457.7884,,614.7586,192.0371,134.0259,244.8473,168.79,398.4,161.22,479.28,176.46,623.94,99.65,926.76,216.9,160.95,165.62,746.9887,299.52,877.75,405.2492,399.0658,58.2,285.575,176.45,872.425,112.8
2016-05-29 01:00:00,460.0888,,612.7582,188.8364,135.6262,239.0461,168.66,395.61,163.56,475.45,169.03,614.5,99.69,936.31,215.66,159.72,171.57,748.8661,304.2132,877.5,408.7481,393.9723,55.0,285.15,172.025,869.1,113.4
2016-05-29 02:00:00,457.0882,,611.1579,188.4364,138.6267,238.646,170.94,411.48,158.41,477.28,161.45,612.77,97.9,918.16,224.76,160.26,163.36,741.9227,293.76,875.5,410.7508,378.8463,54.7,284.725,172.2,913.475,108.95
2016-05-29 03:00:00,454.0876,,613.5584,187.2361,138.4267,235.3454,168.37,391.37,160.5,474.81,201.89,611.05,97.88,938.14,226.19,160.06,160.64,736.8593,293.76,865.5,406.15,378.8717,55.8,284.375,170.125,868.1,114.275
2016-05-29 04:00:00,453.6875,,615.7588,187.6362,137.2265,234.9453,169.09,384.15,157.76,474.35,207.84,610.77,99.91,932.72,232.46,163.59,170.95,732.8304,299.52,865.0,406.425,373.289,55.8,283.475,167.475,908.925,110.125
2016-05-29 05:00:00,451.4871,,610.2377,187.6362,137.6266,235.7455,176.02,380.96,158.47,468.67,215.64,609.56,98.48,935.82,302.36,168.47,166.72,734.6377,305.28,863.75,408.175,382.6473,53.5,290.575,170.775,872.9,108.225
2016-05-29 06:00:00,451.7872,,602.9564,276.4533,150.0289,206.6399,189.67,386.16,154.07,475.82,204.2,607.31,108.27,937.17,312.45,271.72,162.13,736.9088,334.08,864.0,403.55,381.4832,50.9,296.1,167.75,877.25,144.3
2016-05-29 07:00:00,449.2867,,607.0371,315.2608,146.3282,218.5422,177.22,410.87,159.78,508.9,203.18,609.49,120.02,936.01,315.46,323.27,174.18,742.6507,345.6,868.25,403.625,388.8662,44.2,302.775,171.2,888.7,142.425
2016-05-29 08:00:00,448.8866,,603.1964,316.061,138.6267,236.2456,173.51,405.53,163.46,523.28,200.97,616.83,121.75,940.55,324.22,347.44,165.43,754.0832,351.36,863.5,398.675,393.5472,37.8,367.6,179.8,885.375,152.15
2016-05-29 09:00:00,452.2873,,609.5976,312.0602,139.5269,241.3466,171.42,408.91,166.49,529.88,207.64,615.1,122.87,938.68,330.83,362.46,173.18,770.3832,351.36,865.0,403.65,404.608,43.1,361.025,183.575,882.2,154.95
2016-05-29 10:00:00,449.4867,,611.5980000000001,314.0606,136.7264,241.9467,180.42,418.57,166.94,520.86,207.26,624.58,122.45,936.09,338.91,377.2,155.88,799.2063,351.36,875.0,402.775,411.0783,41.1,333.5,186.775,880.35,151.4
2016-05-29 11:00:00,463.7895,,616.599,315.6609,138.5267,246.0475,180.76,404.34,171.31,509.75,208.03,630.26,123.51,947.31,335.38,392.48,140.7,820.0296,345.6,887.5,405.975,415.6967,42.6,322.35,187.15,907.825,158.075
2016-05-29 12:00:00,466.19,,609.9177,307.2593,136.7264,243.2469,178.54,416.88,225.61,512.2,205.58,633.41,116.88,947.35,349.66,402.07,140.26,841.1569,345.6,892.75,417.4,415.699,48.8,362.125,202.7,935.5,172.5
2016-05-29 13:00:00,462.2892,,595.875,315.2608,137.4265,243.2469,178.53,410.19,226.68,509.9,201.56,638.52,111.45,951.57,351.54,408.25,138.0,853.0127,351.36,895.25,543.822,423.0635,51.0,356.4,188.775,905.775,159.2
2016-05-29 14:00:00,464.9897,,598.9956,310.86,137.0264,245.5474,178.17,410.44,226.62,514.06,203.91,636.11,110.62,953.65,344.47,409.71,139.61,853.3201,362.88,898.75,552.0407,425.831,40.9,353.4,193.675,896.825,161.725
2016-05-29 15:00:00,466.0899,,599.4757,310.4599,139.4269,252.6487,176.89,406.3,226.09,512.38,210.49,641.76,111.5,948.84,349.27,408.09,141.03,839.7976,362.88,898.0,525.9169999999998,428.477,46.7,379.15,188.775,941.275,148.525
2016-05-29 16:00:00,463.7895,,606.5171,306.4591,141.2273,250.7484,178.32,435.72,221.99,509.82,205.37,645.05,111.46,936.56,347.68,387.98,138.1,835.2175,362.88,909.75,514.525,424.801,39.8,307.8,187.975,892.775,133.325
2016-05-29 17:00:00,467.2902,,613.2383,300.45799999999997,142.2274,254.3491,175.18,414.45,197.23,509.64,199.79,641.88,111.15,936.54,334.51,349.15,168.27,829.7281,368.64,907.0,504.05,420.0878,38.3,300.625,187.225,864.7,123.6
2016-05-29 18:00:00,458.1884,,608.8375,305.659,138.7268,255.8494,174.85,415.59,186.69,498.29,208.58,636.72,110.32,925.65,333.38,286.92,177.45,807.0568,368.64,890.0,455.1861,418.746,47.9,300.2,179.525,933.45,126.925
2016-05-29 19:00:00,453.5875,,608.0373,318.4615,138.9268,259.8501,175.96,398.22,190.65,493.2,211.09,635.45,113.56,930.2,324.76,260.36,167.57,779.8062,357.12,890.5,408.7763,411.1033,54.9,287.925,176.075,904.0,122.825
2016-05-29 20:00:00,457.0882,,608.3574,327.2632,140.5271,264.151,178.06,416.94,183.96,492.33,220.08,634.64,104.4,931.33,325.08,259.23,167.34,771.0216,357.12,880.75,409.225,401.3652,57.3,286.25,190.35,931.525,126.475
2016-05-29 21:00:00,455.0878,,594.2347,330.0637,141.6273,261.1504,175.37,420.85,184.5,485.13,222.29,631.8,97.62,941.31,240.54,240.31,169.8,755.9836,334.08,883.0,404.625,397.4717,64.3,308.3,179.125,902.425,120.1
2016-05-29 22:00:00,452.4873,,604.0366,338.4653,136.1263,262.6507,170.61,422.39,178.65,478.52,205.53,631.11,98.38,934.69,238.27,164.32,177.6,743.0855,328.32,874.0,400.55,392.6367,67.2,282.65,182.775,900.225,109.6
2016-05-29 23:00:00,451.5872,,603.2364,257.2496,129.8251,256.6495,169.39,406.25,174.05,479.79,186.07,631.59,97.22,931.04,232.9,162.97,172.21,739.9612,311.04,865.5,399.625,399.1587,57.6,283.475,179.925,921.15,104.95
2016-05-30 00:00:00,452.8874,,606.1569999999999,197.2381,135.9262,250.3483,125.65,391.44,129.92,477.96,131.84,472.27,96.63,690.51,131.56,165.21,172.2,741.4324,316.8,867.25,404.875,398.2342,60.1,270.9,172.7,848.85,106.7
2016-05-30 01:00:00,454.5877,,600.1558,192.0371,138.4267,247.5478,167.42,396.36,164.77,480.85,174.07,621.21,96.32,935.17,128.93,165.53,171.74,742.3375,299.52,868.25,399.4748,397.3728,60.3,279.125,173.05,897.65,105.425
2016-05-30 02:00:00,451.7872,,603.1564,189.2365,140.8272,245.2473,169.3,390.04,167.89,480.54,170.56,617.81,97.08,942.72,128.53,165.8,172.39,742.7992,299.52,863.75,404.9244,377.0672,56.1,320.375,170.1,911.75,106.225
2016-05-30 03:00:00,447.1863,,596.7552,190.4367,142.1274,233.045,175.64,390.5,163.88,480.34,169.91,615.69,96.77,934.41,128.44,166.49,168.16,746.8312,299.52,862.5,398.975,385.3443,62.6,338.775,169.25,865.35,107.125
2016-05-30 04:00:00,443.5856,,596.9552,191.637,143.1276,235.6455,173.2,391.78,160.49,478.9,167.73,613.28,97.04,940.95,176.17,166.5,253.94,744.5905,299.52,863.0,400.375,372.4007,61.7,336.05,170.7,885.6,105.45
2016-05-30 05:00:00,442.2853,,602.3562,192.0371,147.0284,233.145,128.84,393.89,116.01,470.18,124.79,457.51,98.7,699.99,361.42,167.18,283.48,744.7984,299.52,863.5,399.475,369.0135,69.8,344.075,173.375,852.0,100.5
2016-05-30 06:00:00,400.0772,,598.0354,305.659,154.4298,220.7426,169.81,383.68,160.34,481.94,128.41,609.85,99.09,941.83,382.02,212.36,281.73,748.6065,334.08,866.0,399.175,380.7665,75.4,354.275,171.55,839.65,124.175
2016-05-30 07:00:00,442.4854,,602.6363,357.66900000000004,154.7299,240.2464,170.53,381.36,173.66,509.75,160.63,613.1,99.89,943.84,384.24,220.0,281.89,746.0497,351.36,883.75,397.3,389.9428,71.9,360.6,170.75,828.65,121.125
2016-05-30 08:00:00,450.1869,,603.9166,348.8673,146.5283,256.5495,169.8,397.9,175.69,532.47,168.91,613.48,98.32,940.4,396.63,221.21,288.04,765.2421,357.12,895.25,399.25,397.5527,74.8,388.55,175.15,825.525,128.125
2016-05-30 09:00:00,450.787,,607.3972,344.0664,145.128,254.9492,168.92,409.63,175.18,533.41,184.42,622.84,98.63,927.06,403.97,232.3,293.85,805.9745,357.12,902.5,408.575,411.6773,76.0,421.325,177.375,847.025,134.1
2016-05-30 10:00:00,463.6895,,620.3997,342.066,143.2276,259.9502,172.11,418.27,179.55,539.25,186.21,629.88,98.43,943.06,413.44,236.21,290.18,830.3257,368.64,915.5,425.075,419.8313,71.9,420.225,186.15,905.725,135.35
2016-05-30 11:00:00,466.7901,,619.3195,334.0645,146.8283,255.3493,170.08,433.17,181.92,532.73,197.43,637.32,98.44,944.42,420.9,246.63,302.01,848.5187,362.88,928.0,430.95,427.858,64.4,419.225,189.825,873.225,134.6
2016-05-30 12:00:00,459.0886,,604.0766,321.262,146.7283,256.8496,171.65,444.77,185.47,520.4,200.17,638.88,95.17,945.52,423.8,257.37,283.51,865.6235,368.64,931.5,434.9,432.5428,64.2,429.975,185.75,885.175,129.25
2016-05-30 13:00:00,459.8887,,604.7967,330.0637,146.3282,258.2498,172.32,443.44,188.24,517.34,201.49,637.03,89.4,952.39,426.67,262.0,284.43,867.1122,368.64,931.75,499.35,431.4598,71.2,464.9,190.075,901.3,126.6
2016-05-30 14:00:00,469.0905,,612.9983,337.2651,146.9284,263.5509,172.16,443.32,194.08,521.29,200.71,646.56,88.91,943.37,425.75,264.17,284.59,877.7339999999997,385.92,940.5,572.175,435.267,86.4,453.45,192.0,896.325,129.225
2016-05-30 15:00:00,480.0926,,603.2764,345.6667,144.5279,264.7511,172.82,449.0,192.49,519.73,203.07,643.57,87.83,938.46,424.53,261.32,281.13,876.3591,380.16,941.0,584.7677,438.2435,78.4,445.7,192.975,924.225,130.525
2016-05-30 16:00:00,482.7931,,612.9983,350.4676,148.3286,259.7501,173.49,429.38,199.21,516.17,201.12,647.29,88.11,929.84,426.79,252.27,283.67,863.5933,420.48,935.5,552.4159999999998,440.0557,72.9,444.45,194.475,915.75,129.0
2016-05-30 17:00:00,475.4918,,618.6394,350.4676,145.4281,262.6507,173.77,442.84,194.15,512.09,189.52,649.81,90.76,927.24,425.28,216.64,281.47,855.8902,403.2,934.25,566.775,433.0488,70.2,360.075,189.75,892.4,127.875
2016-05-30 18:00:00,465.3898,,615.1187,342.066,143.9278,263.7509,173.15,427.73,193.28,508.99,176.28,644.99,93.64,927.06,426.23,165.11,158.74,822.5404,397.44,929.5,527.85,412.6087,67.2,370.3,186.2,882.85,133.975
2016-05-30 19:00:00,460.2888,,614.7587,343.6663,146.6283,263.8509,172.13,436.27,195.12,505.96,176.02,642.99,94.88,922.5,422.27,162.83,139.96,785.7971,385.92,898.0,462.4,408.9525,70.6,360.55,182.675,858.925,130.6
2016-05-30 20:00:00,461.4891,,610.3978,339.6655,149.1288,263.8509,170.82,416.12,194.95,497.92,175.05,636.31,97.4,914.47,418.47,160.59,142.1,767.7776,351.36,884.25,415.925,402.3145,67.2,316.975,186.625,912.3,129.85
2016-05-30 21:00:00,460.6889,,602.3162,342.4661,145.22799999999998,262.3506,170.81,407.53,192.14,495.35,172.69,635.95,97.55,921.41,149.36,160.63,144.09,761.0021,334.08,887.25,406.425,395.4112,71.6,305.1,186.175,898.025,126.3
2016-05-30 22:00:00,457.7883,,591.4741,349.2674,144.4279,266.6515,169.47,408.16,187.82,486.48,173.87,627.58,97.94,911.88,147.33,160.79,166.17,742.3455,322.56,881.5,406.1995,394.4845,70.3,289.275,183.975,870.125,117.0
2016-05-30 23:00:00,453.5875,,610.6378,278.0537,131.2253,266.1514,167.78,411.15,189.24,480.64,164.15,622.59,97.2,928.91,142.86,160.3,164.03,737.4988,322.56,880.25,406.7003,402.7485,60.0,279.95,181.625,884.75,105.35
2016-05-31 00:00:00,450.6869999999999,,615.9189,220.0425,135.2261,245.3473,167.94,413.61,194.88,478.92,150.3,614.12,98.98,923.72,143.18,162.54,162.39,736.8899,305.28,874.5,408.35,399.3437,59.8,274.55,171.35,877.85,107.375
2016-05-31 01:00:00,450.587,,609.7977,213.6412,139.0268,238.346,168.8,401.47,187.26,479.02,151.49,612.0,97.91,910.01,142.03,162.55,173.14,738.4222,299.52,874.25,408.225,398.2852,57.8,277.925,171.2,881.45,104.0
2016-05-31 02:00:00,449.9868,,611.678,213.6412,141.6273,235.2454,168.53,381.48,181.68,482.16,153.66,611.65,99.76,926.13,141.07,163.31,171.52,744.6534,293.76,874.5,412.425,375.2355,56.1,312.6,172.125,908.075,105.8
2016-05-31 03:00:00,449.3867,,612.9983,212.44099999999997,141.7273,237.6459,175.86,374.74,181.56,479.57,180.61,605.73,98.68,927.92,141.97,163.05,165.44,734.4213,293.76,872.5,409.675,381.6433,61.4,328.95,169.825,863.95,107.35
2016-05-31 04:00:00,450.4869,,574.5509,212.8411,144.2278,238.1459,171.79,398.8,193.77,490.51,191.37,606.16,100.07,928.09,190.5,163.33,263.83,735.3417,301.3262,872.25,409.775,377.9893,63.3,319.3,174.975,891.25,106.95
2016-05-31 05:00:00,447.7864,,610.3978,210.8407,145.028,239.2462,178.41,400.89,237.08,480.53,203.45,603.63,99.82,926.92,401.13,169.06,300.06,741.1679,293.76,872.75,410.1258,380.9573,69.1,334.5,183.45,861.025,105.325
2016-05-31 06:00:00,445.586,,600.4759,286.8553,152.4294,221.8428,202.49,391.81,235.77,490.53,200.83,607.31,117.7,927.73,440.87,332.72,300.82,747.4326,351.36,891.25,406.4748,380.7545,79.8,357.375,184.6,863.975,160.7
2016-05-31 07:00:00,450.1869,,616.9591,361.2697,161.2311,237.8459,202.74,396.85,242.79,534.44,216.11,611.54,131.1,941.86,490.77,370.83,308.16,761.9064,397.44,911.5,406.4,394.38,79.0,377.975,187.45,926.1,157.25
2016-05-31 08:00:00,464.6897,,616.9591,382.8739,164.7318,268.0517,224.86,420.82,251.15,572.05,254.73,618.97,145.59,959.36,528.74,405.41,325.81,827.9433,397.44,952.5,405.4241,422.3727,80.7,493.1,202.2,924.65,178.825
2016-05-31 09:00:00,497.1959,,636.1628,377.6729,167.3323,280.6542,219.98,460.83,259.45,612.77,262.44,637.08,147.86,986.3,529.02,427.72,334.55,877.1529,397.44,985.75,416.8992,439.9557,85.3,499.875,206.525,886.6,193.175
2016-05-31 10:00:00,498.5962,,655.7666,380.0733,170.933,285.7551,220.44,471.32,261.3,619.5,269.9,654.34,151.79,990.02,516.44,434.64,340.14,926.6589,403.2,991.25,487.2,453.626,79.9,531.025,221.475,905.15,214.0
2016-05-31 11:00:00,498.2962,,662.0878,384.0741,174.2336,300.45799999999997,243.96,520.87,274.34,619.73,269.94,663.63,155.26,1003.65,505.71,450.96,352.61,951.4559,466.56,988.75,599.725,458.7965,66.4,547.775,213.525,869.475,183.125
