timestamp,Panther_office_Patti,Fox_office_Israel,Fox_office_Thelma,Fox_office_Yong,Shrew_office_Sherill,Cockatoo_office_Laila
2016-04-01 16:00:00,0.0,140.42,192.34,202.19,318.0,237.225
2016-04-01 17:00:00,0.0,133.61,156.82,183.13,293.5,230.075
2016-04-01 18:00:00,0.0,124.8,139.99,164.3,266.5,227.075
2016-04-01 19:00:00,0.0,125.21,106.4,167.13,251.5,216.3
2016-04-01 20:00:00,0.0,120.48,94.36,171.57,238.0,214.675
2016-04-01 21:00:00,0.0,122.05,94.96,173.35,231.0,213.95
2016-04-01 22:00:00,0.0,118.22,96.82,158.9,218.0,215.55
2016-04-01 23:00:00,0.0,118.09,99.32,153.93,209.5,217.15
2016-04-02 00:00:00,0.0,115.11,100.29,141.93,187.0,210.925
2016-04-02 01:00:00,0.0,114.39,104.86,127.38,192.5,201.875
2016-04-02 02:00:00,0.0,110.93,111.04,118.16,189.0,209.325
2016-04-02 03:00:00,0.0,106.13,112.98,120.01,193.5,201.325
2016-04-02 04:00:00,0.0,114.71,111.67,118.47,192.0,201.6
2016-04-02 05:00:00,0.0,111.8,117.34,121.1,182.0,196.575
2016-04-02 06:00:00,0.0,113.65,118.23,119.15,178.5,203.025
2016-04-02 07:00:00,0.0,106.96,119.32,117.1,185.0,211.2
2016-04-02 08:00:00,0.0,115.54,114.64,115.49,188.0,204.55
2016-04-02 09:00:00,0.0,111.68,111.09,117.77,191.0,211.525
2016-04-02 10:00:00,0.0,113.63,100.84,115.27,191.5,201.575
2016-04-02 11:00:00,0.0,113.42,98.55,117.46,186.5,219.05
2016-04-02 12:00:00,0.0,108.71,98.52,116.62,182.5,222.225
2016-04-02 13:00:00,0.0,108.33,97.98,118.94,180.0,221.4
2016-04-02 14:00:00,0.0,110.39,85.92,118.04,178.5,224.2
2016-04-02 15:00:00,0.0,109.99,80.96,119.19,178.5,222.675
2016-04-02 16:00:00,0.0,107.83,81.92,117.81,183.5,222.775
2016-04-02 17:00:00,0.0,108.46,81.53,120.01,185.0,217.1
2016-04-02 18:00:00,0.0,109.21,78.09,120.13,183.5,207.925
2016-04-02 19:00:00,0.0,114.62,82.51,123.33,186.5,204.85
2016-04-02 20:00:00,0.0,111.75,83.71,121.89,190.5,211.575
2016-04-02 21:00:00,0.0,109.96,84.37,118.57,189.5,206.05
2016-04-02 22:00:00,0.0,109.56,85.21,113.78,189.5,199.525
2016-04-02 23:00:00,0.0,109.1,85.43,115.46,179.0,200.175
2016-04-03 00:00:00,0.0,109.03,86.43,113.42,179.5,197.125
2016-04-03 01:00:00,0.0,112.51,87.53,112.73,173.5,191.125
2016-04-03 02:00:00,0.0,111.46,93.65,112.44,174.5,191.625
2016-04-03 03:00:00,0.0,111.5,94.14,113.44,173.5,203.65
2016-04-03 04:00:00,0.0,114.46,102.42,111.93,182.0,198.75
2016-04-03 05:00:00,0.0,118.49,102.93,111.31,162.0,197.275
2016-04-03 06:00:00,0.0,116.99,101.48,113.34,162.5,200.05
2016-04-03 07:00:00,0.0,108.37,96.11,106.56,160.5,195.975
2016-04-03 08:00:00,0.0,114.71,87.18,107.36,165.0,203.3
2016-04-03 09:00:00,0.0,115.78,82.87,107.22,163.5,208.55
2016-04-03 10:00:00,0.0,110.75,82.66,109.79,164.0,217.825
2016-04-03 11:00:00,0.0,110.9,86.01,109.43,160.5,214.85
2016-04-03 12:00:00,0.0,113.47,83.47,112.61,162.0,218.35
2016-04-03 13:00:00,0.0,111.38,82.61,113.32,164.5,222.925
2016-04-03 14:00:00,0.0,111.69,84.04,111.26,166.0,223.425
2016-04-03 15:00:00,0.0,111.75,84.66,112.56,168.0,222.25
2016-04-03 16:00:00,0.0,108.75,85.81,111.98,174.0,226.8
2016-04-03 17:00:00,0.0,110.06,97.04,112.13,177.0,215.275
2016-04-03 18:00:00,0.0,112.15,98.61,109.77,177.0,209.325
2016-04-03 19:00:00,0.0,116.8,81.99,115.63,179.5,200.225
2016-04-03 20:00:00,0.0,116.2,84.32,117.4,185.5,212.95
2016-04-03 21:00:00,0.0,115.37,84.6,117.79,186.0,205.25
2016-04-03 22:00:00,0.0,111.45,85.64,113.36,186.5,204.45
2016-04-03 23:00:00,0.0,109.68,85.21,112.28,179.5,197.075
2016-04-04 00:00:00,0.0,116.74,86.32,113.93,201.5,198.575
2016-04-04 01:00:00,0.0,126.41,85.96,108.48,181.0,194.725
2016-04-04 02:00:00,0.0,127.04,86.41,108.09,180.5,195.675
2016-04-04 03:00:00,0.0,117.75,135.85,106.19,179.5,193.35
2016-04-04 04:00:00,0.0,108.67,158.54,106.06,207.5,192.0
2016-04-04 05:00:00,0.0,109.32,146.17,105.78,250.0,195.15
2016-04-04 06:00:00,0.0,112.12,132.83,113.85,262.5,208.6
2016-04-04 07:00:00,0.0,126.53,138.51,129.84,335.0,202.95
2016-04-04 08:00:00,0.0,150.11,183.49,175.43,392.5,209.5
2016-04-04 09:00:00,0.0,161.18,196.58,196.22,426.5,228.35
2016-04-04 10:00:00,0.0,167.27,203.65,205.22,427.0,243.375
2016-04-04 11:00:00,0.0,176.29,213.47,209.77,440.0,242.65
2016-04-04 12:00:00,0.0,177.14,218.3,214.4,453.5,254.925
2016-04-04 13:00:00,0.0,181.26,214.94,216.48,447.0,244.9
2016-04-04 14:00:00,0.0,179.17,215.22,218.95,417.5,256.775
2016-04-04 15:00:00,0.0,176.75,212.82,215.48,388.0,254.75
2016-04-04 16:00:00,0.0,172.01,207.15,210.26,350.5,247.075
2016-04-04 17:00:00,0.0,167.72,185.44,188.06,337.0,232.75
2016-04-04 18:00:00,0.0,148.47,161.56,163.06,299.0,221.45
2016-04-04 19:00:00,0.0,161.13,116.56,161.16,270.5,211.875
2016-04-04 20:00:00,0.0,153.8,93.95,171.72,252.5,219.375
2016-04-04 21:00:00,0.0,135.31,94.03,170.39,241.5,212.95
2016-04-04 22:00:00,0.0,109.78,93.71,162.64,221.0,207.975
2016-04-04 23:00:00,0.0,108.64,93.47,155.6,223.5,205.125
2016-04-05 00:00:00,0.0,105.62,90.28,139.52,211.5,199.85
2016-04-05 01:00:00,0.0,111.92,93.22,126.09,222.5,198.325
2016-04-05 02:00:00,0.0,121.15,95.82,109.85,220.0,197.925
2016-04-05 03:00:00,0.0,116.43,93.83,102.7,217.5,187.275
2016-04-05 04:00:00,0.0,112.55,137.9,101.5,237.5,197.4
2016-04-05 05:00:00,0.0,116.98,155.95,106.38,270.0,194.3
2016-04-05 06:00:00,0.0,124.94,143.7,113.06,287.5,189.65
2016-04-05 07:00:00,0.0,140.69,145.21,131.26,345.0,206.3
2016-04-05 08:00:00,0.0,154.31,185.61,173.68,390.0,234.575
2016-04-05 09:00:00,0.0,172.64,198.17,197.23,442.5,246.275
2016-04-05 10:00:00,0.0,169.74,205.16,204.59,439.0,273.1
2016-04-05 11:00:00,0.0,180.7,212.59,208.39,424.5,270.8
2016-04-05 12:00:00,0.0,187.15,217.72,213.24,445.0,261.425
2016-04-05 13:00:00,0.0,191.86,214.76,218.72,439.5,264.35
2016-04-05 14:00:00,0.0,186.85,211.54,217.75,407.0,264.55
2016-04-05 15:00:00,0.0,181.64,212.27,214.12,367.5,263.025
2016-04-05 16:00:00,0.0,175.32,207.75,209.78,353.5,257.875
2016-04-05 17:00:00,0.0,167.99,185.37,186.99,325.5,235.5
2016-04-05 18:00:00,0.0,152.3,161.86,163.01,305.0,221.3
2016-04-05 19:00:00,0.0,148.76,115.21,164.5,263.5,209.275
2016-04-05 20:00:00,0.0,137.97,96.23,170.8,242.0,218.775
2016-04-05 21:00:00,0.0,128.98,92.26,168.78,234.0,210.55
2016-04-05 22:00:00,0.0,116.35,91.85,164.16,227.0,204.55
2016-04-05 23:00:00,0.0,107.82,90.99,160.74,217.5,193.775
2016-04-06 00:00:00,0.0,101.64,90.57,144.0,208.0,197.825
2016-04-06 01:00:00,0.0,107.89,92.22,119.99,202.5,198.225
2016-04-06 02:00:00,0.0,112.7,91.0,108.63,202.0,200.175
2016-04-06 03:00:00,0.0,107.69,91.42,102.14,199.0,192.325
2016-04-06 04:00:00,0.0,106.37,141.68,101.75,215.5,193.9
2016-04-06 05:00:00,0.0,110.33,161.71,103.69,254.0,204.65
2016-04-06 06:00:00,0.0,118.68,146.35,110.62,274.5,203.225
2016-04-06 07:00:00,0.0,134.87,147.45,132.8,335.0,206.5
2016-04-06 08:00:00,0.0,151.66,185.92,174.18,371.0,232.15
2016-04-06 09:00:00,0.0,165.1,204.62,197.81,414.5,251.45
2016-04-06 10:00:00,0.0,166.81,217.26,211.5,421.5,272.725
2016-04-06 11:00:00,0.0,177.62,215.45,210.94,413.0,258.6
2016-04-06 12:00:00,0.0,182.59,220.17,212.36,432.0,261.5
2016-04-06 13:00:00,0.0,182.64,211.43,214.42,424.5,264.25
2016-04-06 14:00:00,0.0,190.32,214.19,217.17,389.5,264.525
2016-04-06 15:00:00,0.0,176.99,217.4,220.96,374.0,266.325
2016-04-06 16:00:00,0.0,173.21,215.83,215.24,360.5,263.375
2016-04-06 17:00:00,0.0,167.33,185.8,193.73,318.5,239.725
2016-04-06 18:00:00,0.0,159.16,158.95,166.89,284.0,219.125
2016-04-06 19:00:00,0.0,160.42,117.22,170.89,263.0,216.075
2016-04-06 20:00:00,0.0,146.94,97.56,176.19,242.5,222.65
2016-04-06 21:00:00,0.0,135.92,96.81,171.42,234.5,218.025
2016-04-06 22:00:00,0.0,127.65,96.59,165.16,221.0,213.15
2016-04-06 23:00:00,0.0,127.35,96.68,162.99,213.5,206.425
2016-04-07 00:00:00,0.0,124.55,96.29,154.89,209.0,205.075
2016-04-07 01:00:00,0.0,124.77,94.62,133.72,203.5,199.85
2016-04-07 02:00:00,0.0,121.94,94.38,111.87,196.5,203.8
2016-04-07 03:00:00,0.0,110.88,94.14,102.94,197.0,205.4
2016-04-07 04:00:00,0.0,109.4,141.76,103.32,223.5,206.825
2016-04-07 05:00:00,0.0,109.72,170.25,101.25,261.0,201.65
2016-04-07 06:00:00,0.0,120.61,153.77,108.17,279.0,202.75
2016-04-07 07:00:00,0.0,131.45,151.8,123.04,320.5,208.975
2016-04-07 08:00:00,0.0,149.65,184.0,171.85,355.5,230.5
2016-04-07 09:00:00,0.0,171.25,196.08,187.0,413.0,238.425
2016-04-07 10:00:00,0.0,193.78,204.49,195.48,416.0,266.375
2016-04-07 11:00:00,0.0,192.11,206.12,199.72,392.0,267.775
2016-04-07 12:00:00,0.0,197.21,215.27,203.83,416.0,260.05
2016-04-07 13:00:00,0.0,188.15,213.05,201.91,417.5,264.55
2016-04-07 14:00:00,0.0,186.47,210.52,207.5,385.5,257.275
2016-04-07 15:00:00,0.0,186.23,211.27,204.57,356.5,250.9
2016-04-07 16:00:00,0.0,176.84,204.14,198.1,342.0,258.975
2016-04-07 17:00:00,0.0,164.28,180.98,178.59,320.0,235.525
2016-04-07 18:00:00,0.0,150.76,164.69,155.76,279.0,222.925
2016-04-07 19:00:00,0.0,146.42,120.17,155.56,260.5,215.6
2016-04-07 20:00:00,0.0,144.47,98.0,165.73,248.0,217.6
2016-04-07 21:00:00,0.0,129.94,95.75,165.9,240.5,217.55
2016-04-07 22:00:00,0.0,127.07,94.37,154.5,220.0,211.45
2016-04-07 23:00:00,0.0,128.62,94.2,156.53,218.5,198.175
2016-04-08 00:00:00,0.0,121.66,94.73,145.61,203.5,198.525
2016-04-08 01:00:00,0.0,123.33,94.85,129.41,202.5,197.45
2016-04-08 02:00:00,0.0,137.27,94.58,108.81,199.0,200.5
2016-04-08 03:00:00,0.0,140.08,94.35,103.0,198.5,197.65
2016-04-08 04:00:00,0.0,133.53,144.03,108.66,219.5,203.95
2016-04-08 05:00:00,0.0,130.54,164.84,108.64,257.5,202.925
2016-04-08 06:00:00,0.0,142.87,150.12,111.86,274.5,206.45
2016-04-08 07:00:00,0.0,151.81,153.21,130.06,312.0,216.55
2016-04-08 08:00:00,0.0,166.1,180.24,171.56,334.5,233.675
2016-04-08 09:00:00,0.0,175.19,196.17,194.73,377.0,273.1
2016-04-08 10:00:00,0.0,183.95,202.73,199.56,380.0,251.825
2016-04-08 11:00:00,0.0,179.04,213.87,208.91,369.5,263.075
2016-04-08 12:00:00,0.0,176.67,211.95,207.15,398.5,268.2
2016-04-08 13:00:00,0.0,175.82,207.07,205.88,384.0,264.5
2016-04-08 14:00:00,0.0,174.07,204.94,208.42,364.5,258.55
2016-04-08 15:00:00,0.0,171.41,204.19,206.53,333.5,261.525
2016-04-08 16:00:00,0.0,151.93,198.22,199.66,317.5,240.125
2016-04-08 17:00:00,0.0,132.98,169.14,175.1,295.0,239.8
2016-04-08 18:00:00,0.0,118.52,144.23,152.9,269.5,219.0
2016-04-08 19:00:00,0.0,117.99,106.71,155.79,253.0,214.375
2016-04-08 20:00:00,0.0,114.83,91.02,160.81,242.0,213.8
2016-04-08 21:00:00,0.0,111.28,88.43,156.1,239.5,205.725
2016-04-08 22:00:00,0.0,106.9,90.1,154.37,219.5,211.9
2016-04-08 23:00:00,0.0,104.65,91.43,142.92,211.0,195.75
2016-04-09 00:00:00,0.0,100.58,89.48,128.44,189.5,196.55
2016-04-09 01:00:00,0.0,101.59,92.12,114.87,198.5,197.825
2016-04-09 02:00:00,0.0,101.15,90.56,112.97,189.5,201.1
2016-04-09 03:00:00,0.0,101.54,91.58,110.92,192.0,189.7
2016-04-09 04:00:00,0.0,101.81,89.85,108.8,189.0,193.725
2016-04-09 05:00:00,0.0,103.22,100.77,111.86,177.5,196.575
2016-04-09 06:00:00,0.0,104.99,127.77,109.52,179.0,189.625
2016-04-09 07:00:00,0.0,110.7,115.93,106.1,183.0,205.3
2016-04-09 08:00:00,0.0,116.54,111.66,106.79,187.0,204.95
2016-04-09 09:00:00,0.0,120.78,107.22,105.93,188.5,207.6
2016-04-09 10:00:00,0.0,122.16,104.77,108.71,187.5,212.775
2016-04-09 11:00:00,0.0,121.29,105.63,109.09,185.0,217.55
2016-04-09 12:00:00,0.0,126.17,105.72,110.66,183.0,227.225
2016-04-09 13:00:00,0.0,126.04,107.77,111.0,185.0,230.875
2016-04-09 14:00:00,0.0,122.71,105.17,111.61,194.5,219.85
2016-04-09 15:00:00,0.0,121.33,103.91,105.31,208.5,217.2
2016-04-09 16:00:00,0.0,120.3,104.64,110.07,211.0,225.125
2016-04-09 17:00:00,0.0,107.33,101.55,110.76,213.5,223.65
2016-04-09 18:00:00,0.0,104.47,87.01,108.71,208.0,215.325
2016-04-09 19:00:00,0.0,108.24,81.34,115.17,212.0,218.325
2016-04-09 20:00:00,0.0,105.93,83.97,115.85,209.5,212.05
2016-04-09 21:00:00,0.0,103.8,83.07,115.38,208.0,209.775
2016-04-09 22:00:00,0.0,100.82,84.45,113.54,204.0,203.7
2016-04-09 23:00:00,0.0,98.21,84.7,111.31,189.0,198.65
2016-04-10 00:00:00,0.0,99.07,84.22,111.69,184.0,198.175
2016-04-10 01:00:00,0.0,101.19,86.38,111.45,180.5,197.375
2016-04-10 02:00:00,0.0,99.59,85.24,111.13,181.0,196.9
2016-04-10 03:00:00,0.0,100.93,85.82,110.36,183.5,199.175
2016-04-10 04:00:00,0.0,101.74,85.63,109.53,188.5,193.35
2016-04-10 05:00:00,0.0,105.13,90.51,107.68,167.5,196.925
2016-04-10 06:00:00,0.0,105.99,121.49,109.74,172.0,209.15
2016-04-10 07:00:00,0.0,102.91,110.12,102.49,176.0,206.9
2016-04-10 08:00:00,0.0,102.97,104.05,103.99,175.5,212.65
2016-04-10 09:00:00,0.0,103.16,102.75,103.58,178.0,217.9
2016-04-10 10:00:00,0.0,104.4,100.56,103.87,177.5,219.475
2016-04-10 11:00:00,0.0,104.79,105.87,104.55,165.5,217.0
2016-04-10 12:00:00,0.0,102.55,106.39,107.71,190.5,225.15
2016-04-10 13:00:00,0.0,101.79,105.89,109.4,205.5,222.2
2016-04-10 14:00:00,0.0,103.3,112.49,108.12,212.0,224.3
2016-04-10 15:00:00,0.0,100.68,109.22,107.58,208.5,219.975
2016-04-10 16:00:00,0.0,99.29,109.65,107.85,213.5,219.25
2016-04-10 17:00:00,0.0,95.01,103.34,104.34,215.0,216.875
2016-04-10 18:00:00,0.0,96.91,91.86,108.0,215.0,230.9
2016-04-10 19:00:00,0.0,99.95,90.58,109.4,211.5,206.325
2016-04-10 20:00:00,0.0,104.95,96.85,113.55,209.5,211.875
2016-04-10 21:00:00,0.0,100.22,97.5,114.31,207.5,205.275
2016-04-10 22:00:00,0.0,97.93,103.06,111.17,211.0,207.25
2016-04-10 23:00:00,0.0,94.72,100.67,109.92,196.5,196.0
2016-04-11 00:00:00,0.0,101.85,112.23,110.35,202.0,193.65
2016-04-11 01:00:00,0.0,98.19,108.64,107.72,187.5,199.825
2016-04-11 02:00:00,0.0,105.98,108.51,105.84,190.0,192.8
2016-04-11 03:00:00,0.0,111.34,136.12,103.97,187.0,194.45
2016-04-11 04:00:00,0.0,114.99,148.0,106.49,218.0,194.6
2016-04-11 05:00:00,0.0,114.85,144.2,107.03,256.5,197.3
2016-04-11 06:00:00,0.0,122.61,139.93,113.92,265.0,189.3
2016-04-11 07:00:00,0.0,130.05,143.9,132.13,343.5,208.15
2016-04-11 08:00:00,0.0,156.48,179.07,184.02,403.5,232.225
2016-04-11 09:00:00,0.0,170.62,195.41,204.53,445.5,255.625
2016-04-11 10:00:00,0.0,179.64,193.1,206.69,459.5,265.675
2016-04-11 11:00:00,0.0,179.21,193.26,208.85,459.0,261.55
2016-04-11 12:00:00,0.0,168.87,199.67,214.98,484.5,294.5
2016-04-11 13:00:00,0.0,176.38,194.69,212.17,480.0,265.6
2016-04-11 14:00:00,0.0,181.4,190.68,215.86,466.0,262.925
2016-04-11 15:00:00,0.0,181.41,189.27,212.68,458.0,253.0
2016-04-11 16:00:00,0.0,177.7,186.69,205.97,455.5,251.15
2016-04-11 17:00:00,0.0,160.69,166.28,185.58,428.5,228.5
2016-04-11 18:00:00,0.0,142.02,142.3,159.19,400.5,211.25
2016-04-11 19:00:00,0.0,148.08,109.01,165.52,377.0,216.5
2016-04-11 20:00:00,0.0,142.23,98.57,173.85,341.5,222.875
2016-04-11 21:00:00,0.0,125.77,96.33,169.57,306.0,210.425
2016-04-11 22:00:00,0.0,121.19,96.05,160.24,259.5,203.7
2016-04-11 23:00:00,0.0,123.58,95.3,149.65,229.5,192.55
2016-04-12 00:00:00,0.0,129.86,98.66,139.01,218.5,193.575
2016-04-12 01:00:00,0.0,126.58,102.55,125.56,210.5,194.125
2016-04-12 02:00:00,0.0,127.71,104.81,112.74,205.0,193.425
2016-04-12 03:00:00,0.0,114.64,104.56,105.47,209.0,188.875
2016-04-12 04:00:00,0.0,116.16,133.5,105.77,230.5,200.725
2016-04-12 05:00:00,0.0,113.01,141.83,105.7,252.5,199.25
2016-04-12 06:00:00,0.0,113.24,138.13,115.85,268.0,195.675
2016-04-12 07:00:00,0.0,138.76,144.23,137.13,346.5,213.875
2016-04-12 08:00:00,0.0,157.48,184.62,178.45,422.0,241.275
2016-04-12 09:00:00,0.0,182.37,187.96,202.75,462.0,260.55
2016-04-12 10:00:00,0.0,189.26,189.55,209.92,481.0,257.0
2016-04-12 11:00:00,0.0,185.3,196.29,215.32,468.0,260.5
2016-04-12 12:00:00,0.0,194.85,200.19,217.92,500.5,276.7
2016-04-12 13:00:00,0.0,188.72,198.63,217.82,498.5,287.0
2016-04-12 14:00:00,0.0,186.02,202.09,216.71,483.0,274.125
2016-04-12 15:00:00,0.0,176.94,194.86,215.38,469.0,279.975
2016-04-12 16:00:00,0.0,167.3,194.57,211.8,455.0,266.425
2016-04-12 17:00:00,0.0,168.67,170.17,192.87,413.5,237.0
2016-04-12 18:00:00,0.0,147.07,151.11,168.4,383.5,230.675
2016-04-12 19:00:00,0.0,149.27,111.01,166.98,339.5,230.1
2016-04-12 20:00:00,0.0,128.41,95.83,176.08,308.5,235.875
2016-04-12 21:00:00,0.0,116.36,91.33,176.46,274.5,217.325
2016-04-12 22:00:00,0.0,109.4,92.58,168.8,235.0,216.725
2016-04-12 23:00:00,0.0,114.01,92.12,162.79,234.5,198.9
2016-04-13 00:00:00,0.0,107.18,92.85,148.33,234.5,195.35
2016-04-13 01:00:00,0.0,107.86,93.73,136.44,222.0,198.225
2016-04-13 02:00:00,0.0,120.91,97.69,112.59,219.5,197.55
2016-04-13 03:00:00,0.0,119.66,100.33,108.07,222.5,193.8
2016-04-13 04:00:00,0.0,113.45,135.5,105.92,249.5,200.45
2016-04-13 05:00:00,0.0,113.16,147.41,108.22,270.5,196.95
2016-04-13 06:00:00,0.0,124.81,132.61,112.43,281.0,195.1
2016-04-13 07:00:00,0.0,143.37,136.94,137.93,345.5,217.2
2016-04-13 08:00:00,0.0,152.45,175.09,189.76,412.0,238.5
2016-04-13 09:00:00,0.0,166.49,187.36,205.36,476.0,251.85
2016-04-13 10:00:00,0.0,167.28,190.4,211.52,470.0,262.1
2016-04-13 11:00:00,0.0,174.12,190.25,217.66,488.0,276.95
2016-04-13 12:00:00,0.0,174.03,196.08,219.38,530.5,267.6
2016-04-13 13:00:00,0.0,186.3,189.81,220.59,535.5,267.85
2016-04-13 14:00:00,0.0,191.83,190.28,221.77,507.5,282.2
2016-04-13 15:00:00,0.0,185.53,187.35,220.98,468.0,271.8
2016-04-13 16:00:00,0.0,171.55,188.03,216.43,448.5,273.85
2016-04-13 17:00:00,0.0,158.21,158.81,194.11,424.5,265.075
2016-04-13 18:00:00,0.0,147.73,138.81,170.45,384.5,232.8
2016-04-13 19:00:00,0.0,148.67,102.0,164.36,341.0,225.125
2016-04-13 20:00:00,0.0,142.53,85.3,167.39,297.5,230.625
2016-04-13 21:00:00,0.0,133.88,83.98,168.6,262.5,228.875
2016-04-13 22:00:00,0.0,126.11,84.35,163.38,238.5,218.15
2016-04-13 23:00:00,0.0,122.79,83.11,162.25,241.5,205.525
2016-04-14 00:00:00,0.0,132.12,82.31,150.72,233.5,206.7
2016-04-14 01:00:00,0.0,133.13,84.22,142.53,239.5,200.9
2016-04-14 02:00:00,0.0,129.05,84.2,119.1,233.5,197.7
2016-04-14 03:00:00,0.0,118.74,84.33,109.25,232.0,208.55
2016-04-14 04:00:00,0.0,118.29,130.3,107.54,260.0,211.475
2016-04-14 05:00:00,0.0,122.04,146.35,107.78,274.5,201.375
2016-04-14 06:00:00,0.0,127.48,131.2,114.88,284.0,199.2
2016-04-14 07:00:00,0.0,140.4,139.42,131.63,349.5,220.025
2016-04-14 08:00:00,0.0,156.71,173.45,178.5,419.5,242.85
2016-04-14 09:00:00,0.0,171.24,191.1,203.92,470.5,268.175
2016-04-14 10:00:00,0.0,169.97,192.27,209.95,462.0,278.65
2016-04-14 11:00:00,0.0,184.42,190.84,213.16,448.5,270.3
2016-04-14 12:00:00,0.0,173.13,191.81,217.07,458.0,263.475
2016-04-14 13:00:00,0.0,175.58,196.19,217.59,447.0,283.425
2016-04-14 14:00:00,0.0,176.27,190.75,221.41,433.0,264.725
2016-04-14 15:00:00,0.0,169.26,188.41,219.98,417.0,262.9
2016-04-14 16:00:00,0.0,171.45,186.03,219.4,408.0,257.225
2016-04-14 17:00:00,0.0,166.87,163.21,199.23,385.5,240.725
2016-04-14 18:00:00,0.0,147.86,144.85,169.19,354.0,225.375
2016-04-14 19:00:00,0.0,148.11,101.38,170.22,315.5,208.525
2016-04-14 20:00:00,0.0,139.96,84.89,174.69,274.0,229.8
2016-04-14 21:00:00,0.0,125.02,82.47,172.75,255.5,229.525
2016-04-14 22:00:00,0.0,133.62,82.16,165.07,234.0,220.1
2016-04-14 23:00:00,0.0,127.64,82.11,159.85,228.5,207.525
2016-04-15 00:00:00,0.0,130.87,81.83,143.21,217.5,199.825
2016-04-15 01:00:00,0.0,122.5,83.21,130.56,229.0,198.4
2016-04-15 02:00:00,0.0,122.39,83.04,115.69,224.0,194.45
2016-04-15 03:00:00,0.0,113.36,83.06,109.11,225.0,197.85
2016-04-15 04:00:00,0.0,110.59,133.89,107.41,246.5,213.275
2016-04-15 05:00:00,0.0,110.11,152.92,109.03,270.0,195.375
2016-04-15 06:00:00,0.0,114.41,137.53,115.77,282.5,196.025
2016-04-15 07:00:00,0.0,130.76,138.59,134.42,336.0,219.275
2016-04-15 08:00:00,0.0,150.83,176.42,183.48,369.0,233.65
2016-04-15 09:00:00,0.0,157.25,191.81,194.91,403.0,263.5
2016-04-15 10:00:00,0.0,167.74,193.16,204.14,413.5,252.9
2016-04-15 11:00:00,0.0,175.34,192.75,204.81,414.5,268.675
2016-04-15 12:00:00,0.0,169.16,192.89,206.22,438.5,251.75
2016-04-15 13:00:00,0.0,160.91,190.33,208.54,404.5,260.975
2016-04-15 14:00:00,0.0,155.87,185.65,211.49,383.0,257.65
2016-04-15 15:00:00,0.0,146.68,186.45,208.29,350.5,258.575
2016-04-15 16:00:00,0.0,142.45,177.3,200.14,348.0,257.05
2016-04-15 17:00:00,0.0,124.85,156.39,177.37,289.0,240.125
2016-04-15 18:00:00,0.0,131.93,129.9,163.72,266.5,228.575
2016-04-15 19:00:00,0.0,130.0,92.35,158.09,244.5,232.725
2016-04-15 20:00:00,0.0,128.64,78.37,154.91,229.5,225.8
2016-04-15 21:00:00,0.0,124.77,79.94,156.08,223.5,220.85
2016-04-15 22:00:00,0.0,121.27,80.74,150.11,209.5,206.05
2016-04-15 23:00:00,0.0,120.77,77.86,142.33,217.5,212.85
2016-04-16 00:00:00,0.0,122.21,83.79,137.39,203.5,202.25
2016-04-16 01:00:00,0.0,118.32,79.62,125.5,207.0,204.9
2016-04-16 02:00:00,0.0,109.14,82.04,106.48,206.5,216.6
2016-04-16 03:00:00,0.0,111.56,81.36,105.07,204.5,199.775
2016-04-16 04:00:00,0.0,114.22,84.66,103.71,226.0,202.225
2016-04-16 05:00:00,0.0,115.34,81.84,106.36,199.0,199.075
2016-04-16 06:00:00,0.0,116.55,108.49,103.22,201.0,200.45
2016-04-16 07:00:00,0.0,113.24,100.5,99.68,202.0,218.375
2016-04-16 08:00:00,0.0,118.31,97.85,98.44,202.5,217.825
2016-04-16 09:00:00,0.0,122.46,100.94,100.61,203.5,225.425
2016-04-16 10:00:00,0.0,128.45,100.65,107.67,204.5,216.275
2016-04-16 11:00:00,0.0,127.52,98.78,107.71,200.5,222.1
2016-04-16 12:00:00,0.0,123.65,97.52,110.52,200.5,214.9
2016-04-16 13:00:00,0.0,122.76,95.92,104.59,201.5,225.6
2016-04-16 14:00:00,0.0,126.05,97.09,103.72,198.0,230.325
2016-04-16 15:00:00,0.0,123.55,95.47,102.16,202.0,228.5
2016-04-16 16:00:00,0.0,121.61,93.32,103.02,202.0,225.65
2016-04-16 17:00:00,0.0,111.72,88.73,104.51,202.0,226.025
2016-04-16 18:00:00,0.0,110.07,78.31,105.34,201.0,215.6
2016-04-16 19:00:00,0.0,112.06,72.63,107.81,200.0,218.225
2016-04-16 20:00:00,0.0,112.61,75.26,111.04,201.5,222.775
2016-04-16 21:00:00,0.0,109.63,74.79,109.33,200.5,228.7
2016-04-16 22:00:00,0.0,107.74,74.88,108.11,203.0,210.625
2016-04-16 23:00:00,0.0,107.35,75.85,105.18,203.0,197.9
2016-04-17 00:00:00,0.0,108.55,77.02,106.93,198.5,216.5
2016-04-17 01:00:00,0.0,108.32,76.36,107.47,202.0,209.775
2016-04-17 02:00:00,0.0,106.91,77.35,105.59,201.5,203.975
2016-04-17 03:00:00,0.0,107.56,77.13,105.08,199.5,197.05
2016-04-17 04:00:00,0.0,110.22,75.96,105.55,211.5,205.075
2016-04-17 05:00:00,0.0,113.74,81.73,105.1,194.5,202.275
2016-04-17 06:00:00,0.0,112.59,107.83,104.0,194.5,193.625
2016-04-17 07:00:00,0.0,113.1,100.01,97.46,196.5,215.95
