timestamp,Panther_office_Garth,Fox_office_Vicki,Fox_office_Joy,Cockatoo_office_Margaret,Cockatoo_office_Ada
2016-07-10 16:00:00,64.7725,181.8,233.63,3.225,458.125
2016-07-10 17:00:00,70.3736,181.23,230.72,2.9,462.8
2016-07-10 18:00:00,75.1745,178.08,232.69,3.05,466.65
2016-07-10 19:00:00,72.454,168.82,225.87,2.95,463.95
2016-07-10 20:00:00,74.4944,163.23,219.22,2.975,457.625
2016-07-10 21:00:00,75.7346,155.28,215.27,3.45,420.1
2016-07-10 22:00:00,77.4549,154.25,208.54,2.8,409.15
2016-07-10 23:00:00,72.0939,153.94,205.27,3.0,392.65
2016-07-11 00:00:00,95.7385,141.68,179.74,2.975,379.925
2016-07-11 01:00:00,90.7775,137.97,171.77,3.45,373.975
2016-07-11 02:00:00,93.018,152.44,197.15,3.725,389.45
2016-07-11 03:00:00,94.2182,148.45,197.15,3.775,380.0
2016-07-11 04:00:00,89.8974,107.51,141.95,3.85,381.35
2016-07-11 05:00:00,92.6579,139.33,181.54,4.2,396.875
2016-07-11 06:00:00,91.0176,150.56,178.38,3.5,396.725
2016-07-11 07:00:00,89.8573,186.28,199.27,5.075,429.55
2016-07-11 08:00:00,96.8187,211.16,237.58,4.1,448.825
2016-07-11 09:00:00,101.0995,222.47,254.64,5.05,458.1
2016-07-11 10:00:00,98.579,230.46,257.92,5.825,486.4
2016-07-11 11:00:00,101.8597,226.62,265.4,5.325,500.425
2016-07-11 12:00:00,87.5369,224.97,269.5,4.5,476.9
2016-07-11 13:00:00,89.0572,229.74,263.96,4.35,478.3
2016-07-11 14:00:00,87.0968,230.33,279.66,4.425,488.2
2016-07-11 15:00:00,88.9372,234.55,281.79,5.0,477.725
2016-07-11 16:00:00,88.137,229.95,281.29,4.15,500.475
2016-07-11 17:00:00,88.8171,216.03,264.73,4.0,492.95
2016-07-11 18:00:00,97.3788,195.63,240.84,3.2,477.125
2016-07-11 19:00:00,91.2976,175.4,228.96,3.5,472.95
2016-07-11 20:00:00,92.6979,169.1,214.38,3.475,457.925
2016-07-11 21:00:00,77.735,162.23,207.29,3.475,419.375
2016-07-11 22:00:00,66.2128,159.7,203.52,2.975,416.6
2016-07-11 23:00:00,66.4128,153.19,198.34,3.575,368.25
2016-07-12 00:00:00,88.29700000000001,135.7,176.39,3.225,371.625
2016-07-12 01:00:00,93.7381,128.89,163.49,3.45,376.975
2016-07-12 02:00:00,89.8974,139.12,184.23,3.65,389.85
2016-07-12 03:00:00,94.1382,139.74,184.02,3.3,378.65
2016-07-12 04:00:00,92.0978,138.09,177.28,3.15,383.825
2016-07-12 05:00:00,87.7769,136.8,168.95,3.525,386.45
2016-07-12 06:00:00,88.9372,148.79,164.81,5.125,403.275
2016-07-12 07:00:00,91.2176,180.51,198.18,3.7,414.45
2016-07-12 08:00:00,93.6981,206.78,238.42,3.825,442.875
2016-07-12 09:00:00,100.5394,217.05,256.78,3.8,469.225
2016-07-12 10:00:00,98.1389,221.53,260.34,4.55,481.0
2016-07-12 11:00:00,100.7394,223.92,275.04,3.825,483.575
2016-07-12 12:00:00,95.6585,220.92,270.61,4.2,505.6
2016-07-12 13:00:00,95.9385,226.55,275.48,3.825,517.275
2016-07-12 14:00:00,88.5771,227.37,283.68,4.925,508.325
2016-07-12 15:00:00,90.9776,230.08,287.95,4.9,531.7
2016-07-12 16:00:00,88.09700000000001,226.89,293.72,4.65,475.325
2016-07-12 17:00:00,88.9372,214.69,272.68,4.525,492.05
2016-07-12 18:00:00,87.977,195.91,251.51,3.325,488.95
2016-07-12 19:00:00,90.2974,179.34,239.2,3.25,520.075
2016-07-12 20:00:00,92.8979,169.34,233.5,3.55,477.025
2016-07-12 21:00:00,78.1751,161.58,226.95,3.175,440.55
2016-07-12 22:00:00,70.6936,157.03,223.49,2.85,425.575
2016-07-12 23:00:00,65.2126,154.95,214.45,3.325,410.6
2016-07-13 00:00:00,88.29700000000001,143.04,184.4,3.25,414.15
2016-07-13 01:00:00,91.4176,137.31,174.72,3.175,398.15
2016-07-13 02:00:00,93.8581,147.85,196.94,3.025,406.925
2016-07-13 03:00:00,91.3376,146.14,199.33,3.125,410.3
2016-07-13 04:00:00,88.6571,139.55,186.19,2.85,391.45
2016-07-13 05:00:00,91.7377,138.71,180.7,3.45,411.75
2016-07-13 06:00:00,88.3771,153.34,174.87,4.575,403.825
2016-07-13 07:00:00,67.6531,183.31,203.54,3.8,437.6
2016-07-13 08:00:00,52.5301,205.6,239.58,4.7,457.175
2016-07-13 09:00:00,57.8512,218.21,257.75,4.65,456.925
2016-07-13 10:00:00,59.1714,222.44,268.93,4.45,468.45
2016-07-13 11:00:00,67.8131,223.42,275.12,4.525,507.7
2016-07-13 12:00:00,95.2584,225.04,279.76,5.275,501.55
2016-07-13 13:00:00,91.6977,225.34,277.86,4.9,513.775
2016-07-13 14:00:00,97.7789,227.27,281.09,4.1,523.575
2016-07-13 15:00:00,105.7404,229.64,300.4,4.775,497.85
2016-07-13 16:00:00,99.9793,224.45,296.0,4.375,510.525
2016-07-13 17:00:00,97.7389,214.02,280.78,3.975,509.075
2016-07-13 18:00:00,91.1376,195.79,263.54,3.125,470.475
2016-07-13 19:00:00,92.6979,180.64,247.18,2.95,490.325
2016-07-13 20:00:00,86.8567,171.55,243.0,3.875,481.825
2016-07-13 21:00:00,76.4548,163.21,239.68,3.375,436.2
2016-07-13 22:00:00,71.2938,162.62,238.5,3.425,432.775
2016-07-13 23:00:00,66.5728,161.35,230.45,3.275,437.6
2016-07-14 00:00:00,86.3367,152.95,194.44,3.225,414.1
2016-07-14 01:00:00,91.1376,149.99,189.48,2.9,417.9
2016-07-14 02:00:00,89.1372,162.46,214.43,2.95,415.175
2016-07-14 03:00:00,91.4976,160.21,216.73,2.875,401.45
2016-07-14 04:00:00,87.8569,154.14,207.01,2.85,404.15
2016-07-14 05:00:00,92.9379,151.73,195.51,3.225,421.225
2016-07-14 06:00:00,86.2166,166.18,192.32,4.5,421.875
2016-07-14 07:00:00,91.8977,189.09,217.08,3.7,453.8
2016-07-14 08:00:00,96.8987,209.68,250.97,4.2,484.375
2016-07-14 09:00:00,97.2588,221.09,269.82,4.225,488.825
2016-07-14 10:00:00,101.1395,228.13,274.21,4.725,505.55
2016-07-14 11:00:00,98.179,230.17,284.78,4.35,513.9
2016-07-14 12:00:00,99.6992,231.35,277.99,3.7,508.85
2016-07-14 13:00:00,92.9379,230.03,287.55,3.6,487.375
2016-07-14 14:00:00,93.6981,230.89,295.84,3.175,515.775
2016-07-14 15:00:00,100.8995,236.54,299.5,3.875,515.575
2016-07-14 16:00:00,92.7379,229.95,297.55,3.5,499.95
2016-07-14 17:00:00,91.3776,218.86,282.96,3.325,495.975
2016-07-14 18:00:00,93.338,201.82,256.52,1.775,510.55
2016-07-14 19:00:00,92.2978,190.4,240.74,1.475,497.8
2016-07-14 20:00:00,94.0181,181.89,230.41,2.05,492.325
2016-07-14 21:00:00,76.0547,173.79,224.22,2.275,448.325
2016-07-14 22:00:00,70.6936,170.47,225.52,2.25,442.575
2016-07-14 23:00:00,68.5332,165.06,218.11,1.725,421.55
2016-07-15 00:00:00,90.5375,157.26,179.48,1.925,414.7
2016-07-15 01:00:00,92.7379,147.48,173.23,2.6,420.05
2016-07-15 02:00:00,93.6981,160.49,195.23,1.9,423.275
2016-07-15 03:00:00,90.1774,157.22,198.63,1.825,389.875
2016-07-15 04:00:00,94.1382,157.76,188.66,2.875,390.575
2016-07-15 05:00:00,93.258,148.22,182.86,3.05,406.475
2016-07-15 06:00:00,94.6983,159.19,178.69,2.75,415.125
2016-07-15 07:00:00,89.8573,183.22,204.94,3.7,427.15
2016-07-15 08:00:00,97.1387,206.49,243.97,4.1,469.675
2016-07-15 09:00:00,101.6996,217.79,262.42,3.95,472.35
2016-07-15 10:00:00,105.3403,222.46,270.58,3.925,488.05
2016-07-15 11:00:00,100.7394,223.53,275.2,4.1,513.65
2016-07-15 12:00:00,96.1385,221.54,281.79,4.825,494.975
2016-07-15 13:00:00,93.7781,221.75,285.35,4.575,508.8
2016-07-15 14:00:00,86.8567,208.74,289.02,3.975,509.375
2016-07-15 15:00:00,84.8964,195.84,298.25,4.075,504.0
2016-07-15 16:00:00,85.8566,195.85,293.54,4.125,486.6
2016-07-15 17:00:00,94.5383,204.52,281.03,2.975,476.325
2016-07-15 18:00:00,93.298,192.69,258.34,2.825,471.85
2016-07-15 19:00:00,95.1383,174.01,241.88,2.6,485.025
2016-07-15 20:00:00,93.8581,168.42,235.65,3.025,459.3
2016-07-15 21:00:00,80.1355,165.8,231.37,3.325,459.65
2016-07-15 22:00:00,72.8541,162.48,227.49,2.975,412.35
2016-07-15 23:00:00,69.3734,163.07,217.81,3.1,422.925
2016-07-16 00:00:00,81.7358,160.13,186.99,3.175,380.4
2016-07-16 01:00:00,85.8966,157.38,182.65,3.45,383.65
2016-07-16 02:00:00,89.9374,152.58,204.76,3.275,391.05
2016-07-16 03:00:00,87.2568,149.5,206.35,3.85,380.125
2016-07-16 04:00:00,85.5365,148.04,198.22,3.85,392.475
2016-07-16 05:00:00,88.057,146.33,188.74,3.625,394.975
2016-07-16 06:00:00,85.4565,147.84,179.9,3.65,398.85
2016-07-16 07:00:00,89.7373,162.33,195.29,3.775,420.4
2016-07-16 08:00:00,93.258,170.83,206.45,2.375,450.975
2016-07-16 09:00:00,89.0972,171.49,210.91,2.55,438.475
2016-07-16 10:00:00,92.7779,172.65,216.28,3.05,431.025
2016-07-16 11:00:00,90.5375,172.87,217.64,2.875,445.375
2016-07-16 12:00:00,67.7331,169.51,220.75,3.5,461.1
2016-07-16 13:00:00,51.69,171.76,225.24,3.35,472.225
2016-07-16 14:00:00,48.4094,171.08,225.39,2.8,477.35
2016-07-16 15:00:00,50.9298,158.3,236.76,3.2,471.275
2016-07-16 16:00:00,55.8508,159.97,242.28,2.925,468.35
2016-07-16 17:00:00,66.8529,181.94,241.39,3.35,468.8
2016-07-16 18:00:00,74.0943,180.13,240.54,3.3,446.225
2016-07-16 19:00:00,73.7742,170.4,227.12,3.725,490.1
2016-07-16 20:00:00,60.9718,166.65,221.94,2.8,442.45
2016-07-16 21:00:00,63.4522,159.49,217.64,3.175,418.45
2016-07-16 22:00:00,65.4126,161.37,214.37,3.075,407.075
2016-07-16 23:00:00,65.5726,159.27,209.0,2.8,385.675
2016-07-17 00:00:00,86.4167,156.14,181.97,3.225,395.025
2016-07-17 01:00:00,92.4578,151.4,175.65,2.775,390.425
2016-07-17 02:00:00,88.6971,150.98,198.59,2.975,393.575
2016-07-17 03:00:00,91.0176,148.2,201.77,2.95,390.4
2016-07-17 04:00:00,88.7371,146.16,194.09,3.2,390.1
2016-07-17 05:00:00,84.8164,144.91,188.22,2.825,389.475
2016-07-17 06:00:00,67.453,148.9,179.28,3.225,416.3
2016-07-17 07:00:00,60.3717,165.7,190.51,3.8,406.725
2016-07-17 08:00:00,63.1322,165.02,198.82,4.175,456.225
2016-07-17 09:00:00,56.2508,166.28,210.89,2.75,459.3
2016-07-17 10:00:00,60.5317,168.81,211.46,3.775,436.05
2016-07-17 11:00:00,60.1716,168.5,217.73,3.3,447.6
2016-07-17 12:00:00,54.1304,164.18,216.58,3.025,487.1
2016-07-17 13:00:00,62.5321,163.38,210.83,2.6,469.85
2016-07-17 14:00:00,48.6094,162.86,213.5,3.2,465.5
2016-07-17 15:00:00,49.6896,152.69,219.14,3.675,454.275
2016-07-17 16:00:00,62.4921,154.23,222.36,3.5,428.625
2016-07-17 17:00:00,66.4528,150.09,210.99,3.25,445.3
2016-07-17 18:00:00,67.8931,147.69,206.62,2.625,471.025
2016-07-17 19:00:00,73.0141,144.74,207.18,2.35,483.575
2016-07-17 20:00:00,76.8948,142.91,209.67,3.275,440.425
2016-07-17 21:00:00,72.0139,140.39,209.92,2.975,432.15
2016-07-17 22:00:00,76.2947,142.69,215.13,2.9,426.075
2016-07-17 23:00:00,72.2139,138.38,211.21,3.475,405.75
2016-07-18 00:00:00,97.1787,141.41,182.9,3.0,402.225
2016-07-18 01:00:00,100.3794,137.61,176.21,2.6,396.625
2016-07-18 02:00:00,97.5788,133.02,198.88,3.3,402.275
2016-07-18 03:00:00,92.2178,132.8,207.05,2.9,386.925
2016-07-18 04:00:00,94.8583,129.79,199.42,2.725,409.425
2016-07-18 05:00:00,90.4975,130.22,192.61,2.775,402.825
2016-07-18 06:00:00,95.2584,134.57,188.18,3.775,416.975
2016-07-18 07:00:00,95.8985,160.4,206.59,3.575,459.25
2016-07-18 08:00:00,96.6587,191.05,246.52,3.875,462.95
2016-07-18 09:00:00,104.4201,214.16,271.31,4.075,481.325
2016-07-18 10:00:00,105.5804,219.77,275.25,4.825,472.375
2016-07-18 11:00:00,103.66,222.89,280.32,5.45,497.625
2016-07-18 12:00:00,102.8599,224.94,284.0,4.275,514.1
2016-07-18 13:00:00,92.9779,222.83,286.09,3.85,486.125
2016-07-18 14:00:00,91.8977,224.45,294.14,4.0,530.925
2016-07-18 15:00:00,96.2186,231.3,301.41,4.475,488.4
2016-07-18 16:00:00,93.5781,226.87,295.93,4.475,493.225
2016-07-18 17:00:00,92.1778,213.45,272.46,3.75,486.875
2016-07-18 18:00:00,91.5376,187.6,239.99,3.1,476.225
2016-07-18 19:00:00,91.8977,175.56,242.99,2.85,485.525
2016-07-18 20:00:00,94.4982,167.86,237.96,2.875,480.35
2016-07-18 21:00:00,78.8552,173.83,236.0,3.825,445.675
2016-07-18 22:00:00,72.9341,164.01,240.52,3.075,424.3
2016-07-18 23:00:00,66.3328,161.86,236.07,2.825,409.3
2016-07-19 00:00:00,87.0168,160.43,228.97,3.9,396.125
2016-07-19 01:00:00,95.5785,160.53,228.01,2.625,392.675
2016-07-19 02:00:00,98.7791,162.62,226.42,3.25,383.075
2016-07-19 03:00:00,90.6975,155.83,225.85,2.825,391.1
2016-07-19 04:00:00,94.7783,149.57,226.26,2.975,401.425
2016-07-19 05:00:00,91.6577,146.81,224.83,3.85,389.925
2016-07-19 06:00:00,95.0183,158.63,220.12,4.05,401.025
2016-07-19 07:00:00,94.2582,190.12,233.55,3.6,428.1
2016-07-19 08:00:00,95.2584,211.16,250.04,4.15,452.175
2016-07-19 09:00:00,101.7796,228.96,255.07,4.525,461.5
2016-07-19 10:00:00,103.0199,237.56,298.59,3.925,464.25
2016-07-19 11:00:00,101.8997,241.43,292.63,4.3,489.725
2016-07-19 12:00:00,100.7394,238.79,284.1,4.075,464.375
2016-07-19 13:00:00,97.3788,236.17,303.55,4.025,469.825
2016-07-19 14:00:00,102.3798,241.79,336.59,3.95,482.125
2016-07-19 15:00:00,100.1793,239.17,332.98,4.75,518.55
2016-07-19 16:00:00,102.1397,231.99,326.41,4.15,471.75
2016-07-19 17:00:00,103.74,221.69,311.44,4.1,470.925
2016-07-19 18:00:00,96.3386,203.42,286.27,3.875,474.375
2016-07-19 19:00:00,98.0589,179.97,264.84,2.675,473.825
2016-07-19 20:00:00,96.3786,173.76,259.93,2.65,455.825
2016-07-19 21:00:00,78.6552,175.04,250.94,2.5,411.25
2016-07-19 22:00:00,75.4946,171.16,248.2,2.575,403.95
2016-07-19 23:00:00,67.7731,167.28,239.62,2.575,383.325
2016-07-20 00:00:00,90.4975,166.62,202.41,3.625,396.85
2016-07-20 01:00:00,97.4188,166.14,188.64,2.9,378.85
2016-07-20 02:00:00,92.1778,167.95,205.79,2.725,379.75
2016-07-20 03:00:00,96.8587,166.88,209.74,2.925,391.0
2016-07-20 04:00:00,90.8175,157.46,200.4,2.9,406.3
2016-07-20 05:00:00,97.1387,150.25,194.27,3.8,395.45
2016-07-20 06:00:00,93.6581,156.58,189.84,3.375,407.425
2016-07-20 07:00:00,93.8581,181.28,212.22,4.4,433.2
2016-07-20 08:00:00,98.699,205.4,256.99,4.875,457.475
2016-07-20 09:00:00,103.2199,222.19,272.84,3.875,453.425
2016-07-20 10:00:00,101.6196,232.98,285.64,4.225,430.95
2016-07-20 11:00:00,103.78,233.96,289.9,4.4,482.6
2016-07-20 12:00:00,94.0581,235.3,294.24,4.65,485.925
2016-07-20 13:00:00,90.8575,233.45,294.1,4.6,487.55
2016-07-20 14:00:00,91.6977,234.22,297.97,4.825,531.3
2016-07-20 15:00:00,89.7773,234.57,303.36,4.075,497.175
2016-07-20 16:00:00,86.5367,229.42,299.53,4.2,482.55
2016-07-20 17:00:00,92.3378,217.87,280.7,4.875,463.15
2016-07-20 18:00:00,89.8173,200.67,266.21,3.725,471.65
2016-07-20 19:00:00,90.2574,178.72,246.72,2.75,473.225
2016-07-20 20:00:00,90.8976,169.85,243.27,2.325,486.525
2016-07-20 21:00:00,77.855,166.84,234.48,3.025,426.4
2016-07-20 22:00:00,69.2534,165.01,231.78,2.975,389.1
2016-07-20 23:00:00,69.2934,159.89,219.65,3.4,387.125
2016-07-21 00:00:00,89.3772,158.56,187.86,3.2,377.85
2016-07-21 01:00:00,95.4984,155.01,178.46,2.925,375.55
2016-07-21 02:00:00,91.0576,151.31,197.59,3.15,372.15
2016-07-21 03:00:00,91.4976,152.3,204.04,3.075,393.325
2016-07-21 04:00:00,89.7773,144.48,196.79,3.875,382.025
2016-07-21 05:00:00,89.1772,140.25,193.85,3.825,392.25
2016-07-21 06:00:00,94.4582,152.94,187.15,3.4,399.3
2016-07-21 07:00:00,90.8175,178.28,218.6,3.8,420.325
2016-07-21 08:00:00,99.3792,205.95,253.58,4.325,465.675
2016-07-21 09:00:00,103.1799,219.34,272.07,4.025,477.975
2016-07-21 10:00:00,99.4992,227.01,277.83,4.225,460.35
2016-07-21 11:00:00,105.6604,235.22,279.59,4.175,467.775
2016-07-21 12:00:00,101.2595,237.4,284.17,4.05,468.75
2016-07-21 13:00:00,99.4192,234.15,292.45,4.3,525.375
2016-07-21 14:00:00,93.9381,238.83,298.05,4.75,508.4
2016-07-21 15:00:00,101.2595,241.96,302.0,4.9,499.075
2016-07-21 16:00:00,101.8597,238.77,303.8,4.35,488.925
2016-07-21 17:00:00,98.8191,226.97,284.1,3.275,499.3
2016-07-21 18:00:00,93.8981,207.75,261.82,3.325,484.6
2016-07-21 19:00:00,94.4182,195.8,243.88,2.925,468.675
2016-07-21 20:00:00,89.8573,181.94,237.27,3.125,461.0
2016-07-21 21:00:00,77.2949,175.75,230.82,3.2,417.35
2016-07-21 22:00:00,72.334,172.58,234.65,3.475,433.1
2016-07-21 23:00:00,68.4932,168.27,223.05,3.625,398.25
2016-07-22 00:00:00,89.0172,166.52,190.98,2.525,402.725
2016-07-22 01:00:00,92.3778,169.05,181.94,2.675,414.675
2016-07-22 02:00:00,96.3386,166.09,201.62,3.575,385.075
2016-07-22 03:00:00,89.6573,166.03,204.0,2.75,403.275
2016-07-22 04:00:00,95.0583,158.23,201.4,4.375,397.125
2016-07-22 05:00:00,93.218,157.24,195.72,4.125,404.65
2016-07-22 06:00:00,95.2184,158.01,186.42,3.15,416.75
2016-07-22 07:00:00,94.0581,191.57,214.42,3.25,432.55
2016-07-22 08:00:00,97.6588,215.48,250.5,3.675,463.525
2016-07-22 09:00:00,102.8198,226.01,265.71,4.05,476.225
2016-07-22 10:00:00,99.3792,238.09,282.86,3.675,481.85
2016-07-22 11:00:00,102.7798,239.03,282.28,3.6,514.85
2016-07-22 12:00:00,95.8185,232.93,289.36,3.45,498.825
2016-07-22 13:00:00,93.5381,235.66,290.54,4.2,519.825
2016-07-22 14:00:00,97.6188,240.4,301.01,4.125,508.05
2016-07-22 15:00:00,87.7769,235.03,301.79,3.85,496.025
2016-07-22 16:00:00,97.6188,225.21,296.63,4.15,499.225
2016-07-22 17:00:00,99.9793,212.29,278.39,4.45,492.45
2016-07-22 18:00:00,98.739,198.55,254.98,3.35,496.175
2016-07-22 19:00:00,93.378,189.47,246.19,3.325,481.2
2016-07-22 20:00:00,95.3784,186.77,243.48,2.675,453.675
2016-07-22 21:00:00,78.6152,177.91,235.2,3.225,435.125
2016-07-22 22:00:00,74.4544,154.31,232.04,2.85,433.3
2016-07-22 23:00:00,67.133,170.13,224.25,3.125,418.475
2016-07-23 00:00:00,81.8958,167.8,192.17,3.675,393.175
2016-07-23 01:00:00,88.9372,164.33,185.1,2.775,400.65
2016-07-23 02:00:00,85.6565,162.15,203.69,3.1,409.3
2016-07-23 03:00:00,88.3371,161.07,207.38,4.05,390.9
2016-07-23 04:00:00,88.5371,158.59,203.19,3.575,405.225
2016-07-23 05:00:00,84.4963,155.55,195.07,3.35,416.15
2016-07-23 06:00:00,89.2972,162.78,191.69,3.45,427.4
2016-07-23 07:00:00,88.8572,175.79,206.25,2.875,431.275
2016-07-23 08:00:00,94.8583,182.88,219.4,2.4,462.875
2016-07-23 09:00:00,93.138,188.91,225.26,3.025,480.75
2016-07-23 10:00:00,89.9774,192.62,230.43,2.625,455.7
2016-07-23 11:00:00,93.218,192.97,238.19,3.075,465.1
2016-07-23 12:00:00,65.8527,190.43,240.67,3.025,480.075
2016-07-23 13:00:00,52.6101,189.86,243.34,3.125,490.075
2016-07-23 14:00:00,51.2099,192.66,245.06,3.325,501.15
2016-07-23 15:00:00,53.1303,189.62,248.41,3.2,476.375
2016-07-23 16:00:00,55.7308,190.45,243.4,3.0,462.9
2016-07-23 17:00:00,58.4513,191.41,251.81,3.725,458.025
2016-07-23 18:00:00,65.8927,186.47,245.49,3.5,487.275
2016-07-23 19:00:00,65.8527,177.92,234.0,2.55,482.45
2016-07-23 20:00:00,62.251999999999995,172.93,230.78,3.325,457.45
2016-07-23 21:00:00,62.8921,170.8,228.33,3.3,433.45
2016-07-23 22:00:00,63.8923,169.56,225.85,3.1,415.25
2016-07-23 23:00:00,64.6925,168.04,218.29,2.775,405.6
2016-07-24 00:00:00,84.5763,163.85,192.25,2.775,393.025
2016-07-24 01:00:00,91.0976,162.8,183.33,3.275,386.375
2016-07-24 02:00:00,86.0166,157.72,203.43,3.775,388.2
2016-07-24 03:00:00,89.2572,155.48,206.99,2.9,388.325
2016-07-24 04:00:00,85.0964,152.7,201.74,3.075,378.625
2016-07-24 05:00:00,88.6971,151.19,196.43,3.475,393.225
2016-07-24 06:00:00,70.0135,155.55,190.21,3.625,395.7
2016-07-24 07:00:00,63.1322,171.0,195.31,3.2,407.475
2016-07-24 08:00:00,57.6511,177.21,206.25,3.65,442.2
2016-07-24 09:00:00,60.8517,178.31,214.49,2.875,468.3
2016-07-24 10:00:00,60.1316,178.76,217.31,3.075,475.9
2016-07-24 11:00:00,59.1714,178.9,224.63,2.875,471.15
2016-07-24 12:00:00,56.0908,177.39,229.22,2.775,463.775
2016-07-24 13:00:00,53.2503,178.57,230.73,2.575,485.05
2016-07-24 14:00:00,54.7306,183.68,237.55,3.075,483.5
2016-07-24 15:00:00,57.4911,184.01,237.77,2.85,493.075
2016-07-24 16:00:00,61.3719,185.44,239.6,3.025,485.825
2016-07-24 17:00:00,67.7731,185.66,242.88,3.825,498.975
2016-07-24 18:00:00,67.493,184.0,237.02,2.5,478.575
2016-07-24 19:00:00,71.6938,175.89,225.58,2.55,460.075
2016-07-24 20:00:00,74.0543,170.97,221.75,3.5,447.45
2016-07-24 21:00:00,77.4949,167.11,219.9,2.95,433.475
2016-07-24 22:00:00,71.0137,164.75,220.38,3.325,421.475
2016-07-24 23:00:00,72.334,163.88,216.85,3.1,405.725
2016-07-25 00:00:00,93.418,163.26,193.05,3.325,400.625
2016-07-25 01:00:00,94.4182,160.07,183.06,2.825,385.0
2016-07-25 02:00:00,93.7781,157.81,205.92,3.525,386.9
2016-07-25 03:00:00,90.2974,157.36,208.27,3.525,382.25
2016-07-25 04:00:00,89.2572,152.53,199.34,2.825,385.775
2016-07-25 05:00:00,92.6979,149.85,195.87,4.175,385.325
2016-07-25 06:00:00,89.1772,155.51,191.9,4.2,393.525
2016-07-25 07:00:00,89.3772,187.24,210.17,3.35,438.325
2016-07-25 08:00:00,95.3784,212.44,252.88,4.15,463.15
2016-07-25 09:00:00,96.3786,224.45,267.85,4.475,521.675
2016-07-25 10:00:00,101.0195,233.57,272.82,4.175,491.5
2016-07-25 11:00:00,97.8989,234.56,280.06,3.65,459.675
2016-07-25 12:00:00,99.6992,235.64,283.7,4.05,487.675
2016-07-25 13:00:00,97.0587,231.57,284.83,4.35,483.675
2016-07-25 14:00:00,96.7787,234.33,290.91,3.875,490.275
2016-07-25 15:00:00,89.1772,239.15,293.35,3.775,467.025
2016-07-25 16:00:00,92.7779,239.44,290.38,3.25,479.6
2016-07-25 17:00:00,95.2184,226.89,271.66,3.1,478.225
2016-07-25 18:00:00,93.178,210.96,242.85,2.6,481.4
2016-07-25 19:00:00,91.0576,195.63,222.44,2.95,471.975
2016-07-25 20:00:00,94.6983,185.7,216.35,2.35,452.4
2016-07-25 21:00:00,76.8948,179.02,211.86,2.825,425.825
2016-07-25 22:00:00,70.7337,172.93,215.36,2.525,425.775
2016-07-25 23:00:00,67.133,171.13,207.83,2.3,395.625
2016-07-26 00:00:00,88.21700000000001,167.12,183.26,2.4,395.125
2016-07-26 01:00:00,92.1778,167.15,173.41,2.825,408.525
2016-07-26 02:00:00,95.9785,165.15,194.92,3.025,393.225
2016-07-26 03:00:00,92.3378,159.75,196.55,2.475,381.775
2016-07-26 04:00:00,89.2572,156.1,185.69,2.675,396.0
2016-07-26 05:00:00,92.4978,155.03,185.0,3.075,399.0
2016-07-26 06:00:00,90.4975,168.61,179.74,3.625,392.95
2016-07-26 07:00:00,91.6177,189.78,215.74,3.725,424.125
2016-07-26 08:00:00,96.6187,206.14,254.87,3.75,458.725
2016-07-26 09:00:00,101.0195,230.77,273.78,3.75,447.5
2016-07-26 10:00:00,103.2999,235.94,285.86,3.375,461.675
2016-07-26 11:00:00,105.9404,235.99,286.17,3.75,479.175
2016-07-26 12:00:00,98.739,236.64,295.83,4.025,476.15
2016-07-26 13:00:00,92.9379,238.01,302.15,3.075,500.325
2016-07-26 14:00:00,88.5771,239.73,303.78,3.6,490.8
2016-07-26 15:00:00,84.7364,246.99,315.19,3.95,480.15
2016-07-26 16:00:00,88.057,242.45,310.26,3.475,471.65
2016-07-26 17:00:00,93.058,229.06,288.08,3.4,482.05
2016-07-26 18:00:00,89.8973,212.76,262.06,2.85,460.725
2016-07-26 19:00:00,90.2974,199.35,250.46,2.3,447.225
2016-07-26 20:00:00,93.5381,195.92,240.61,2.625,444.6
2016-07-26 21:00:00,78.6152,185.67,238.8,2.625,425.65
2016-07-26 22:00:00,69.4934,184.49,236.81,2.525,401.175
2016-07-26 23:00:00,69.1733,181.08,233.89,2.8,397.275
2016-07-27 00:00:00,86.8567,177.91,211.5,2.75,383.275
2016-07-27 01:00:00,94.3382,177.16,200.46,2.55,390.725
2016-07-27 02:00:00,90.4174,174.9,221.17,2.95,372.025
2016-07-27 03:00:00,93.6981,170.38,220.46,3.45,380.2
2016-07-27 04:00:00,92.2578,163.78,209.59,3.025,369.675
2016-07-27 05:00:00,92.5779,155.74,200.45,3.075,383.15
2016-07-27 06:00:00,95.4584,165.34,193.6,3.45,389.5
2016-07-27 07:00:00,94.5382,193.47,222.02,3.3,420.775
2016-07-27 08:00:00,93.338,209.27,261.46,3.8,442.675
2016-07-27 09:00:00,102.1397,232.16,281.54,3.425,454.4
2016-07-27 10:00:00,100.2594,237.11,289.39,3.125,466.15
2016-07-27 11:00:00,102.4198,239.0,296.54,3.975,469.325
2016-07-27 12:00:00,101.4196,246.05,300.38,3.575,465.6
2016-07-27 13:00:00,98.699,243.27,305.59,2.9,487.55
2016-07-27 14:00:00,89.3772,245.67,312.45,3.9,496.8
2016-07-27 15:00:00,85.6165,249.39,317.95,3.8,502.7
2016-07-27 16:00:00,84.8164,244.15,315.04,3.65,461.275
2016-07-27 17:00:00,82.656,234.22,292.97,3.275,483.075
