timestamp,Fox_public_Bart,Bear_public_Valorie,Cockatoo_public_Shad
2016-04-20 10:00:00,162.62,258.5,192.975
2016-04-20 11:00:00,164.49,261.0,196.35
2016-04-20 12:00:00,167.76,267.5,199.25
2016-04-20 13:00:00,170.45,269.0,199.175
2016-04-20 14:00:00,172.38,271.75,197.175
2016-04-20 15:00:00,173.76,271.0,194.075
2016-04-20 16:00:00,171.89,271.75,185.625
2016-04-20 17:00:00,168.26,272.25,176.55
2016-04-20 18:00:00,166.88,264.75,175.5
2016-04-20 19:00:00,168.04,263.5,173.625
2016-04-20 20:00:00,164.05,267.25,175.3
2016-04-20 21:00:00,160.5,258.0,173.85
2016-04-20 22:00:00,157.07,254.25,172.425
2016-04-20 23:00:00,154.55,253.0,172.3
2016-04-21 00:00:00,115.8,248.75,133.525
2016-04-21 01:00:00,140.13,239.75,142.5
2016-04-21 02:00:00,142.62,68.0,121.65
2016-04-21 03:00:00,146.12,44.75,105.55
2016-04-21 04:00:00,89.67,54.5,105.575
2016-04-21 05:00:00,85.38,98.0,110.875
2016-04-21 06:00:00,133.0,153.5,118.875
2016-04-21 07:00:00,140.95,173.5,123.325
2016-04-21 08:00:00,147.42,191.75,165.2
2016-04-21 09:00:00,150.55,252.5,180.85
2016-04-21 10:00:00,160.26,257.0,189.1
2016-04-21 11:00:00,164.82,262.5,187.5
2016-04-21 12:00:00,171.02,269.75,185.025
2016-04-21 13:00:00,169.71,268.1134,185.1
2016-04-21 14:00:00,170.93,269.3886,186.275
2016-04-21 15:00:00,167.48,269.0,190.85
2016-04-21 16:00:00,165.43,267.75,193.325
2016-04-21 17:00:00,165.13,265.25,184.175
2016-04-21 18:00:00,161.25,266.25,170.3
2016-04-21 19:00:00,164.16,262.0,166.55
2016-04-21 20:00:00,162.34,261.0,170.1
2016-04-21 21:00:00,157.57,255.0,170.325
2016-04-21 22:00:00,152.06,252.75,166.35
2016-04-21 23:00:00,150.18,252.25,164.925
2016-04-22 00:00:00,98.59,248.75,142.425
2016-04-22 01:00:00,138.64,245.0,137.7
2016-04-22 02:00:00,141.31,67.0,110.25
2016-04-22 03:00:00,142.33,57.0,99.3
2016-04-22 04:00:00,95.98,67.2,99.6
2016-04-22 05:00:00,83.11,85.25,112.875
2016-04-22 06:00:00,135.22,153.0,114.025
2016-04-22 07:00:00,135.95,167.5,122.925
2016-04-22 08:00:00,142.92,179.5,154.725
2016-04-22 09:00:00,146.17,244.75,179.125
2016-04-22 10:00:00,152.98,255.75,182.325
2016-04-22 11:00:00,157.28,251.75,182.2
2016-04-22 12:00:00,160.71,258.75,190.05
2016-04-22 13:00:00,159.7,255.0,180.7
2016-04-22 14:00:00,160.15,258.5,179.2
2016-04-22 15:00:00,161.95,257.6,175.05
2016-04-22 16:00:00,159.98,256.0,172.6
2016-04-22 17:00:00,159.16,250.25,162.85
2016-04-22 18:00:00,155.1,246.5,126.575
2016-04-22 19:00:00,153.92,242.0,133.675
2016-04-22 20:00:00,152.94,239.5,140.45
2016-04-22 21:00:00,117.39,229.0,129.75
2016-04-22 22:00:00,80.97,60.25,126.575
2016-04-22 23:00:00,79.58,43.0,121.5
2016-04-23 00:00:00,85.43,44.25,106.75
2016-04-23 01:00:00,139.47,43.5,110.425
2016-04-23 02:00:00,140.93,44.25,114.175
2016-04-23 03:00:00,140.65,43.25,118.15
2016-04-23 04:00:00,82.44,52.5,118.375
2016-04-23 05:00:00,77.82,65.75,116.1
2016-04-23 06:00:00,76.04,108.0,115.025
2016-04-23 07:00:00,74.05,112.0,115.2
2016-04-23 08:00:00,73.18,144.25,113.025
2016-04-23 09:00:00,132.0,230.0,110.05
2016-04-23 10:00:00,141.69,239.75,110.25
2016-04-23 11:00:00,153.05,247.75,129.675
2016-04-23 12:00:00,154.69,252.5,156.3
2016-04-23 13:00:00,155.48,257.5,151.35
2016-04-23 14:00:00,157.32,263.75,149.5
2016-04-23 15:00:00,156.92,267.75,151.325
2016-04-23 16:00:00,156.29,264.5,151.075
2016-04-23 17:00:00,156.2,248.2,152.525
2016-04-23 18:00:00,154.58,246.25,138.8
2016-04-23 19:00:00,153.83,245.5,83.775
2016-04-23 20:00:00,153.2,234.25,82.175
2016-04-23 21:00:00,108.74,230.5,86.6
2016-04-23 22:00:00,79.93,57.0,83.025
2016-04-23 23:00:00,78.69,43.0,84.45
2016-04-24 00:00:00,76.28,44.5,85.125
2016-04-24 01:00:00,78.19,43.75,83.475
2016-04-24 02:00:00,78.59,44.0,84.375
2016-04-24 03:00:00,78.39,43.0,83.05
2016-04-24 04:00:00,78.97,52.25,84.05
2016-04-24 05:00:00,77.05,65.25,83.7
2016-04-24 06:00:00,73.92,64.5,82.375
2016-04-24 07:00:00,75.55,62.5,87.775
2016-04-24 08:00:00,73.38,62.5,96.325
2016-04-24 09:00:00,73.68,61.5,115.55
2016-04-24 10:00:00,112.81,161.75,112.375
2016-04-24 11:00:00,144.21,171.25,122.4
2016-04-24 12:00:00,146.99,230.25,157.725
2016-04-24 13:00:00,149.64,256.75,163.075
2016-04-24 14:00:00,150.86,263.75,164.275
2016-04-24 15:00:00,154.01,262.75,158.625
2016-04-24 16:00:00,154.44,264.5,159.65
2016-04-24 17:00:00,153.19,263.5,163.1
2016-04-24 18:00:00,153.22,257.5,158.35
2016-04-24 19:00:00,154.7,247.0,166.2
2016-04-24 20:00:00,154.36,243.25,168.2
2016-04-24 21:00:00,152.4,234.25,171.1
2016-04-24 22:00:00,151.69,229.75,167.275
2016-04-24 23:00:00,148.27,230.0,167.5
2016-04-25 00:00:00,95.64,225.25,121.5
2016-04-25 01:00:00,57.31,222.75,113.525
2016-04-25 02:00:00,76.87,72.75,99.525
2016-04-25 03:00:00,72.0,68.5,90.225
2016-04-25 04:00:00,75.41,78.5,97.925
2016-04-25 05:00:00,75.02,94.0,105.95
2016-04-25 06:00:00,126.13,138.0,118.525
2016-04-25 07:00:00,133.27,151.0,139.725
2016-04-25 08:00:00,144.16,165.5,162.875
2016-04-25 09:00:00,150.51,233.0,175.875
2016-04-25 10:00:00,157.08,239.0,181.45
2016-04-25 11:00:00,162.18,247.75,194.4
2016-04-25 12:00:00,163.81,261.5,191.875
2016-04-25 13:00:00,167.3,267.0,197.75
2016-04-25 14:00:00,169.2,271.5,193.65
2016-04-25 15:00:00,169.17,270.25,195.7
2016-04-25 16:00:00,169.8,268.5,195.875
2016-04-25 17:00:00,167.36,261.5,182.65
2016-04-25 18:00:00,164.15,260.0,170.275
2016-04-25 19:00:00,163.15,251.5,171.75
2016-04-25 20:00:00,161.93,248.75,173.725
2016-04-25 21:00:00,157.04,241.5,175.225
2016-04-25 22:00:00,153.14,235.75,171.75
2016-04-25 23:00:00,151.42,232.25,168.95
2016-04-26 00:00:00,101.16,228.0,141.55
2016-04-26 01:00:00,139.39,223.25,148.6
2016-04-26 02:00:00,139.18,104.25,121.225
2016-04-26 03:00:00,142.62,57.5,105.0
2016-04-26 04:00:00,101.27,61.0,106.7
2016-04-26 05:00:00,81.92,81.25,104.8
2016-04-26 06:00:00,135.64,133.25,111.1
2016-04-26 07:00:00,158.7,153.5,138.575
2016-04-26 08:00:00,168.62,159.5,163.925
2016-04-26 09:00:00,156.33,235.5,177.975
2016-04-26 10:00:00,159.44,245.25,187.8
2016-04-26 11:00:00,159.78,254.0,190.65
2016-04-26 12:00:00,161.98,263.75,193.3
2016-04-26 13:00:00,164.54,261.0,192.775
2016-04-26 14:00:00,162.97,263.75,201.975
2016-04-26 15:00:00,163.99,269.0,192.95
2016-04-26 16:00:00,164.15,266.25,187.475
2016-04-26 17:00:00,162.51,267.5,177.5
2016-04-26 18:00:00,162.24,264.75,167.975
2016-04-26 19:00:00,162.27,255.0,178.4
2016-04-26 20:00:00,160.64,253.75,172.8
2016-04-26 21:00:00,156.95,240.0,169.5
2016-04-26 22:00:00,154.59,236.75,166.7
2016-04-26 23:00:00,149.89,233.75,163.0
2016-04-27 00:00:00,100.28,232.25,135.3
2016-04-27 01:00:00,135.07,226.25,140.675
2016-04-27 02:00:00,139.29,104.75,121.95
2016-04-27 03:00:00,142.53,68.5,106.825
2016-04-27 04:00:00,91.61,74.25,106.5
2016-04-27 05:00:00,80.27,99.75,111.325
2016-04-27 06:00:00,147.66,133.75,137.05
2016-04-27 07:00:00,160.51,148.75,143.225
2016-04-27 08:00:00,160.56,155.5,170.975
2016-04-27 09:00:00,151.14,234.75,181.05
2016-04-27 10:00:00,157.22,240.0,190.6
2016-04-27 11:00:00,161.47,248.0,197.85
2016-04-27 12:00:00,162.94,249.75,199.025
2016-04-27 13:00:00,166.76,250.5,198.925
2016-04-27 14:00:00,166.6,265.25,204.675
2016-04-27 15:00:00,163.88,270.75,192.7
2016-04-27 16:00:00,167.53,272.0,192.7
2016-04-27 17:00:00,165.58,266.0,178.975
2016-04-27 18:00:00,163.69,261.75,172.85
2016-04-27 19:00:00,165.41,249.0,176.05
2016-04-27 20:00:00,162.78,252.5,189.625
2016-04-27 21:00:00,159.31,239.75,179.8
2016-04-27 22:00:00,156.35,236.0,179.4
2016-04-27 23:00:00,152.16,233.5,176.325
2016-04-28 00:00:00,110.23,230.25,148.125
2016-04-28 01:00:00,139.86,224.25,152.5
2016-04-28 02:00:00,140.14,86.5,123.725
2016-04-28 03:00:00,139.27,43.75,109.975
2016-04-28 04:00:00,81.7,49.25,108.725
2016-04-28 05:00:00,80.55,73.0,111.075
2016-04-28 06:00:00,126.62,132.75,122.05
2016-04-28 07:00:00,138.24,154.0,145.275
2016-04-28 08:00:00,143.06,163.25,163.95
2016-04-28 09:00:00,151.66,235.25,179.075
2016-04-28 10:00:00,158.02,241.5,190.85
2016-04-28 11:00:00,160.44,260.0,201.275
2016-04-28 12:00:00,164.01,263.25,191.475
2016-04-28 13:00:00,166.18,305.25,187.425
2016-04-28 14:00:00,166.1,291.0,200.75
2016-04-28 15:00:00,167.56,273.0,189.45
2016-04-28 16:00:00,165.21,270.5,188.65
2016-04-28 17:00:00,164.26,268.5,183.375
2016-04-28 18:00:00,160.7,265.25,174.375
2016-04-28 19:00:00,161.31,264.0,179.8
2016-04-28 20:00:00,159.98,263.5,177.925
2016-04-28 21:00:00,157.13,245.0,176.925
2016-04-28 22:00:00,152.87,240.0,177.175
2016-04-28 23:00:00,150.39,238.25,175.225
2016-04-29 00:00:00,115.42,231.0,148.6
2016-04-29 01:00:00,137.72,229.25,152.45
2016-04-29 02:00:00,137.47,83.75,121.625
2016-04-29 03:00:00,144.11,46.25,100.85
2016-04-29 04:00:00,86.31,54.0,102.225
2016-04-29 05:00:00,115.11,71.75,112.075
2016-04-29 06:00:00,134.74,135.5,128.525
2016-04-29 07:00:00,136.13,159.0,146.1
2016-04-29 08:00:00,145.62,160.25,169.225
2016-04-29 09:00:00,149.6,235.0,191.45
2016-04-29 10:00:00,153.63,246.75,191.35
2016-04-29 11:00:00,157.84,252.25,189.7
2016-04-29 12:00:00,157.84,262.5,185.425
2016-04-29 13:00:00,156.84,268.75,185.225
2016-04-29 14:00:00,157.71,270.5,187.6
2016-04-29 15:00:00,157.36,271.25,182.25
2016-04-29 16:00:00,157.14,266.25,177.75
2016-04-29 17:00:00,155.58,265.25,171.825
2016-04-29 18:00:00,153.39,263.0,140.475
2016-04-29 19:00:00,155.3,255.0,135.575
2016-04-29 20:00:00,156.13,248.0,136.5
2016-04-29 21:00:00,152.76,232.0,145.15
2016-04-29 22:00:00,149.4,83.0,146.85
2016-04-29 23:00:00,149.14,44.0,143.325
2016-04-30 00:00:00,124.95,45.25,122.25
2016-04-30 01:00:00,136.57,44.0,120.025
2016-04-30 02:00:00,139.54,45.25,121.925
2016-04-30 03:00:00,141.98,44.5,119.85
2016-04-30 04:00:00,89.82,50.75,119.7
2016-04-30 05:00:00,74.81,66.25,121.725
2016-04-30 06:00:00,70.9,104.0,119.5
2016-04-30 07:00:00,70.15,112.5,116.15
2016-04-30 08:00:00,71.81,148.5,115.325
2016-04-30 09:00:00,134.34,231.25,114.675
2016-04-30 10:00:00,141.95,247.25,107.65
2016-04-30 11:00:00,150.22,253.0,122.4
2016-04-30 12:00:00,151.36,254.5,157.475
2016-04-30 13:00:00,156.02,254.75,164.55
2016-04-30 14:00:00,154.73,257.5,163.125
2016-04-30 15:00:00,154.65,261.25,157.9
2016-04-30 16:00:00,158.04,260.5,165.025
2016-04-30 17:00:00,157.6,247.5,164.175
2016-04-30 18:00:00,155.88,243.0,146.15
2016-04-30 19:00:00,155.51,244.0,102.425
2016-04-30 20:00:00,155.56,243.2319,110.95
2016-04-30 21:00:00,152.62,242.7867,114.025
2016-04-30 22:00:00,153.76,80.75,113.0
2016-04-30 23:00:00,148.53,41.75,112.625
2016-05-01 00:00:00,108.16,44.0,111.55
2016-05-01 01:00:00,80.89,43.5,111.725
2016-05-01 02:00:00,79.63,44.25,112.875
2016-05-01 03:00:00,79.2,43.75,114.65
2016-05-01 04:00:00,80.42,50.25,113.225
2016-05-01 05:00:00,78.3,65.25,112.025
2016-05-01 06:00:00,76.19,64.25,114.575
2016-05-01 07:00:00,76.1,64.25,112.125
2016-05-01 08:00:00,74.3,63.25,112.7
2016-05-01 09:00:00,75.4,64.0,112.05
2016-05-01 10:00:00,132.85,151.5,114.4
2016-05-01 11:00:00,144.64,169.75,125.775
2016-05-01 12:00:00,150.01,225.75,150.425
2016-05-01 13:00:00,152.94,253.5,152.0
2016-05-01 14:00:00,155.73,260.5,154.025
2016-05-01 15:00:00,156.46,258.25,155.475
2016-05-01 16:00:00,156.43,261.75,150.925
2016-05-01 17:00:00,157.33,265.75,152.075
2016-05-01 18:00:00,156.2,264.5,150.35
2016-05-01 19:00:00,156.96,260.25,157.675
2016-05-01 20:00:00,157.51,264.0,162.1
2016-05-01 21:00:00,157.43,249.25,159.8
2016-05-01 22:00:00,155.77,240.75,160.85
2016-05-01 23:00:00,155.71,236.75,161.85
2016-05-02 00:00:00,150.99,237.25,113.8
2016-05-02 01:00:00,150.47,232.25,115.95
2016-05-02 02:00:00,106.32,103.0,106.625
2016-05-02 03:00:00,63.07,78.75,91.625
2016-05-02 04:00:00,109.66,84.5,95.775
2016-05-02 05:00:00,76.01,102.0,105.925
2016-05-02 06:00:00,75.62,151.25,122.775
2016-05-02 07:00:00,76.98,178.75,141.7
2016-05-02 08:00:00,76.7,194.75,167.6
2016-05-02 09:00:00,78.1,243.5,183.25
2016-05-02 10:00:00,85.04,254.25,185.95
2016-05-02 11:00:00,87.42,260.75,187.725
2016-05-02 12:00:00,93.89,271.75,191.275
2016-05-02 13:00:00,96.36,276.25,186.3
2016-05-02 14:00:00,107.2,276.0,186.675
2016-05-02 15:00:00,115.56,276.0,187.025
2016-05-02 16:00:00,122.65,275.5,190.5
2016-05-02 17:00:00,123.23,274.75,173.575
2016-05-02 18:00:00,122.76,264.25,165.425
2016-05-02 19:00:00,120.27,254.5,157.95
2016-05-02 20:00:00,115.53,253.5,175.925
2016-05-02 21:00:00,115.08,248.0,173.4
2016-05-02 22:00:00,114.64,246.5,172.375
2016-05-02 23:00:00,115.64,241.5,169.225
2016-05-03 00:00:00,112.61,238.0,131.4
2016-05-03 01:00:00,114.26,234.5,127.25
2016-05-03 02:00:00,115.59,232.5,117.875
2016-05-03 03:00:00,117.98,231.25,104.35
2016-05-03 04:00:00,113.73,231.5,106.625
2016-05-03 05:00:00,113.02,230.0,108.425
2016-05-03 06:00:00,154.3,232.75,120.875
2016-05-03 07:00:00,148.65,235.5,141.575
2016-05-03 08:00:00,185.93,235.0,166.475
2016-05-03 09:00:00,191.85,247.25,184.5
2016-05-03 10:00:00,197.24,260.25,188.6
2016-05-03 11:00:00,200.75,269.0,196.9
2016-05-03 12:00:00,198.72,272.75,197.05
2016-05-03 13:00:00,204.23,278.5,198.075
2016-05-03 14:00:00,210.47,279.75,190.35
2016-05-03 15:00:00,206.15,278.5,191.85
2016-05-03 16:00:00,201.59,277.5,187.375
2016-05-03 17:00:00,200.52,273.25,182.825
2016-05-03 18:00:00,206.04,270.5,176.675
2016-05-03 19:00:00,211.56,260.75,174.85
2016-05-03 20:00:00,220.11,255.0,180.2
2016-05-03 21:00:00,218.3,248.25,176.9
2016-05-03 22:00:00,211.06,246.5,175.875
2016-05-03 23:00:00,208.87,246.25,179.9
2016-05-04 00:00:00,154.27,239.25,129.525
2016-05-04 01:00:00,204.69,236.75,123.3
2016-05-04 02:00:00,203.12,234.0,107.15
2016-05-04 03:00:00,202.73,232.5,90.475
2016-05-04 04:00:00,151.87,230.5,97.375
2016-05-04 05:00:00,134.13,231.0,107.35
2016-05-04 06:00:00,179.2,233.5,117.35
2016-05-04 07:00:00,187.16,233.0,134.625
2016-05-04 08:00:00,190.06,275.25,160.475
2016-05-04 09:00:00,196.22,283.25,177.25
2016-05-04 10:00:00,193.09,279.0,187.725
2016-05-04 11:00:00,200.14,267.75,185.225
2016-05-04 12:00:00,201.02,271.25,194.65
2016-05-04 13:00:00,198.84,279.25,188.75
2016-05-04 14:00:00,199.82,281.25,189.95
2016-05-04 15:00:00,199.32,280.5,189.875
2016-05-04 16:00:00,201.7,281.75,183.0
2016-05-04 17:00:00,200.09,277.0,174.35
2016-05-04 18:00:00,198.53,268.75,170.35
2016-05-04 19:00:00,197.24,266.75,161.55
2016-05-04 20:00:00,196.15,257.25,173.3
2016-05-04 21:00:00,198.07,253.5,170.0
2016-05-04 22:00:00,192.95,249.25,172.875
2016-05-04 23:00:00,182.85,247.0,166.725
2016-05-05 00:00:00,182.19,243.25,120.625
2016-05-05 01:00:00,182.64,239.5,131.65
2016-05-05 02:00:00,181.92,233.25,119.45
2016-05-05 03:00:00,178.54,231.5,103.25
2016-05-05 04:00:00,172.13,232.0,102.7
2016-05-05 05:00:00,172.04,231.5,102.675
2016-05-05 06:00:00,168.87,233.25,113.725
2016-05-05 07:00:00,170.89,234.5,137.55
2016-05-05 08:00:00,171.38,233.0,160.75
2016-05-05 09:00:00,180.39,252.0,178.45
2016-05-05 10:00:00,181.87,258.0,181.75
2016-05-05 11:00:00,186.4,271.5,183.8
2016-05-05 12:00:00,185.19,275.25,183.6
2016-05-05 13:00:00,186.36,278.0,181.2
2016-05-05 14:00:00,194.07,276.25,187.2
2016-05-05 15:00:00,193.14,281.0,187.075
2016-05-05 16:00:00,190.0,274.5,182.975
2016-05-05 17:00:00,185.34,271.25,172.95
2016-05-05 18:00:00,181.89,267.75,168.15
2016-05-05 19:00:00,178.36,263.25,163.225
2016-05-05 20:00:00,172.73,259.0,167.55
2016-05-05 21:00:00,168.14,250.75,168.625
2016-05-05 22:00:00,171.24,249.5,165.175
2016-05-05 23:00:00,168.12,250.25,162.6
2016-05-06 00:00:00,165.07,244.75,125.025
2016-05-06 01:00:00,167.74,240.25,122.475
2016-05-06 02:00:00,169.38,234.0,110.45
2016-05-06 03:00:00,163.86,233.0,91.325
2016-05-06 04:00:00,159.25,231.5,100.1
2016-05-06 05:00:00,156.35,233.75,116.85
2016-05-06 06:00:00,155.63,236.0,115.475
2016-05-06 07:00:00,159.32,236.75,131.625
2016-05-06 08:00:00,163.21,233.0,157.55
2016-05-06 09:00:00,165.14,251.5,177.625
2016-05-06 10:00:00,165.11,255.5,184.275
2016-05-06 11:00:00,165.44,259.5,181.5
2016-05-06 12:00:00,164.97,262.0,182.125
2016-05-06 13:00:00,163.06,269.5,189.8
2016-05-06 14:00:00,166.95,266.5,185.875
2016-05-06 15:00:00,166.23,263.75,184.675
2016-05-06 16:00:00,162.06,266.25,176.75
2016-05-06 17:00:00,159.42,263.25,168.25
2016-05-06 18:00:00,159.29,261.5,120.325
2016-05-06 19:00:00,165.11,254.5,127.875
2016-05-06 20:00:00,166.94,256.5,123.775
2016-05-06 21:00:00,157.01,247.25,126.9
2016-05-06 22:00:00,151.83,246.25,127.0
2016-05-06 23:00:00,155.01,244.0,128.925
2016-05-07 00:00:00,153.92,240.75,108.875
2016-05-07 01:00:00,156.24,234.5,96.025
2016-05-07 02:00:00,159.77,233.5,98.025
2016-05-07 03:00:00,160.01,231.25,98.075
2016-05-07 04:00:00,160.91,230.5,101.425
2016-05-07 05:00:00,157.88,227.0,98.8
2016-05-07 06:00:00,154.41,224.75,97.85
2016-05-07 07:00:00,155.01,224.5,94.6
2016-05-07 08:00:00,152.63,230.75,92.825
2016-05-07 09:00:00,155.74,239.0,88.05
2016-05-07 10:00:00,157.16,249.5,85.1
2016-05-07 11:00:00,160.64,255.75,99.025
2016-05-07 12:00:00,157.96,260.25,152.925
2016-05-07 13:00:00,154.96,264.5,150.8
2016-05-07 14:00:00,154.86,262.75,147.375
2016-05-07 15:00:00,158.83,264.5,147.8
2016-05-07 16:00:00,159.03,263.5,147.2
2016-05-07 17:00:00,159.35,256.5,148.4
2016-05-07 18:00:00,160.29,252.75,135.525
2016-05-07 19:00:00,162.08,250.75,79.325
2016-05-07 20:00:00,164.22,252.5,78.95
2016-05-07 21:00:00,165.23,249.0,78.7
2016-05-07 22:00:00,163.61,242.0,78.225
2016-05-07 23:00:00,159.89,243.0,78.925
2016-05-08 00:00:00,159.75,241.75,77.45
2016-05-08 01:00:00,158.53,238.25,77.675
2016-05-08 02:00:00,159.75,237.25,80.025
2016-05-08 03:00:00,158.8,232.25,78.45
2016-05-08 04:00:00,157.41,231.25,77.225
2016-05-08 05:00:00,157.37,231.5,77.625
2016-05-08 06:00:00,153.99,229.6,79.15
2016-05-08 07:00:00,153.5,232.0,78.475
2016-05-08 08:00:00,152.55,230.25,97.125
2016-05-08 09:00:00,153.9,237.75,93.25
2016-05-08 10:00:00,153.2,250.5,97.375
2016-05-08 11:00:00,152.59,254.25,114.675
2016-05-08 12:00:00,151.95,261.0,152.8
2016-05-08 13:00:00,153.25,273.75,172.925
2016-05-08 14:00:00,148.4,273.75,159.9
2016-05-08 15:00:00,152.44,276.25,161.0
2016-05-08 16:00:00,152.5,272.75,158.2
2016-05-08 17:00:00,150.36,274.75,158.825
2016-05-08 18:00:00,152.47,261.25,158.375
2016-05-08 19:00:00,153.67,253.5,160.925
2016-05-08 20:00:00,155.42,250.0,164.775
2016-05-08 21:00:00,155.66,250.5,172.0
2016-05-08 22:00:00,160.05,246.25,167.675
2016-05-08 23:00:00,157.41,242.75,165.225
2016-05-09 00:00:00,156.42,240.25,127.575
2016-05-09 01:00:00,78.89,236.25,122.35
2016-05-09 02:00:00,78.44,232.0,104.075
2016-05-09 03:00:00,78.63,230.5,90.725
2016-05-09 04:00:00,78.89,228.25,109.275
2016-05-09 05:00:00,157.27,227.0,118.85
2016-05-09 06:00:00,157.85,226.0,116.525
2016-05-09 07:00:00,158.25,231.75,132.35
2016-05-09 08:00:00,159.44,232.0,171.775
2016-05-09 09:00:00,161.72,245.25,194.975
2016-05-09 10:00:00,167.32,253.5,199.4
2016-05-09 11:00:00,165.72,260.75,191.05
2016-05-09 12:00:00,165.87,258.75,195.625
2016-05-09 13:00:00,157.21,263.75,190.525
2016-05-09 14:00:00,162.99,269.75,188.55
2016-05-09 15:00:00,164.9,268.5,187.05
2016-05-09 16:00:00,163.49,267.5,187.45
2016-05-09 17:00:00,161.6,262.5,179.175
2016-05-09 18:00:00,158.03,259.5,171.3
2016-05-09 19:00:00,147.87,256.75,171.85
2016-05-09 20:00:00,144.08,256.5,177.1
2016-05-09 21:00:00,148.26,251.25,178.2
2016-05-09 22:00:00,139.19,249.75,177.825
2016-05-09 23:00:00,143.55,245.75,173.775
2016-05-10 00:00:00,143.04,241.5,137.775
2016-05-10 01:00:00,157.46,236.75,139.1
2016-05-10 02:00:00,153.82,230.25,119.475
2016-05-10 03:00:00,148.66,228.25,107.475
2016-05-10 04:00:00,106.15,226.25,108.9
2016-05-10 05:00:00,149.64,227.0,122.375
2016-05-10 06:00:00,145.03,225.5,130.925
2016-05-10 07:00:00,151.18,236.5,140.175
2016-05-10 08:00:00,156.6,238.75,167.6
2016-05-10 09:00:00,160.27,252.75,174.675
2016-05-10 10:00:00,159.18,258.5,185.2
2016-05-10 11:00:00,158.5,260.25,187.25
2016-05-10 12:00:00,155.85,272.25,191.35
2016-05-10 13:00:00,155.48,279.25,188.375
2016-05-10 14:00:00,156.73,281.0,196.8
2016-05-10 15:00:00,156.18,271.75,192.025
2016-05-10 16:00:00,155.81,271.5,181.675
2016-05-10 17:00:00,151.86,268.5,175.425
2016-05-10 18:00:00,153.06,257.75,175.175
2016-05-10 19:00:00,102.85,254.25,170.825
2016-05-10 20:00:00,83.07,256.25,174.7
2016-05-10 21:00:00,119.25,252.25,177.75
2016-05-10 22:00:00,138.05,249.25,176.9
2016-05-10 23:00:00,132.26,248.25,170.075
2016-05-11 00:00:00,128.79,247.0,141.125
2016-05-11 01:00:00,149.79,240.5,138.325
2016-05-11 02:00:00,144.79,237.5,119.275
2016-05-11 03:00:00,146.96,233.5,105.875
2016-05-11 04:00:00,94.72,231.5,106.7
2016-05-11 05:00:00,115.36,230.5,111.625
2016-05-11 06:00:00,144.21,229.25,126.35
2016-05-11 07:00:00,144.82,235.25,139.525
2016-05-11 08:00:00,146.39,237.75,164.9
2016-05-11 09:00:00,146.14,250.25,175.175
2016-05-11 10:00:00,142.73,255.5,189.525
2016-05-11 11:00:00,142.3,258.25,195.0
2016-05-11 12:00:00,140.91,259.75,192.55
2016-05-11 13:00:00,136.42,267.0,188.575
2016-05-11 14:00:00,140.53,276.0,200.375
2016-05-11 15:00:00,136.9,278.0,196.65
2016-05-11 16:00:00,136.81,273.75,188.25
2016-05-11 17:00:00,138.15,271.5,177.475
2016-05-11 18:00:00,139.24,264.5,170.375
2016-05-11 19:00:00,143.7,255.5,169.5
2016-05-11 20:00:00,146.27,257.25,167.425
2016-05-11 21:00:00,144.7,248.75,174.0
2016-05-11 22:00:00,144.22,251.0,168.45
2016-05-11 23:00:00,143.99,245.5,167.5
2016-05-12 00:00:00,139.05,242.25,133.55
2016-05-12 01:00:00,151.49,239.75,135.975
2016-05-12 02:00:00,146.68,234.75,105.825
2016-05-12 03:00:00,147.0,231.25,90.675
2016-05-12 04:00:00,96.67,229.75,91.1
2016-05-12 05:00:00,96.28,230.0,104.925
2016-05-12 06:00:00,141.82,229.0,117.075
2016-05-12 07:00:00,143.59,237.5,125.1
2016-05-12 08:00:00,147.78,235.75,161.5
2016-05-12 09:00:00,149.65,246.5,175.925
2016-05-12 10:00:00,154.45,247.75,178.925
2016-05-12 11:00:00,152.87,252.75,186.975
2016-05-12 12:00:00,154.38,257.5,181.875
2016-05-12 13:00:00,152.94,261.25,191.825
2016-05-12 14:00:00,150.04,265.0,192.4
2016-05-12 15:00:00,150.55,258.5,193.9667
2016-05-12 16:00:00,151.23,256.0,191.9
2016-05-12 17:00:00,148.72,253.25,183.1
2016-05-12 18:00:00,154.5,248.75,177.75
2016-05-12 19:00:00,110.02,248.0,178.725
2016-05-12 20:00:00,96.05,246.5,184.25
2016-05-12 21:00:00,94.91,240.25,183.675
2016-05-12 22:00:00,94.28,241.5,171.625
2016-05-12 23:00:00,94.33,242.25,167.675
2016-05-13 00:00:00,109.82,237.5,133.05
2016-05-13 01:00:00,149.96,237.75,130.95
2016-05-13 02:00:00,147.94,236.5,99.1
2016-05-13 03:00:00,145.79,236.5,85.575
2016-05-13 04:00:00,89.63,235.0,93.275
2016-05-13 05:00:00,94.36,234.25,114.6
2016-05-13 06:00:00,91.33,231.25,115.225
2016-05-13 07:00:00,135.61,234.75,123.95
2016-05-13 08:00:00,148.86,235.25,156.975
2016-05-13 09:00:00,152.09,245.25,177.7
2016-05-13 10:00:00,151.53,250.5,177.975
2016-05-13 11:00:00,154.98,252.5,181.175
2016-05-13 12:00:00,152.5,256.5,187.525
2016-05-13 13:00:00,156.06,258.5,187.425
2016-05-13 14:00:00,155.25,265.25,182.25
2016-05-13 15:00:00,154.11,261.75,185.35
